FR1.No,FRB.No,FRC.No,FRD.No,FRE.No,FRF.No,FRG.No,FRH.No,FRI.No,FRJ.No,FRK.No,FRL.No,FRM.No,FR1.Yes,FRB.Yes,FRC.Yes,FRD.Yes,FRE.Yes,FRF.Yes,FRG.Yes,FRH.Yes,FRI.Yes,FRJ.Yes,FRK.Yes,FRL.Yes,FRM.Yes,variable
No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,flag_two
 0.000000, 0.000000, 0.000000, 0.000000,13.513039, 0.000000, 3.948674, 0.000000, 4.016825, 0.000000, 7.982510,19.710336, 0.000000, 0.000000, 0.000000, 0.000000, 6.645590, 0.000000, 0.000000, 0.000000, 3.877080, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U150
  0.000000, 17.330695, 21.241687,  4.167737,  8.073217, 28.736464, 18.497437,  0.000000, 75.116119, 73.261271,104.248495, 52.828135,  8.047371,  0.000000,  4.187844,  0.000000,  0.000000, 11.545638,  4.035456, 16.622262,  0.000000, 14.961251, 28.893569,  0.000000,  4.071429,  8.096411,Total.SURVEY_LU1_3U210
10.569377, 0.000000, 0.000000, 0.000000, 9.351873, 0.000000, 4.158413,77.990702, 5.523134, 0.000000,13.651208, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U221
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.980273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U222
 0.000000, 0.000000, 7.830719,28.964567,35.121338, 0.000000, 4.793933, 0.000000, 0.000000, 0.000000,35.835018,21.034848, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U223
 8.137085, 0.000000, 0.000000, 0.000000, 4.021145,16.606324, 7.906081, 0.000000, 4.111354, 4.191681, 0.000000, 7.424370, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.973845, 0.000000, 0.000000, 0.000000, 0.000000,11.780135, 0.000000, 0.000000,Total.SURVEY_LU1_3U224
 8.149198,48.405227, 4.165600,11.470152,23.992297,27.542142, 0.000000, 0.000000, 4.130255, 3.917248,12.064029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.540690, 0.000000, 0.000000,Total.SURVEY_LU1_3U225
43.435157,23.118858, 0.000000, 8.217365,21.633946,10.908736, 0.000000, 7.268490, 9.293073, 0.000000, 6.631914, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.815189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U226
 0.000000,25.970372, 0.000000, 0.000000, 0.000000, 0.000000, 4.022392, 7.268490, 7.769897, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.172661, 0.000000, 0.000000, 0.000000, 4.158413, 0.000000, 0.000000, 0.000000, 4.043937, 0.000000, 0.000000,Total.SURVEY_LU1_3U227
66.137753,60.712115,55.453550,18.649405,39.436909,23.049789,30.139993, 0.000000,68.865171,28.776285,30.047905,40.389364, 0.000000, 7.815949, 4.027964,29.561668, 4.157403,17.598262, 0.000000,13.798497,23.450939,21.402229,57.015761,39.926164, 0.000000, 0.000000,Total.SURVEY_LU1_3U311
 860.11234, 374.47769, 346.63889, 421.73156, 380.76169, 838.99646, 623.56938, 489.52034,1039.11847,1105.68984, 908.59294, 631.48043, 113.30468, 131.32486, 500.83044, 511.24168, 355.78587, 425.53250, 779.74960, 706.58051, 672.67886,1498.53711,1034.96484,1032.75396, 113.12085,  24.65185,Total.SURVEY_LU1_3U312
 26.451704, 74.028066, 72.112655, 52.806383, 20.228759, 97.490186, 49.500014, 20.166574,122.581955,153.958709,120.170499, 70.168307,  0.000000, 23.232877,  4.095202, 32.104590, 15.200018, 16.693184, 34.786243, 28.779112,  3.950281, 28.237411, 16.327910,  8.107370,  6.904248,  0.000000,Total.SURVEY_LU1_3U313
14.457616,17.540288, 8.154395,14.972047,12.429215,39.854599,14.038226,11.013287,38.129743,62.839800,16.222514,45.193493, 6.172723, 0.000000, 0.000000, 4.024565, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.026272, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U314
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.005059,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U315
 0.000000, 4.171434, 0.000000, 0.000000, 0.000000,10.595036, 0.000000, 0.000000, 0.000000,10.655368, 4.111136, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.079183, 0.000000, 0.000000, 0.000000, 0.000000, 8.934248, 0.000000, 0.000000,Total.SURVEY_LU1_3U316
 47.565206, 30.212575, 23.774886, 30.885923, 94.190050, 42.612132, 48.339167, 55.246164, 48.290030, 41.880416,183.674523, 71.818120,  8.297649,  0.000000,  0.000000,  6.971472, 15.232771,  4.046924,  4.155709, 37.718025, 34.754614,150.013467, 67.464209, 16.189380,  4.213044,  0.000000,Total.SURVEY_LU1_3U317
0.000000,0.000000,0.000000,4.150182,0.000000,0.000000,0.000000,5.111769,0.000000,4.185641,4.060337,9.220475,0.000000,0.000000,0.000000,4.060361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.986713,0.000000,0.000000,Total.SURVEY_LU1_3U318
 23.757770, 37.509549, 12.030000, 14.697172, 36.065641, 90.737348, 30.217734, 29.048692, 64.574290, 39.568853,208.716930, 31.106705,  0.000000, 36.294137,  7.971606, 67.323541, 86.174262, 67.096287,163.946160, 21.212863, 47.152141, 58.021713, 86.929050, 75.492232,  7.576729,  0.000000,Total.SURVEY_LU1_3U319
12.230161,17.835954, 0.000000,18.973865,12.230571, 8.055353,32.147055,20.211850,18.177719,11.495070,16.196661,22.095639, 0.000000, 0.000000, 4.027964, 3.978512, 0.000000, 5.058655, 7.962313,28.146130, 0.000000, 8.150117, 4.059188, 4.477626, 0.000000, 0.000000,Total.SURVEY_LU1_3U321
13.838613, 0.000000, 8.771143,16.524986,17.717830,30.559580, 3.982245, 0.000000,12.154556, 3.912557, 8.197060,26.039578, 0.000000, 0.000000,49.875601, 0.000000, 4.060251, 0.000000, 0.000000, 0.000000, 4.143123,38.702535, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U322
51.612353, 0.000000, 4.170312, 0.000000,14.640424, 9.956751, 4.158413,23.345752, 0.000000,17.935157,32.763900, 9.073180, 4.014012, 3.989490, 3.981753, 4.148095,11.982765,28.153583, 4.276087,13.480115,50.969899,99.709005,25.301077,28.296888,14.145544, 3.968179,Total.SURVEY_LU1_3U330
 14.654576, 23.071284, 86.236759, 69.300855, 83.000094, 95.161167,162.594638, 38.902561,159.267634, 24.938462, 88.313195, 42.382263,  8.162836,  8.125717,  0.000000,  3.967504, 10.811060,  0.000000,  4.155709, 20.392237,  3.971607, 43.331329, 41.136649,  4.179784, 55.665295,  0.000000,Total.SURVEY_LU1_3U341
43.42910, 0.00000, 0.00000, 0.00000,30.70745,78.90233, 0.00000, 0.00000,19.05468, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LU1_3U342
 82.166381,140.731640,184.315641,106.017030,332.591610,540.862811,104.343779, 83.990793,400.585294,185.493500,237.947823,310.913115, 36.885875, 49.710473,  3.987845, 48.565952, 24.783211, 42.111020,174.785087, 28.234752,  7.149987, 52.942472, 42.985148,190.582078,  4.157733,  0.000000,Total.SURVEY_LU1_3U350
124.19250,204.12306, 96.18757,173.85338,140.13062,369.71740, 79.85760,199.38864,334.71172,200.08837,426.22649,225.89201, 22.02939, 13.15509, 78.77863, 86.23271, 33.44159, 19.92867, 51.48362,134.43890, 81.10509, 77.63435, 14.41250, 85.23782, 70.60500,  0.00000,Total.SURVEY_LU1_3U361
 75.219220, 86.267491, 28.459380, 61.812134,132.806450, 81.371203, 49.093291, 50.087150,184.060790, 94.435521,148.403824, 89.012422,  0.000000, 13.545599, 18.650061,  5.449932, 28.035036, 12.068467, 48.277394, 48.912143, 36.608263, 43.641330, 33.981673, 41.121378, 11.648394,  0.000000,Total.SURVEY_LU1_3U362
1186.62399,1292.56107,1006.35289,1388.95608,1423.65208,1216.49564,1187.73797, 996.24386,2444.18332,2082.78566,2141.19918,1590.62550, 158.49625, 205.83909, 351.93131, 398.89850, 472.83464, 326.33828, 551.57248, 863.99559, 758.02698,1495.50564, 770.15685, 929.47785, 276.19709,  42.28816,Total.SURVEY_LU1_3U370
 3.955042, 4.053564, 3.900494,10.441531, 4.182978, 4.015998, 4.158413, 0.000000, 0.000000, 9.114649, 8.041689, 4.090881, 0.000000, 0.000000, 3.981753, 4.064767, 0.000000, 3.947849, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.134683, 0.000000, 0.000000,Total.SURVEY_LU1_3U411
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.138918,14.265105, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U412
 0.000000, 0.000000, 0.000000, 0.000000, 4.046924, 7.940359, 0.000000, 0.000000, 3.886016, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.734918, 0.000000, 0.000000, 8.097780, 0.000000, 0.000000, 0.000000, 0.000000,47.022565, 0.000000, 0.000000,Total.SURVEY_LU1_3U413
 0.000000, 3.943979,12.067237, 0.000000, 4.182978, 4.015998, 0.000000, 4.017736, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.705536, 0.000000, 0.000000, 8.317489, 0.000000,26.420164,35.105411, 7.738261, 0.000000, 0.000000,Total.SURVEY_LU1_3U414
  4.000980, 28.208439, 15.954376, 12.661309,  9.642781,  8.171707,  8.045898, 26.812972, 57.328378, 65.343816, 19.905486,  7.345743,  4.042665,  3.927748, 16.070583,  3.884140, 39.052695,  8.056463, 34.317341, 19.708012, 22.094908,246.596522,191.794570,100.399657, 16.015651,  8.117004,Total.SURVEY_LU1_3U415
 243.1842, 935.3409, 563.0832, 353.6877, 425.1679, 739.8657, 745.3612, 745.3020,2402.4514,8303.2028,7420.0505,9752.2289,4536.5538, 114.7414, 360.9882, 715.9342, 350.2503, 242.0519, 406.3632, 476.4823, 418.0606,1671.0199,1992.5068,1587.5011, 792.5490, 124.3172,Total.SURVEY_LU1_3U420
 4980.4460,16167.8540,19499.0845, 9067.0212,11169.2724,20761.4607,10662.7378, 8950.5740,39783.7864,39219.5096,35102.7613,22640.7864, 7677.5356, 4043.4946,19838.4310,25470.5182,17566.0034,16702.3797,31717.0085,17314.9146,14683.1685,36424.2967,27741.7537,29131.3412, 5579.5113,  606.0947,Total.settlement0
2580.19136,2400.26039,1863.98277,2380.87902,2994.60761,3300.63811,2384.61530,2055.35925,4927.05254,3990.36470,4332.37013,3092.18833, 355.20225, 465.86805,1122.45459,1228.41460,1099.09638,1082.74027,1938.89266,2013.73229,1781.89821,3691.86429,2294.37197,2567.52740, 526.51400,  87.16744,Total.settlement1
 5081.3964,13000.9561,10472.2514, 9119.3435,10040.3132,14121.9086,10032.7878, 7769.5463,23113.0496,19797.9778,21318.5904,12231.2016, 3715.1036, 3891.4003,16076.1599,19247.3440,15938.6633,16573.5073,23366.6147,17292.1646,14486.7648,30593.0159,24413.4526,23335.6668, 3284.5551,  317.1454,Total.fao_class_name0
 2180.0270, 5321.9758,10733.2505, 2008.5021, 3804.4042, 9432.9353, 2705.5747, 3003.0514,20711.9238,22139.2350,17349.1008,11893.4392, 3751.3331,  588.4980, 4770.7696, 7229.8475, 2410.9326, 1085.5074,10042.7190, 1802.5073, 1850.7267, 8648.3612, 4231.4097, 7741.0237, 2073.4261,  277.6824,Total.fao_class_name1
  13.15866,  97.57337,  37.27741,  60.09622,  35.50115, 247.69663,  12.05576,  42.93317, 379.73673, 740.04854, 477.76735,1070.45654, 483.18054,  11.83783,  15.09382, 103.57270,  12.10163,  12.20231,  32.40264,  32.69856,  18.62579, 232.12776, 401.01351, 132.07843, 121.86721,  17.42120,Total.fao_class_name2
286.05527,147.60904,120.28790,259.95833,283.66149,259.55824,296.93483,190.40247,506.12887,532.61300,289.67282,537.87736, 83.12059, 17.62653, 98.86230,118.16853,303.40229,113.90291,214.16482,201.27642,108.94942,642.65613,990.24977,490.09966,626.17689, 81.01314,Total.fao_class_name3
 6034.352,16821.360,19961.515, 9647.961,12020.992,21679.588,11463.726, 9637.320,41168.976,40622.133,36393.041,23474.149, 7807.164, 4218.987,20507.538,26155.818,18095.194,17384.674,32825.627,18232.673,15578.205,38403.106,29133.453,30448.270, 5687.752,  650.974,Total.lue0
1526.28576,1746.75455,1401.55223,1799.93948,2142.88830,2382.51054,1583.62728,1368.61301,3541.86344,2587.74151,3042.09051,2258.82531, 225.57435, 290.37597, 453.34784, 543.11460, 569.90554, 400.44644, 830.27428,1095.97362, 886.86192,1713.05512, 902.67282,1250.59891, 418.27352,  42.28816,Total.lue1
 6353.9731,17797.7202,20745.7072,10752.4447,13380.2192,22679.9017,12098.0382,10236.2778,42951.7136,41480.9533,37673.3854,24540.8830, 7892.9014, 4298.5796,20377.8532,26023.3158,18172.5065,17209.3949,32632.8025,18422.5512,15627.9668,38178.3481,28706.1650,30449.1770, 5951.8471,  656.5457,Total.lud0
1206.66428, 770.39415, 617.36008, 695.45553, 783.66083,1382.19709, 949.31484, 769.65551,1759.12540,1728.92108,1761.74607,1192.09172, 139.83644, 210.78303, 583.03243, 675.61700, 492.59334, 575.72503,1023.09869, 906.09566, 837.09986,1937.81297,1329.96066,1249.69161, 154.17822,  36.71644,Total.lud1
133.67882,893.93654,749.62963,331.04856,244.12816,810.71233,386.25854,349.38078,639.51467,448.17401,460.81724,300.28817, 62.35381,133.99846,897.90710,743.64462,328.17138,243.62739,811.86148,381.09691,347.05436,641.93335,447.03248,458.70911,299.25796, 62.09261,SE.Total.area
113.37075, 95.55104, 53.75848, 61.98317,109.22797,100.60967, 66.26553,120.05019,157.34065,139.83983,189.55260, 73.07943, 17.90150,112.20134, 59.18249, 75.98180, 79.75568,108.13865,104.30457, 72.25538,117.46745,159.65641,132.25224,156.68992, 41.86823,  0.00000,SE.Total.SURVEY_LC1_1A
  6.137570,241.475431,211.016557,142.847125,142.932323,186.273004,158.909479,122.045511,237.328679,231.578542, 85.692459,100.885081,  8.558645, 28.236195,287.449965,282.445784,197.759499,166.628689,288.715368,213.911494,180.429045,311.313504,343.867970,148.028341,106.450294, 10.342271,SE.Total.SURVEY_LC1_1B
 91.52239,844.07685,678.09829,263.19908,147.04117,735.35566,326.46859,274.67054,515.01702,293.72633,408.10851,330.97670, 91.11587, 61.23376,846.45275,660.18985,270.48921,129.04948,734.95653,318.57663,269.02740,513.69415,271.97432,386.80860,274.95942, 56.37451,SE.Total.SURVEY_LC1_1C
  7.004096, 19.091008,218.767871, 22.651095, 76.819634, 13.224063, 19.761064, 17.522059,109.488896,101.348776,139.198692, 92.116356, 78.338824,  3.682325,  9.009681, 25.843073, 29.747013,  5.228348,153.217715, 16.372071, 10.268945,106.491183, 70.444009, 49.643896, 46.646380, 12.892680,SE.Total.SURVEY_LC1_1D
 70.78353,165.29625,345.44370,141.68440,131.84406,250.17567,144.98560,145.84358,374.84269,252.35565,207.46320,128.55343, 49.73693, 43.73044,152.84755,284.38863,191.51407,114.33408,239.22919,177.77081,178.13169,329.24253,300.04840,223.87919, 69.98545, 22.08810,SE.Total.SURVEY_LC1_1E
 14.298949,177.899553,169.094293, 86.564010, 77.652684,174.211191, 82.257316, 88.033551,173.917374,172.814930,114.648450,164.597599, 42.117357, 12.380739, 63.008511,184.770200, 76.026685, 38.212437, 81.117823, 30.403573, 42.707585, 75.945122, 65.541718, 51.494437, 11.762306,  3.696157,SE.Total.SURVEY_LC1_1F
 9.0510932, 3.1507467, 0.1193426, 4.6516020, 6.9175986,12.4556196,12.5653681, 2.3717606, 6.4440110, 1.7929019,68.2601498,61.7807816, 0.0000000, 6.7423708, 4.6258020, 0.0000000, 4.6516020,13.9498506,12.4988297,11.3212209, 0.0000000, 9.3869231,16.5622059,25.2436954, 5.0511123, 0.0000000,SE.Total.SURVEY_LC1_1G
 0.000000, 0.000000, 0.000000, 4.253482, 0.000000, 0.000000, 4.034075,11.526485, 0.000000, 2.743650, 0.000000,12.431469, 0.000000, 0.000000, 1.580233, 1.276480, 0.000000, 0.000000, 0.000000, 3.483494, 0.000000, 0.000000, 0.000000, 9.221164, 9.190660, 0.000000,SE.Total.SURVEY_LC1_1H
 82.83830,893.49150,748.16996,330.28312,243.57341,810.26602,383.43661,334.85995,632.09216,461.29994,463.36100,392.99120,118.96441, 33.30973,895.13615,734.35221,326.28339,236.68606,806.00651,380.97325,331.01277,625.44446,424.38129,421.73418,278.08290, 53.20222,SE.Total.SURVEY_LU1_1U1
38.086408,52.075101,12.173933,11.616314,21.729909,23.894982, 9.901491,76.180251,14.052734,19.757522,75.725686,23.979894, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.232747, 0.000000, 5.662825, 0.000000, 8.628792,14.400554,10.751505, 0.000000, 0.000000,SE.Total.SURVEY_LU1_1U2
144.79128,126.41706, 77.53715, 91.67645,161.48242,140.98192,113.82784,147.91256,210.11395,181.58393,223.12975,114.90745, 37.36629,125.93317,123.57914, 93.88015, 98.29986, 91.25698,179.97801, 87.46919,145.97804,213.45101,171.10382,182.86041, 69.89048, 16.44125,SE.Total.SURVEY_LU1_1U3
 44.82533, 50.17730, 33.69922, 26.69234, 25.47388,158.98187, 62.57967, 37.31083,150.47963,214.04548,245.29076,310.43932,116.91569, 47.50442, 70.43917,223.16961, 44.74233, 49.43382, 51.40688, 46.74736, 41.09490,304.66548,154.11083,183.84574,115.57148, 30.83352,SE.Total.SURVEY_LU1_1U4
154.15935, 85.45561, 78.37068, 57.42369,140.16871,102.64437,112.91913,128.75154,156.48689,110.24396,187.17036,156.71174,  0.00000,  0.00000, 64.00054, 45.93136, 36.23883, 76.53833, 68.89074, 93.91935, 98.46884,106.99773, 69.96653, 46.31394, 30.26357,  0.00000,SE.Total.SURVEY_LC1_2A1
170.59351,112.61869, 83.15145, 65.07912,155.03532,121.67346,128.24892,135.10561,167.96955,160.63150,200.93072,169.40549, 17.90150,112.03386, 72.77564, 58.89737, 76.64718, 72.98486, 91.62637,101.14880,126.28619,141.01736,134.58233,154.02826, 33.05945,  0.00000,SE.Total.SURVEY_LC1_2A2
 7.485316, 0.000000, 9.491403, 4.211089, 8.949514,32.952832,11.577340, 8.558285,31.733949,29.558637,31.365176, 7.475200, 0.000000, 6.128253, 0.000000,38.974148,42.366229,23.064020,29.492517,15.055534,18.416637,24.458362,31.149307,27.767884, 5.361280, 0.000000,SE.Total.SURVEY_LC1_2A3
0.000000,2.331091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.953224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_2Ax
  0.000000, 82.518896, 67.105071, 47.383198, 46.939743, 38.866789, 40.138154, 44.806586, 59.146770, 76.889841, 41.423923,  9.207815,  0.000000, 15.748917,293.065874,251.211225,202.847933,182.573956,232.796746,204.449006,177.118755,249.567137,293.990255,128.634768, 82.650186,  0.000000,SE.Total.SURVEY_LC1_2B1
  0.000000,  0.000000,  0.000000, 14.241820, 11.546625,  0.000000,  0.000000,  0.000000,  1.441960,  0.000000,  0.000000,  0.000000,  0.000000,  8.136994, 83.751094, 17.501579, 68.511675,132.194779, 97.909277, 21.271336, 37.491421, 31.629559, 14.328716, 28.170729,  9.081309,  0.000000,SE.Total.SURVEY_LC1_2B2
  0.00000, 59.80495, 54.52278, 36.91283, 15.38081, 26.25491,  0.00000, 22.74492, 17.42095, 63.14814,  8.21583,  0.00000,  0.00000, 14.63976,206.97736,199.33730,130.76576,106.28227,167.71520,129.53129, 68.14801,176.27779,223.93334, 70.54628, 14.53319,  0.00000,SE.Total.SURVEY_LC1_2B3
 0.000000,21.765844,13.919490, 0.000000, 8.893809,16.101902, 0.000000,11.408088, 0.000000,23.248766, 0.000000, 0.000000, 0.000000, 0.000000,25.108263, 6.220868,41.451910,58.198634,48.793314,38.980227,59.471024,89.398865,87.132765,33.761536,29.173260, 0.000000,SE.Total.SURVEY_LC1_2B4
  0.000000,  9.892178, 42.962652, 23.586234,  0.000000,  0.000000, 36.735592,  7.507732, 20.975251, 16.745326, 18.574659,  8.922385,  0.000000, 22.790557,119.581768,149.745682, 85.405402, 62.341504,188.947299,119.378541, 87.041163,129.435275,213.189714, 92.234075, 35.688449,  0.000000,SE.Total.SURVEY_LC1_2B5
  0.0000000,  3.7337393,  1.5582192, 18.9436214,  1.4827165,  2.9664745,  8.3969210,  0.0000000,  9.7205464, 16.5783431,  7.8413144,  8.7908402,  0.0000000,  0.0000000,  4.3380151,  5.9325211, 24.2710827,  3.0432356, 10.8287753, 34.3822220,  0.2250409, 55.8900930, 94.4417542, 57.8117876,120.6958750,  6.2063228,SE.Total.SURVEY_LC1_2B7
  0.000000,  5.581807, 42.262178,  0.000000,  0.000000, 11.405729, 34.789080,  0.000000, 75.120995, 92.524958, 18.391554, 16.660919,  0.000000,  0.000000, 29.528181,  6.150374,  0.000000,  0.000000, 32.416190, 51.771952,  0.000000,139.776698,150.920411, 63.498805,146.413934, 11.169172,SE.Total.SURVEY_LC1_2B8
  6.137570,226.081548,190.696762,130.059167,136.278807,181.230117,147.970997,113.406658,221.874737,191.825562, 71.969212, 99.774225,  8.558645,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,SE.Total.SURVEY_LC1_2Bx
106.65734,809.20918,677.75376,246.03514,148.80355,639.97632,268.26901,262.63153,515.86612,360.88583,406.58343,332.94384,110.99822, 61.23376,850.78417,636.41732,282.42133,129.65092,811.68553,264.98697,256.95700,480.80243,238.55288,262.62820,137.77368, 52.96399,SE.Total.SURVEY_LC1_2C1
  0.000000,369.755740,332.393451,101.761912, 11.374705,299.267618,240.344473, 40.827287,285.595250,226.226220,318.460289,363.845594, 68.214388,  0.000000, 22.074430,222.792624,102.549624,  3.576129,392.026086, 41.106426, 25.242273,269.382134,110.333968,216.686252,151.431097, 20.532693,SE.Total.SURVEY_LC1_2C2
 77.897222,367.635007,220.928200,103.127268, 77.466640,373.684132,233.844918,212.149248,151.623025,212.989946,326.299540,360.707090, 76.952880,  0.000000,367.734119,221.653019,136.682630, 36.211526,552.268526,266.482676,169.009689,232.776759, 92.724996,264.489696,200.928181,  4.059619,SE.Total.SURVEY_LC1_2C3
 30.458560, 45.874732,  3.447947, 23.073462,  4.877219, 49.122906, 12.619373, 14.404189, 18.984949,112.040493, 79.989395,145.677291, 23.216589,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,SE.Total.SURVEY_LC1_2Cx
  4.836747, 10.032481,  0.000000, 19.782599, 19.975596,  9.316763,  0.000000, 12.123531, 86.360941, 58.834304, 29.233940, 69.080071, 61.116512,  0.000000,  8.968614, 23.009355, 29.153001,  2.089408, 48.350482,  6.943306,  2.490749,102.034427, 48.372283, 17.800759, 31.986964,  6.994462,SE.Total.SURVEY_LC1_2D1
  5.0658901, 16.2558364,218.7623519, 11.0327191, 74.1776687, 10.0776038, 12.9249464, 12.6507926, 67.4092234, 89.6457169,136.9174229, 72.3396726, 77.0459730,  3.6823250,  0.8592503, 11.7685701,  5.9150113,  4.7927025,145.3887856, 14.8268411,  9.9622992, 30.5384345, 53.0777137, 46.3883575, 33.9749404, 10.8304523,SE.Total.SURVEY_LC1_2D2
 0.000000, 0.000000, 1.564624, 0.000000, 0.000000, 0.000000,14.948090, 0.000000, 0.000000, 1.976337, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2Dx
 48.49963, 71.17994, 37.13711, 68.49760,108.80793,149.68823, 87.92564, 69.94257,112.99986,101.59979, 89.76470, 62.27257, 20.54048, 32.19527, 69.07497, 49.02438, 31.73247, 32.08170, 50.34866, 38.41152, 62.85945,138.81902,130.27001, 78.92716, 38.39996,  0.00000,SE.Total.SURVEY_LC1_2E1
 64.01576,153.61837,249.55174,141.65442,134.42478,250.11394,146.49195,131.16568,273.74191,234.54066,204.28459,126.08184, 42.66629, 23.55778,121.68251,277.58085,188.40302,101.88168,230.39969,161.15690,168.42731,295.34037,274.20738,200.02534, 51.24239, 12.74305,SE.Total.SURVEY_LC1_2E2
 12.12513, 58.08474,237.68619, 22.04328, 11.92838, 24.35502, 33.59581, 42.06360,252.31750, 74.16445, 59.67355, 34.14723, 17.27139, 20.88268, 87.75922, 86.66381, 34.17039, 41.39606, 55.99178, 77.60645, 48.48178,125.02615,109.20960, 98.84888, 39.00497, 18.04159,SE.Total.SURVEY_LC1_2E3
 0.000000,14.063837, 0.000000, 0.000000, 0.000000, 0.000000,13.918586, 0.000000,47.854802,15.571859, 9.463511, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2Ex
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 14.11366, 81.91122,118.01577, 36.14503,  0.00000,  0.00000, 23.66513,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 23.11546,  0.00000,  0.00000,SE.Total.SURVEY_LC1_2F1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.226292, 0.000000,59.957351, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2F2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2F3
 14.298949,177.899553,169.094293, 86.564010, 77.652684,174.211191, 82.257316, 88.033551,173.917374,172.509139, 88.793915, 88.283883, 23.527643, 12.380739, 63.008511,183.248434, 76.026685, 38.212437, 81.117823, 30.403573, 42.707585, 75.945122, 65.541718, 46.014699, 11.762306,  3.696157,SE.Total.SURVEY_LC1_2F4
