FI1.No,FI2.No,FI1.Yes,FI2.Yes,variable
No,No,Yes,Yes,flag_two
138206.0273,   629.6577,189161.2819,   904.5977,CI.l(95%).Total.area
2394.584319,   5.371689,3581.525422,  29.927394,CI.l(95%).Total.SURVEY_LC1_1A
 1899.3928194,   -0.9709242,10071.4622799,  100.8367684,CI.l(95%).Total.SURVEY_LC1_1B
 58516.6546,   428.6773,154094.8776,   658.9300,CI.l(95%).Total.SURVEY_LC1_1C
11974.780490,    8.264377, 2665.115714,    9.037854,CI.l(95%).Total.SURVEY_LC1_1D
6284.21792,  51.17574,9417.01823,  55.72816,CI.l(95%).Total.SURVEY_LC1_1E
3451.652804,  45.427842,1522.524513,   4.591064,CI.l(95%).Total.SURVEY_LC1_1F
33019.718024,   58.175855,  646.451888,    4.882199,CI.l(95%).Total.SURVEY_LC1_1G
15682.71517,   19.52787,  862.98165,    5.00183,CI.l(95%).Total.SURVEY_LC1_1H
 57006.0306,   377.5771,174317.8791,   691.1681,CI.l(95%).Total.SURVEY_LU1_1U1
105.1870,  0.0000,  7.1114,  0.0000,CI.l(95%).Total.SURVEY_LU1_1U2
30222.80193,   68.32400, 6757.15574,   60.51243,CI.l(95%).Total.SURVEY_LU1_1U3
47307.2557,  183.7566, 5273.6307,  104.1941,CI.l(95%).Total.SURVEY_LU1_1U4
400.0469,  0.0000,173.3600,  0.0000,CI.l(95%).Total.SURVEY_LC1_2A1
1666.273412,   5.371689,2852.651610,  29.927394,CI.l(95%).Total.SURVEY_LC1_2A2
 53.97533,  0.00000,124.65503,  0.00000,CI.l(95%).Total.SURVEY_LC1_2A3
   8.183939,   0.000000,5141.595573,  23.984105,CI.l(95%).Total.SURVEY_LC1_2B1
 0.00000, 0.00000,46.85464,18.45293,CI.l(95%).Total.SURVEY_LC1_2B2
  0.0000,  0.0000,242.2147,  0.0000,CI.l(95%).Total.SURVEY_LC1_2B3
 4.017668, 0.000000,89.023275, 0.000000,CI.l(95%).Total.SURVEY_LC1_2B4
  36.81755,   0.00000,3360.68090,  43.05111,CI.l(95%).Total.SURVEY_LC1_2B5
32.95636, 0.00000,52.04552, 5.00183,CI.l(95%).Total.SURVEY_LC1_2B7
  0.00000,  0.00000,-30.68259,  0.00000,CI.l(95%).Total.SURVEY_LC1_2B8
1622.2498109,  -0.9709242,   0.0000000,   0.0000000,CI.l(95%).Total.SURVEY_LC1_2Bx
 3234.45036,  100.92728,10503.89381,   42.16562,CI.l(95%).Total.SURVEY_LC1_2C1
37776.6917,  172.4518,72951.7706,  372.2507,CI.l(95%).Total.SURVEY_LC1_2C2
13977.9320,  155.2982,62455.7916,  203.8066,CI.l(95%).Total.SURVEY_LC1_2C3
-103.193,   0.000,   0.000,   0.000,CI.l(95%).Total.SURVEY_LC1_2Cx
2325.378176,   4.663939,1628.940456,   4.645289,CI.l(95%).Total.SURVEY_LC1_2D1
9087.400239,   3.600439, 480.367904,   4.392565,CI.l(95%).Total.SURVEY_LC1_2D2
4.174207,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_2Dx
908.007363, 20.248307,828.375304,  9.776937,CI.l(95%).Total.SURVEY_LC1_2E1
3492.44879,  25.92561,5555.79311,  40.94940,CI.l(95%).Total.SURVEY_LC1_2E2
1223.09014,   5.00183,2063.14741,   5.00183,CI.l(95%).Total.SURVEY_LC1_2E3
854.61287, 41.37131, 22.95092,  0.00000,CI.l(95%).Total.SURVEY_LC1_2F1
85.94715, 0.00000,28.40540, 0.00000,CI.l(95%).Total.SURVEY_LC1_2F2
 693.752799,   0.000000,-108.081248,   4.591064,CI.l(95%).Total.SURVEY_LC1_2F3
1524.514559,   4.056529,1267.743962,   0.000000,CI.l(95%).Total.SURVEY_LC1_2F4
7.697806,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_2Fx
31706.984307,   52.096579,  498.052100,    4.882199,CI.l(95%).Total.SURVEY_LC1_2G1
775.866137,  6.079276, 55.146502,  0.000000,CI.l(95%).Total.SURVEY_LC1_2G2
1.722029,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_2G3
15627.43478,   10.13348,  858.74652,    0.00000,CI.l(95%).Total.SURVEY_LC1_2H1
37.244271, 9.394395, 4.235135, 5.001830,CI.l(95%).Total.SURVEY_LC1_2H2
-1.212603, 0.000000, 0.000000, 0.000000,CI.l(95%).Total.SURVEY_LC1_2Hx
 5190.49593,   29.32512,17641.60419,  145.99449,CI.l(95%).Total.SURVEY_LU1_2U11
 49408.1282,   340.2994,155511.1811,   536.6855,CI.l(95%).Total.SURVEY_LU1_2U12
125.127104,  0.000000,  7.997413,  0.000000,CI.l(95%).Total.SURVEY_LU1_2U13
1237.10572,   0.00000, -68.96956,   0.00000,CI.l(95%).Total.SURVEY_LU1_2U14
   4.248602,   0.000000,-167.230530,   0.000000,CI.l(95%).Total.SURVEY_LU1_2U15
-0.02180758, 0.00000000, 0.00000000, 0.00000000,CI.l(95%).Total.SURVEY_LU1_2U21
74.57401, 0.00000, 7.11140, 0.00000,CI.l(95%).Total.SURVEY_LU1_2U22
1785.852347,   5.371689,3338.685687,  15.018809,CI.l(95%).Total.SURVEY_LU1_2U31
-0.8434159, 0.0000000,10.7297342, 0.0000000,CI.l(95%).Total.SURVEY_LU1_2U32
-118.489613,   0.000000,   4.730001,  14.908585,CI.l(95%).Total.SURVEY_LU1_2U33
 53.33988,  0.00000,-22.28483,  0.00000,CI.l(95%).Total.SURVEY_LU1_2U34
147.447396,  0.000000,  1.149189,  0.000000,CI.l(95%).Total.SURVEY_LU1_2U35
25381.84977,   33.28455,  853.60946,   23.46336,CI.l(95%).Total.SURVEY_LU1_2U36
1749.685063,  29.667758,1579.758811,   7.121676,CI.l(95%).Total.SURVEY_LU1_2U37
 89.29528,  0.00000,258.91770,  0.00000,CI.l(95%).Total.SURVEY_LU1_2U41
47067.6882,  183.7566, 4683.2596,  104.1941,CI.l(95%).Total.SURVEY_LU1_2U42
304.9502,  0.0000,173.3600,  0.0000,CI.l(95%).Total.SURVEY_LC1_3A11
26.55139, 0.00000, 0.00000, 0.00000,CI.l(95%).Total.SURVEY_LC1_3A12
4.175516,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3A13
489.22375,  0.00000,227.14311, 14.90859,CI.l(95%).Total.SURVEY_LC1_3A21
 996.754388,   5.371689,2340.429164,  15.018809,CI.l(95%).Total.SURVEY_LC1_3A22
 53.97533,  0.00000,124.65503,  0.00000,CI.l(95%).Total.SURVEY_LC1_3A30
 -22.553770,   0.000000,1064.716704,   9.191167,CI.l(95%).Total.SURVEY_LC1_3B11
  0.00000,  0.00000,-31.44446,  0.00000,CI.l(95%).Total.SURVEY_LC1_3B12
   0.1255091,   0.0000000,1873.0159811,  10.0036600,CI.l(95%).Total.SURVEY_LC1_3B13
-43.02011,  0.00000, 33.42957,  0.00000,CI.l(95%).Total.SURVEY_LC1_3B14
 -10.888854,   0.000000,1387.513669,   4.789278,CI.l(95%).Total.SURVEY_LC1_3B15
-0.2348552, 0.0000000, 7.0082515, 0.0000000,CI.l(95%).Total.SURVEY_LC1_3B18
  0.000000,  0.000000,-11.553306,  8.633255,CI.l(95%).Total.SURVEY_LC1_3B21
 0.000000, 0.000000,-6.200888, 0.000000,CI.l(95%).Total.SURVEY_LC1_3B22
  0.000000,  0.000000,-60.788537,  3.843977,CI.l(95%).Total.SURVEY_LC1_3B23
 0.000000, 0.000000,-4.732261, 0.000000,CI.l(95%).Total.SURVEY_LC1_3B31
  0.0000,  0.0000,202.8238,  0.0000,CI.l(95%).Total.SURVEY_LC1_3B32
0.000000,0.000000,1.335945,0.000000,CI.l(95%).Total.SURVEY_LC1_3B35
 0.000000, 0.000000,-7.343001, 0.000000,CI.l(95%).Total.SURVEY_LC1_3B37
 4.017668, 0.000000,32.560624, 0.000000,CI.l(95%).Total.SURVEY_LC1_3B41
 0.00000, 0.00000,-4.55224, 0.00000,CI.l(95%).Total.SURVEY_LC1_3B43
  0.00000,  0.00000,-34.66538,  0.00000,CI.l(95%).Total.SURVEY_LC1_3B45
  0.0000,  0.0000,123.8008,  0.0000,CI.l(95%).Total.SURVEY_LC1_3B51
  0.00000,  0.00000,-35.10418,  0.00000,CI.l(95%).Total.SURVEY_LC1_3B52
  0.0000000,  0.0000000,189.7822078, -0.9434605,CI.l(95%).Total.SURVEY_LC1_3B53
0.000000,0.000000,4.382887,0.000000,CI.l(95%).Total.SURVEY_LC1_3B54
  36.81755,   0.00000,2696.36105,  37.94530,CI.l(95%).Total.SURVEY_LC1_3B55
24.63168, 0.00000,23.74583, 5.00183,CI.l(95%).Total.SURVEY_LC1_3B71
4.413947,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3B73
 3.910738, 0.000000,28.299692, 0.000000,CI.l(95%).Total.SURVEY_LC1_3B75
  0.00000,  0.00000,-34.66538,  0.00000,CI.l(95%).Total.SURVEY_LC1_3B83
0.00000,0.00000,3.98279,0.00000,CI.l(95%).Total.SURVEY_LC1_3B84
1597.4224782,  -0.9709242,   0.0000000,   0.0000000,CI.l(95%).Total.SURVEY_LC1_3Bx1
12.58741, 0.00000, 0.00000, 0.00000,CI.l(95%).Total.SURVEY_LC1_3Bx2
1.107217,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3Bxx
 3234.45036,  100.92728,10503.89381,   42.16562,CI.l(95%).Total.SURVEY_LC1_3C10
 2351.01360,   13.93587,18029.96236,   29.07726,CI.l(95%).Total.SURVEY_LC1_3C21
16110.2909,  108.2955,39689.3778,  262.8672,CI.l(95%).Total.SURVEY_LC1_3C22
3653.64865,  40.91122,9979.89354,  65.05270,CI.l(95%).Total.SURVEY_LC1_3C23
11433.709458,    9.309228,    0.000000,    0.000000,CI.l(95%).Total.SURVEY_LC1_3C2x
 1594.23631,   37.01341,19396.23060,   50.00168,CI.l(95%).Total.SURVEY_LC1_3C31
 5020.03377,   85.54349,22868.36641,  117.69720,CI.l(95%).Total.SURVEY_LC1_3C32
 2826.16623,   18.31911,15114.24494,   36.10770,CI.l(95%).Total.SURVEY_LC1_3C33
1813.31563,  14.42223,   0.00000,   0.00000,CI.l(95%).Total.SURVEY_LC1_3C3x
-103.193,   0.000,   0.000,   0.000,CI.l(95%).Total.SURVEY_LC1_3Cxx
2202.337684,   4.663939,1628.940456,   4.645289,CI.l(95%).Total.SURVEY_LC1_3D10
-229.4562,   0.0000,   0.0000,   0.0000,CI.l(95%).Total.SURVEY_LC1_3D1x
9087.400239,   3.600439, 480.367904,   4.392565,CI.l(95%).Total.SURVEY_LC1_3D20
4.174207,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3Dxx
908.007363, 20.248307,828.375304,  9.776937,CI.l(95%).Total.SURVEY_LC1_3E10
3492.44879,  25.92561,5555.79311,  40.94940,CI.l(95%).Total.SURVEY_LC1_3E20
1223.09014,   5.00183,2063.14741,   5.00183,CI.l(95%).Total.SURVEY_LC1_3E30
854.61287, 41.37131, 22.95092,  0.00000,CI.l(95%).Total.SURVEY_LC1_3F10
85.94715, 0.00000,28.40540, 0.00000,CI.l(95%).Total.SURVEY_LC1_3F20
 693.752799,   0.000000,-108.081248,   4.591064,CI.l(95%).Total.SURVEY_LC1_3F30
1524.514559,   4.056529,1267.743962,   0.000000,CI.l(95%).Total.SURVEY_LC1_3F40
7.697806,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3Fxx
31706.984307,   52.096579,  493.965426,    4.882199,CI.l(95%).Total.SURVEY_LC1_3G11
0.000000,0.000000,4.086674,0.000000,CI.l(95%).Total.SURVEY_LC1_3G12
769.6918,  0.0000, 55.1465,  0.0000,CI.l(95%).Total.SURVEY_LC1_3G21
-0.9632554, 6.0792756, 0.0000000, 0.0000000,CI.l(95%).Total.SURVEY_LC1_3G22
1.722029,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3G30
4216.35321,  10.13348, 190.23209,   0.00000,CI.l(95%).Total.SURVEY_LC1_3H11
10786.858,    0.000,  599.326,    0.000,CI.l(95%).Total.SURVEY_LC1_3H12
37.244271, 9.394395, 4.235135, 5.001830,CI.l(95%).Total.SURVEY_LC1_3H21
-1.212603, 0.000000, 0.000000, 0.000000,CI.l(95%).Total.SURVEY_LC1_3Hxx
 5083.48450,   29.32512,17034.89078,  140.99266,CI.l(95%).Total.SURVEY_LU1_3U111
 28.58175,  0.00000,274.50906,  5.00183,CI.l(95%).Total.SURVEY_LU1_3U112
36.42018, 0.00000,44.11249, 0.00000,CI.l(95%).Total.SURVEY_LU1_3U113
 49408.1282,   340.2994,155511.1811,   536.6855,CI.l(95%).Total.SURVEY_LU1_3U120
125.127104,  0.000000,  7.997413,  0.000000,CI.l(95%).Total.SURVEY_LU1_3U130
1237.10572,   0.00000, -68.96956,   0.00000,CI.l(95%).Total.SURVEY_LU1_3U140
   4.248602,   0.000000,-167.230530,   0.000000,CI.l(95%).Total.SURVEY_LU1_3U150
-0.02180758, 0.00000000, 0.00000000, 0.00000000,CI.l(95%).Total.SURVEY_LU1_3U210
2.717065,0.000000,4.353778,0.000000,CI.l(95%).Total.SURVEY_LU1_3U223
4.062944,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LU1_3U224
3.064733,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LU1_3U225
 8.377103, 0.000000,-1.477513, 0.000000,CI.l(95%).Total.SURVEY_LU1_3U226
38.028570, 0.000000, 4.235135, 0.000000,CI.l(95%).Total.SURVEY_LU1_3U227
4.314158,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LU1_3U228
21.11563, 0.00000,35.84264, 0.00000,CI.l(95%).Total.SURVEY_LU1_3U311
1246.270878,   5.371689,2727.941558,  15.018809,CI.l(95%).Total.SURVEY_LU1_3U312
23.94118, 0.00000,22.22602, 0.00000,CI.l(95%).Total.SURVEY_LU1_3U313
30.25271, 0.00000, 0.00000, 0.00000,CI.l(95%).Total.SURVEY_LU1_3U314
4.596329,0.000000,4.072978,0.000000,CI.l(95%).Total.SURVEY_LU1_3U316
31.484778, 0.000000,-3.528941, 0.000000,CI.l(95%).Total.SURVEY_LU1_3U317
 85.91749,  0.00000,254.45081,  0.00000,CI.l(95%).Total.SURVEY_LU1_3U319
3.985451,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LU1_3U321
-4.828867, 0.000000,10.729734, 0.000000,CI.l(95%).Total.SURVEY_LU1_3U322
-118.489613,   0.000000,   4.730001,  14.908585,CI.l(95%).Total.SURVEY_LU1_3U330
 53.33988,  0.00000,-22.28483,  0.00000,CI.l(95%).Total.SURVEY_LU1_3U341
147.447396,  0.000000,  1.149189,  0.000000,CI.l(95%).Total.SURVEY_LU1_3U350
25247.72952,   33.28455,  715.92929,   23.46336,CI.l(95%).Total.SURVEY_LU1_3U361
20.17202, 0.00000,56.93738, 0.00000,CI.l(95%).Total.SURVEY_LU1_3U362
1749.685063,  29.667758,1579.758811,   7.121676,CI.l(95%).Total.SURVEY_LU1_3U370
0.0000,0.0000,4.1396,0.0000,CI.l(95%).Total.SURVEY_LU1_3U411
 3.881605, 0.000000,12.246560, 0.000000,CI.l(95%).Total.SURVEY_LU1_3U413
 7.866034, 0.000000,57.415996, 0.000000,CI.l(95%).Total.SURVEY_LU1_3U414
 77.54765,  0.00000,133.33038,  0.00000,CI.l(95%).Total.SURVEY_LU1_3U415
47067.6882,  183.7566, 4683.2596,  104.1941,CI.l(95%).Total.SURVEY_LU1_3U420
132806.7970,   594.6182,182308.6664,   840.2455,CI.l(95%).Total.settlement0
4785.49131,  35.03945,5749.12230,  37.04907,CI.l(95%).Total.settlement1
76817.0094,  193.3656,28089.9249,  214.0781,CI.l(95%).Total.fao_class_name0
 56621.5299,   387.6823,154728.0434,   624.9735,CI.l(95%).Total.fao_class_name1
1651.36412,  21.70412,2135.28645,  14.42223,CI.l(95%).Total.fao_class_name2
421.06146, 18.95299,282.68088, 23.58299,CI.l(95%).Total.fao_class_name3
109041.2702,   566.7053,185481.7406,   846.7095,CI.l(95%).Total.lue0
27951.00166,   62.95231, 2852.41154,   30.58503,CI.l(95%).Total.lue1
134289.5073,   624.2860,184530.2955,   874.6703,CI.l(95%).Total.lud0
3440.130010,   5.371689,3625.311630,  29.927394,CI.l(95%).Total.lud1
147694.1201,   676.1006,198502.5707,   951.6441,CI.u(95%).Total.area
2954.937798,   5.371689,5555.372564,  29.927394,CI.u(95%).Total.SURVEY_LC1_1A
 2897.59771,   15.72821,11489.79701,  121.53604,CI.u(95%).Total.SURVEY_LC1_1B
 67623.2144,   470.1785,163946.3189,   710.7556,CI.u(95%).Total.SURVEY_LC1_1C
14618.064812,    8.264377, 5666.778473,    9.037854,CI.u(95%).Total.SURVEY_LC1_1D
 8229.21145,   51.17574,12193.74101,  101.57448,CI.u(95%).Total.SURVEY_LC1_1E
4860.020896,  61.686278,3266.652305,   4.591064,CI.u(95%).Total.SURVEY_LC1_1F
34032.672177,   58.175855, 1202.470754,    4.882199,CI.u(95%).Total.SURVEY_LC1_1G
17460.71196,   19.52787, 1480.76431,    5.00183,CI.u(95%).Total.SURVEY_LC1_1H
 65967.5276,   424.0200,183982.0741,   750.5709,CI.u(95%).Total.SURVEY_LU1_1U1
264.99485,  0.00000, 41.28073,  0.00000,CI.u(95%).Total.SURVEY_LU1_1U2
32563.7406,   68.3240, 9152.9061,  106.3587,CI.u(95%).Total.SURVEY_LU1_1U3
52462.6090,  183.7566, 8131.8149,  143.4375,CI.u(95%).Total.SURVEY_LU1_1U4
745.1517,  0.0000,744.4020,  0.0000,CI.u(95%).Total.SURVEY_LC1_2A1
2212.971398,   5.371689,4714.041564,  29.927394,CI.u(95%).Total.SURVEY_LC1_2A2
271.1034,  0.0000,527.7877,  0.0000,CI.u(95%).Total.SURVEY_LC1_2A3
 260.63157,   0.00000,6492.89615,  23.98411,CI.u(95%).Total.SURVEY_LC1_2B1
  0.0000,  0.0000,493.8171, 39.0184,CI.u(95%).Total.SURVEY_LC1_2B2
  0.0000,  0.0000,723.0398,  0.0000,CI.u(95%).Total.SURVEY_LC1_2B3
  4.017668,  0.000000,380.146107,  0.000000,CI.u(95%).Total.SURVEY_LC1_2B4
 215.1415,   0.0000,4398.2941,  63.8785,CI.u(95%).Total.SURVEY_LC1_2B5
32.95636, 0.00000,52.04552, 5.00183,CI.u(95%).Total.SURVEY_LC1_2B7
  0.0000,  0.0000,119.2885,  0.0000,CI.u(95%).Total.SURVEY_LC1_2B8
2580.01806,  15.72821,   0.00000,   0.00000,CI.u(95%).Total.SURVEY_LC1_2Bx
 5400.90153,  100.92728,15492.88353,   81.40895,CI.u(95%).Total.SURVEY_LC1_2C1
45790.7647,  213.9529,83669.2491,  424.7460,CI.u(95%).Total.SURVEY_LC1_2C2
19399.0137,  155.2982,72967.6079,  245.3077,CI.u(95%).Total.SURVEY_LC1_2C3
663.3081,  0.0000,  0.0000,  0.0000,CI.u(95%).Total.SURVEY_LC1_2Cx
4304.811862,   4.663939,4240.355793,   4.645289,CI.u(95%).Total.SURVEY_LC1_2D1
10866.906611,    3.600439, 1982.230034,    4.392565,CI.u(95%).Total.SURVEY_LC1_2D2
4.174207,0.000000,0.000000,0.000000,CI.u(95%).Total.SURVEY_LC1_2Dx
1843.604851,  20.248307,2108.986189,   9.776937,CI.u(95%).Total.SURVEY_LC1_2E1
4312.71433,  25.92561,6863.24805,  86.79572,CI.u(95%).Total.SURVEY_LC1_2E2
2733.56390,   5.00183,4191.20917,   5.00183,CI.u(95%).Total.SURVEY_LC1_2E3
987.35538, 41.37131, 22.95092,  0.00000,CI.u(95%).Total.SURVEY_LC1_2F1
229.4728,  0.0000,124.9732,  0.0000,CI.u(95%).Total.SURVEY_LC1_2F2
1022.014418,   0.000000, 548.462177,   4.591064,CI.u(95%).Total.SURVEY_LC1_2F3
2880.46439,  20.31496,2881.77145,   0.00000,CI.u(95%).Total.SURVEY_LC1_2F4
25.84158, 0.00000, 0.00000, 0.00000,CI.u(95%).Total.SURVEY_LC1_2Fx
32951.166812,   52.096579, 1017.787699,    4.882199,CI.u(95%).Total.SURVEY_LC1_2G1
1593.297813,   6.079276, 277.936340,   0.000000,CI.u(95%).Total.SURVEY_LC1_2G2
23.3531, 0.0000, 0.0000, 0.0000,CI.u(95%).Total.SURVEY_LC1_2G3
17405.40705,   10.13348, 1476.52918,    0.00000,CI.u(95%).Total.SURVEY_LC1_2H1
60.665263, 9.394395, 4.235135, 5.001830,CI.u(95%).Total.SURVEY_LC1_2H2
13.88837, 0.00000, 0.00000, 0.00000,CI.u(95%).Total.SURVEY_LC1_2Hx
 6425.87524,   50.17211,19098.37275,  166.69376,CI.u(95%).Total.SURVEY_LU1_2U11
 58259.0062,   381.8005,165117.5523,   592.3652,CI.u(95%).Total.SURVEY_LU1_2U12
744.918952,  0.000000,  7.997413,  0.000000,CI.u(95%).Total.SURVEY_LU1_2U13
1574.4036,   0.0000, 609.8481,   0.0000,CI.u(95%).Total.SURVEY_LU1_2U14
  4.248602,  0.000000,541.600010,  0.000000,CI.u(95%).Total.SURVEY_LU1_2U15
133.9789,  0.0000,  0.0000,  0.0000,CI.u(95%).Total.SURVEY_LU1_2U21
161.65080,  0.00000, 41.28073,  0.00000,CI.u(95%).Total.SURVEY_LU1_2U22
2417.289107,   5.371689,5143.988112,  15.018809,CI.u(95%).Total.SURVEY_LU1_2U31
69.75313, 0.00000,15.69687, 0.00000,CI.u(95%).Total.SURVEY_LU1_2U32
495.48937,  0.00000, 76.17832, 14.90859,CI.u(95%).Total.SURVEY_LU1_2U33
 96.87226,  0.00000,112.14878,  0.00000,CI.u(95%).Total.SURVEY_LU1_2U34
874.85402,  0.00000, 88.27914,  0.00000,CI.u(95%).Total.SURVEY_LU1_2U35
27419.58473,   33.28455, 2013.56380,   23.46336,CI.u(95%).Total.SURVEY_LU1_2U36
2413.85853,  29.66776,2693.82877,  52.96800,CI.u(95%).Total.SURVEY_LU1_2U37
 391.3869,   0.0000,1024.2738,   0.0000,CI.u(95%).Total.SURVEY_LU1_2U41
52221.4943,  183.7566, 7438.9944,  143.4375,CI.u(95%).Total.SURVEY_LU1_2U42
634.2101,  0.0000,744.4020,  0.0000,CI.u(95%).Total.SURVEY_LC1_3A11
171.1359,  0.0000,  0.0000,  0.0000,CI.u(95%).Total.SURVEY_LC1_3A12
4.175516,0.000000,0.000000,0.000000,CI.u(95%).Total.SURVEY_LC1_3A13
890.51900,  0.00000,911.17900, 14.90859,CI.u(95%).Total.SURVEY_LC1_3A21
1502.747672,   5.371689,4087.941903,  15.018809,CI.u(95%).Total.SURVEY_LC1_3A22
271.1034,  0.0000,527.7877,  0.0000,CI.u(95%).Total.SURVEY_LC1_3A30
 142.006309,   0.000000,1890.479768,   9.191167,CI.u(95%).Total.SURVEY_LC1_3B11
  0.0000,  0.0000,152.0315,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B12
   9.79578,   0.00000,2839.94383,  10.00366,CI.u(95%).Total.SURVEY_LC1_3B13
140.4241,  0.0000,149.8975,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B14
  41.725801,   0.000000,2258.908981,   4.789278,CI.u(95%).Total.SURVEY_LC1_3B15
11.43563, 0.00000, 8.99046, 0.00000,CI.u(95%).Total.SURVEY_LC1_3B18
 0.00000, 0.00000,66.58728,24.89169,CI.u(95%).Total.SURVEY_LC1_3B21
  0.0000,  0.0000,272.6314,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B22
  0.00000,  0.00000,279.99578, 20.10241,CI.u(95%).Total.SURVEY_LC1_3B23
 0.00000, 0.00000,24.28223, 0.00000,CI.u(95%).Total.SURVEY_LC1_3B31
  0.0000,  0.0000,679.2267,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B32
 0.0000, 0.0000,20.8811, 0.0000,CI.u(95%).Total.SURVEY_LC1_3B35
 0.00, 0.00,48.78, 0.00,CI.u(95%).Total.SURVEY_LC1_3B37
  4.017668,  0.000000,267.567185,  0.000000,CI.u(95%).Total.SURVEY_LC1_3B41
 0.00000, 0.00000,92.95347, 0.00000,CI.u(95%).Total.SURVEY_LC1_3B43
  0.0000,  0.0000,115.3057,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B45
  0.0000,  0.0000,388.9147,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B51
  0.0000,  0.0000,150.0271,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B52
  0.00000,  0.00000,547.43833, 15.28332,CI.u(95%).Total.SURVEY_LC1_3B53
 0.00000, 0.00000,28.77675, 0.00000,CI.u(95%).Total.SURVEY_LC1_3B54
 215.14154,   0.00000,3664.59541,  54.64444,CI.u(95%).Total.SURVEY_LC1_3B55
24.63168, 0.00000,23.74583, 5.00183,CI.u(95%).Total.SURVEY_LC1_3B71
4.413947,0.000000,0.000000,0.000000,CI.u(95%).Total.SURVEY_LC1_3B73
 3.910738, 0.000000,28.299692, 0.000000,CI.u(95%).Total.SURVEY_LC1_3B75
  0.0000,  0.0000,115.3057,  0.0000,CI.u(95%).Total.SURVEY_LC1_3B83
0.00000,0.00000,3.98279,0.00000,CI.u(95%).Total.SURVEY_LC1_3B84
2554.96415,  15.72821,   0.00000,   0.00000,CI.u(95%).Total.SURVEY_LC1_3Bx1
12.58741, 0.00000, 0.00000, 0.00000,CI.u(95%).Total.SURVEY_LC1_3Bx2
23.5992, 0.0000, 0.0000, 0.0000,CI.u(95%).Total.SURVEY_LC1_3Bxx
 5400.90153,  100.92728,15492.88353,   81.40895,CI.u(95%).Total.SURVEY_LC1_3C10
 4828.38002,   13.93587,24545.41301,   70.57843,CI.u(95%).Total.SURVEY_LC1_3C21
21883.1768,  149.7966,48959.1550,  304.3684,CI.u(95%).Total.SURVEY_LC1_3C22
 6856.90869,   40.91122,15417.21795,   65.05270,CI.u(95%).Total.SURVEY_LC1_3C23
16450.328220,    9.309228,    0.000000,    0.000000,CI.u(95%).Total.SURVEY_LC1_3C2x
 3630.88758,   37.01341,26152.48379,   50.00168,CI.u(95%).Total.SURVEY_LC1_3C31
 8751.36480,   85.54349,30463.12607,  159.19837,CI.u(95%).Total.SURVEY_LC1_3C32
 5586.03708,   18.31911,21428.94769,   36.10770,CI.u(95%).Total.SURVEY_LC1_3C33
4154.90435,  14.42223,   0.00000,   0.00000,CI.u(95%).Total.SURVEY_LC1_3C3x
663.3081,  0.0000,  0.0000,  0.0000,CI.u(95%).Total.SURVEY_LC1_3Cxx
3941.466469,   4.663939,4240.355793,   4.645289,CI.u(95%).Total.SURVEY_LC1_3D10
715.8421,  0.0000,  0.0000,  0.0000,CI.u(95%).Total.SURVEY_LC1_3D1x
10866.906611,    3.600439, 1982.230034,    4.392565,CI.u(95%).Total.SURVEY_LC1_3D20
4.174207,0.000000,0.000000,0.000000,CI.u(95%).Total.SURVEY_LC1_3Dxx
1843.604851,  20.248307,2108.986189,   9.776937,CI.u(95%).Total.SURVEY_LC1_3E10
4312.71433,  25.92561,6863.24805,  86.79572,CI.u(95%).Total.SURVEY_LC1_3E20
2733.56390,   5.00183,4191.20917,   5.00183,CI.u(95%).Total.SURVEY_LC1_3E30
987.35538, 41.37131, 22.95092,  0.00000,CI.u(95%).Total.SURVEY_LC1_3F10
229.4728,  0.0000,124.9732,  0.0000,CI.u(95%).Total.SURVEY_LC1_3F20
1022.014418,   0.000000, 548.462177,   4.591064,CI.u(95%).Total.SURVEY_LC1_3F30
2880.46439,  20.31496,2881.77145,   0.00000,CI.u(95%).Total.SURVEY_LC1_3F40
25.84158, 0.00000, 0.00000, 0.00000,CI.u(95%).Total.SURVEY_LC1_3Fxx
