FI19.No,FI1B.No,FI1C.No,FI1D.No,FI20.No,FI19.Yes,FI1B.Yes,FI1C.Yes,FI1D.Yes,FI20.Yes,variable
No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,flag_two
4.596329,0.000000,0.000000,0.000000,0.000000,4.072978,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U316
39.653616,35.919600,39.819692, 8.125889, 0.000000, 0.000000, 0.000000, 0.000000,30.566038, 0.000000,Total.SURVEY_LU1_3U317
 42.257807, 15.863939, 29.301626,106.841000,  0.000000, 73.376865,  8.824311,112.764700,285.506614,  0.000000,Total.SURVEY_LU1_3U319
3.985451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U321
 5.114027, 5.037748,20.317628, 0.000000, 0.000000, 8.602978, 0.000000, 4.610322, 0.000000, 0.000000,Total.SURVEY_LU1_3U322
  4.072978, 13.241842,  3.729983,167.455078,  0.000000,  0.000000, 15.985092,  0.000000, 24.469067, 14.908585,Total.SURVEY_LU1_3U330
13.075677,21.712112,13.939757,26.378521, 0.000000, 0.000000, 0.000000,36.306579, 8.625396, 0.000000,Total.SURVEY_LU1_3U341
 48.501671, 31.221866, 50.433119,380.994052,  0.000000, 12.389461,  4.235135,  0.000000, 28.089569,  0.000000,Total.SURVEY_LU1_3U350
 5910.32383,  366.23668, 3296.26982,16697.40294,   33.28455,  237.54833,   12.78630,  203.33866,  835.79080,   23.46336,Total.SURVEY_LU1_3U361
 8.706401,23.949405,20.817672,77.010502, 0.000000,35.699583,41.048762,51.930125,15.444075, 0.000000,Total.SURVEY_LU1_3U362
465.37747,486.41491,618.25915,511.72028, 29.66776,824.67960,143.54740,375.62565,792.94114, 30.04484,Total.SURVEY_LU1_3U370
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1396,0.0000,Total.SURVEY_LU1_3U411
 0.000000, 0.000000, 0.000000, 3.881605, 0.000000, 4.072978, 0.000000, 4.271922,37.579998, 0.000000,Total.SURVEY_LU1_3U413
 4.420705, 0.000000, 0.000000, 3.445329, 0.000000,23.102654, 0.000000,21.473224,32.959355, 0.000000,Total.SURVEY_LU1_3U414
 59.767418, 60.117281,  4.175516,104.533246,  0.000000,108.556509,  3.884930, 34.738698,366.815891,  0.000000,Total.SURVEY_LU1_3U415
 1763.6392,  252.1729, 1395.9871,46232.7921,  183.7566, 1600.6406,  515.4764,  930.8233, 3014.1867,  123.8158,Total.SURVEY_LU1_3U420
 12362.5484,  3175.3985, 11717.4006,110287.2795,   617.8397, 49183.4777,  5107.4427, 21336.8669,111401.3954,   868.1487,Total.settlement0
1167.02461, 820.75642,1299.35246,2120.31319,  35.03945,2011.94924, 464.40247,1016.37999,3310.01194,  59.97223,Total.settlement1
