FR10.No,FRB0.No,FRC1.No,FRC2.No,FRD1.No,FRD2.No,FRE1.No,FRE2.No,FRF1.No,FRF2.No,FRF3.No,FRG0.No,FRH0.No,FRI1.No,FRI2.No,FRI3.No,FRJ1.No,FRJ2.No,FRK1.No,FRK2.No,FRL0.No,FRM0.No,FR10.Yes,FRB0.Yes,FRC1.Yes,FRC2.Yes,FRD1.Yes,FRD2.Yes,FRE1.Yes,FRE2.Yes,FRF1.Yes,FRF2.Yes,FRF3.Yes,FRG0.Yes,FRH0.Yes,FRI1.Yes,FRI2.Yes,FRI3.Yes,FRJ1.Yes,FRJ2.Yes,FRK1.Yes,FRK2.Yes,FRL0.Yes,FRM0.Yes,variable
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,flag_two
 0.000000,17.330695,13.143022, 8.098664, 4.167737, 0.000000, 8.073217, 0.000000, 0.000000, 8.048667,20.687797,18.497437, 0.000000,35.005254,40.110865, 0.000000,27.232189,46.029082, 5.084742,99.163753,52.828135, 8.047371, 0.000000, 4.187844, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.545638, 0.000000, 0.000000, 4.035456,16.622262, 0.000000, 3.994247,10.967003, 0.000000,24.864132, 4.029437, 0.000000, 0.000000, 4.071429, 8.096411,Total.SURVEY_LU1_3U210
10.569377, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.351873, 0.000000, 0.000000, 0.000000, 4.158413,77.990702, 0.000000, 0.000000, 5.523134, 0.000000, 0.000000,13.651208, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U221
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.980273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U222
 0.000000, 0.000000, 7.830719, 0.000000, 0.000000,28.964567,25.769465, 9.351873, 0.000000, 0.000000, 0.000000, 4.793933, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,35.835018,21.034848, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U223
 8.137085, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.021145, 0.000000, 0.000000,16.606324, 7.906081, 0.000000, 0.000000, 4.111354, 0.000000, 4.191681, 0.000000, 0.000000, 0.000000, 7.424370, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.973845, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.780135, 0.000000, 0.000000,Total.SURVEY_LU1_3U224
 8.149198,48.405227, 0.000000, 4.165600, 7.293540, 4.176612,14.640424, 9.351873, 0.000000,10.935818,16.606324, 0.000000, 0.000000, 4.130255, 0.000000, 0.000000, 3.917248, 0.000000, 0.000000,12.064029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.540690, 0.000000, 0.000000,Total.SURVEY_LU1_3U225
43.435157,23.118858, 0.000000, 0.000000, 0.000000, 8.217365, 5.564520,16.069426, 0.000000,10.908736, 0.000000, 0.000000, 7.268490, 9.293073, 0.000000, 0.000000, 0.000000, 0.000000, 6.631914, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.815189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U226
 0.000000,25.970372, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.022392, 7.268490, 7.769897, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.024565, 4.148095, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.158413, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.043937, 0.000000, 0.000000,Total.SURVEY_LU1_3U227
66.137753,60.712115,16.401048,39.052503, 4.031262,14.618143,23.372860,16.064049, 4.019874,10.935818, 8.094098,30.139993, 0.000000,52.381661, 4.161572,12.321938,28.776285, 0.000000,25.897905, 4.150000,40.389364, 0.000000, 7.815949, 4.027964,12.480958,17.080710, 4.157403, 0.000000,13.594679, 4.003583, 0.000000, 0.000000, 0.000000,13.798497,23.450939,21.402229, 0.000000, 0.000000, 0.000000,57.015761, 0.000000,39.926164, 0.000000, 0.000000,Total.SURVEY_LU1_3U311
860.11234,374.47769,245.43782,101.20106,249.21114,172.52042,222.58940,158.17229,161.12678,331.69881,346.17087,623.56938,489.52034,608.44290,139.47937,291.19619,512.31090,593.37895,160.74817,747.84477,631.48043,113.30468,131.32486,500.83044,263.39300,247.84868,263.91163, 91.87424,222.42963,203.10287,205.51926,307.48098,266.74935,706.58051,672.67886,488.17784,316.98814,693.37113,387.69892,647.26592,436.45723,596.29673,113.12085, 24.65185,Total.SURVEY_LU1_3U312
 26.451704, 74.028066, 59.795307, 12.317348,  8.046758, 44.759625,  8.132900, 12.095859, 52.330037, 33.056869, 12.103279, 49.500014, 20.166574, 86.189328, 12.220179, 24.172448, 94.365450, 59.593259, 19.610951,100.559547, 70.168307,  0.000000, 23.232877,  4.095202, 19.940204, 12.164386,  0.000000, 15.200018,  4.066450, 12.626734,  8.141333,  3.889221, 22.755689, 28.779112,  3.950281, 20.068833,  8.168578,  0.000000, 16.327910,  0.000000,  0.000000,  8.107370,  6.904248,  0.000000,Total.SURVEY_LU1_3U313
14.457616,17.540288, 3.988794, 4.165600,10.977483, 3.994565, 0.000000,12.429215,11.951218, 5.486247,22.417134,14.038226,11.013287,11.988837, 3.980273,22.160632,32.220810,30.618990,12.179817, 4.042696,45.193493, 6.172723, 0.000000, 0.000000, 4.024565, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.026272, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U314
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.005059,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U315
 0.000000, 4.171434, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,10.595036, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,10.655368, 0.000000, 4.111136, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.079183, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.934248, 0.000000, 0.000000,Total.SURVEY_LU1_3U316
 47.565206, 30.212575, 19.609285,  4.165600, 22.656379,  8.229543, 37.650603, 56.539446, 16.452973,  4.166026, 21.993134, 48.339167, 55.246164, 27.714631,  4.161572, 16.413827,  0.000000, 41.880416, 22.105329,161.569194, 71.818120,  8.297649,  0.000000,  0.000000,  0.000000,  6.971472,  0.000000, 15.232771,  4.046924,  0.000000,  0.000000,  4.155709,  0.000000, 37.718025, 34.754614, 80.003413,  3.952944, 66.057110, 30.656995, 36.807214, 16.189380,  0.000000,  4.213044,  0.000000,Total.SURVEY_LU1_3U317
0.000000,0.000000,0.000000,0.000000,4.150182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.111769,0.000000,0.000000,0.000000,4.185641,0.000000,0.000000,4.060337,9.220475,0.000000,0.000000,0.000000,4.060361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.986713,0.000000,0.000000,Total.SURVEY_LU1_3U318
 23.757770, 37.509549,  0.000000, 12.030000,  6.655765,  8.041407,  7.901083, 28.164557, 17.262766, 56.696286, 16.778295, 30.217734, 29.048692, 23.577572, 18.534122, 22.462597, 30.668688,  8.900166, 21.266685,187.450245, 31.106705,  0.000000, 36.294137,  7.971606, 44.852830, 22.470711, 36.810540, 49.363723, 18.723616, 48.372671, 27.499490, 66.489643, 69.957027, 21.212863, 47.152141,  4.000343, 39.540888, 14.480482,  8.182166, 78.746883, 15.881375, 59.610857,  7.576729,  0.000000,Total.SURVEY_LU1_3U319
12.230161,17.835954, 0.000000, 0.000000, 4.031599,14.942266,12.230571, 0.000000, 4.003528, 0.000000, 4.051825,32.147055,20.211850, 0.000000, 0.000000,18.177719,11.495070, 0.000000, 0.000000,16.196661,22.095639, 0.000000, 0.000000, 4.027964, 3.978512, 0.000000, 0.000000, 0.000000, 5.058655, 0.000000, 0.000000, 4.019796, 3.942517,28.146130, 0.000000, 8.150117, 0.000000, 0.000000, 0.000000, 4.059188, 0.000000, 4.477626, 0.000000, 0.000000,Total.SURVEY_LU1_3U321
13.838613, 0.000000, 0.000000, 8.771143, 8.325140, 8.199846, 8.365957, 9.351873, 4.003528,14.571759,11.984293, 3.982245, 0.000000, 0.000000, 3.993501, 8.161056, 0.000000, 3.912557, 4.199308, 3.997752,26.039578, 0.000000, 0.000000,49.875601, 0.000000, 0.000000, 0.000000, 4.060251, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.143123,10.984180, 4.026272,23.692084, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U322
51.612353, 0.000000, 4.170312, 0.000000, 0.000000, 0.000000,14.640424, 0.000000, 5.805170, 0.000000, 4.151581, 4.158413,23.345752, 0.000000, 0.000000, 0.000000,13.740381, 4.194775, 6.435807,26.328093, 9.073180, 4.014012, 3.989490, 3.981753, 0.000000, 4.148095,11.982765, 0.000000,17.796587,10.356996, 0.000000, 4.276087, 0.000000,13.480115,50.969899,74.090885,21.595212, 4.022908,25.301077, 0.000000, 0.000000,28.296888,14.145544, 3.968179,Total.SURVEY_LU1_3U330
 14.654576, 23.071284, 73.875709, 12.361050, 54.661400, 14.639455, 13.181533, 69.818562, 41.157181, 16.639758, 37.364229,162.594638, 38.902561,126.711022, 24.251498,  8.305114, 13.991791, 10.946670, 14.889589, 73.423606, 42.382263,  8.162836,  8.125717,  0.000000,  3.967504,  0.000000,  6.628358,  4.182701,  0.000000,  0.000000,  0.000000,  4.155709,  0.000000, 20.392237,  3.971607, 30.855408,  0.000000, 12.475921, 17.426615, 23.710034,  0.000000,  4.179784, 55.665295,  0.000000,Total.SURVEY_LU1_3U341
43.42910, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,30.70745, 9.82993,15.10184,53.97055, 0.00000, 0.00000,19.05468, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LU1_3U342
 82.166381,140.731640,153.474752, 30.840889,  8.023016, 97.994014,242.776178, 89.815432, 36.595633,281.155344,223.111834,104.343779, 83.990793,223.370039, 46.595493,130.619762, 53.680447,131.813054, 18.954842,218.992982,310.913115, 36.885875, 49.710473,  3.987845, 24.886519, 23.679434, 20.736369,  4.046842, 31.895209, 10.215810,  4.138918, 19.443191,151.202978, 28.234752,  7.149987, 38.271018, 14.671453,  0.000000, 18.393333, 24.591815, 62.422033,128.160046,  4.157733,  0.000000,Total.SURVEY_LU1_3U350
124.192496,204.123063, 41.157868, 55.029697, 75.709129, 98.144248, 45.459961, 94.670660, 46.041570,226.493985, 97.181842, 79.857601,199.388645,216.305380, 49.572115, 68.834225, 89.028760,111.059613, 35.371568,390.854925,225.892008, 22.029386, 13.155092, 78.778629, 78.086574,  8.146137, 21.339937, 12.101658,  7.973857, 11.954816, 12.656584, 19.887446, 18.939589,134.438896, 81.105086, 23.549930, 37.242614, 16.841804,  6.252399,  8.160105, 71.607224, 13.630597, 70.605002,  0.000000,Total.SURVEY_LU1_3U361
 75.219220, 86.267491, 12.033738, 16.425642, 40.311959, 21.500175, 74.128617, 58.677833,  8.002097, 43.428603, 29.940503, 49.093291, 50.087150, 84.784767, 22.454618, 76.821406, 60.991903, 33.443618, 14.424633,133.979191, 89.012422,  0.000000, 13.545599, 18.650061,  5.449932,  0.000000, 24.061824,  3.973212,  4.006767,  8.061700, 22.656462,  4.172117, 21.448814, 48.912143, 36.608263, 19.722150,  4.093200, 19.825980, 33.981673,  0.000000, 27.960726, 13.160652, 11.648394,  0.000000,Total.SURVEY_LU1_3U362
1186.62399,1292.56107, 630.57544, 375.77745, 571.35902, 817.59706, 851.28136, 572.37071, 460.88731, 351.62276, 403.98557,1187.73797, 996.24386,1466.94087, 298.01712, 679.22534, 883.65071,1199.13495, 527.77098,1613.42820,1590.62550, 158.49625, 205.83909, 351.93131, 224.23885, 174.65965, 310.39165, 162.44299, 228.06914,  98.26914, 172.61654, 170.91578, 208.04016, 863.99559, 758.02698, 865.01859, 247.76836, 382.71869, 144.78486, 625.37199, 408.95601, 520.52184, 276.19709,  42.28816,Total.SURVEY_LU1_3U370
 3.955042, 4.053564, 3.900494, 0.000000, 0.000000,10.441531, 4.182978, 0.000000, 0.000000, 0.000000, 4.015998, 4.158413, 0.000000, 0.000000, 0.000000, 0.000000, 4.040664, 5.073985, 0.000000, 8.041689, 4.090881, 0.000000, 0.000000, 3.981753, 4.064767, 0.000000, 0.000000, 0.000000, 0.000000, 3.947849, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.134683, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U411
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.138918, 0.000000, 0.000000,14.265105, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U412
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.046924, 0.000000, 0.000000, 7.940359, 0.000000, 0.000000, 0.000000, 0.000000, 3.886016, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.734918, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.155263, 0.000000, 3.942517, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,47.022565, 0.000000, 0.000000,Total.SURVEY_LU1_3U413
 0.000000, 3.943979, 0.000000,12.067237, 0.000000, 0.000000, 4.182978, 0.000000, 0.000000, 0.000000, 4.015998, 0.000000, 4.017736, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.705536, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.317489, 0.000000,22.037031, 0.000000, 4.383134, 0.000000,35.105411, 4.081178, 3.657083, 0.000000, 0.000000,Total.SURVEY_LU1_3U414
  4.000980, 28.208439, 11.924527,  4.029850,  0.000000, 12.661309,  5.667615,  3.975167,  0.000000,  4.155709,  4.015998,  8.045898, 26.812972,  7.920879, 21.709743, 27.697755, 40.085951, 25.257865,  9.163545, 10.741942,  7.345743,  4.042665,  3.927748, 16.070583,  3.884140,  0.000000, 22.566917, 16.485778,  4.029256,  4.027207,  4.089736,  9.610406, 20.617198, 19.708012, 22.094908, 86.371354,148.214757, 12.010412, 72.398201,119.396368, 24.278585, 76.121072, 16.015651,  8.117004,Total.SURVEY_LU1_3U415
 243.18419, 935.34085, 352.19072, 210.89247, 261.34517,  92.34252, 159.67940, 265.48854,  58.40024, 240.33515, 441.13035, 745.36120, 745.30196,1564.46636, 437.94330, 400.04171,4811.66955,3491.53320, 737.49220,6682.55829,9752.22888,4536.55382, 114.74137, 360.98816, 521.61886, 194.31533, 223.39869, 126.85164,  90.29980, 151.75211,  62.29451, 106.39798, 237.67074, 476.48228, 418.06059, 695.21771, 488.97207, 486.83007,1361.64565, 630.86119, 344.55140,1242.94969, 792.54896, 124.31723,Total.SURVEY_LU1_3U420
 4980.4460,16167.8540,13572.8400, 5926.2445, 5957.8036, 3109.2176, 3483.2058, 7686.0666, 2745.8223,11394.0293, 6621.6090,10662.7378, 8950.5740,22731.9496, 7035.5706,10016.2663,17172.2686,22047.2410,11146.8934,23955.8679,22640.7864, 7677.5356, 4043.4946,19838.4310,16240.5824, 9229.9358, 9954.1061, 7611.8973, 6618.3788,10084.0009, 4328.2869,12396.7102,14992.0114,17314.9146,14683.1685,14450.1593, 8684.2829,13289.8546, 7908.9315,19832.8221,13053.7700,16077.5712, 5579.5113,  606.0947,Total.settlement0
2580.19136,2400.26039,1229.61476, 634.36801,1117.80705,1263.07198,1706.16973,1288.43788, 801.69186,1230.54463,1268.40162,2384.61530,2055.35925,2876.20994, 638.19247,1412.65013,1806.98020,2183.38450, 893.84781,3438.52231,3092.18833, 355.20225, 465.86805,1122.45459, 710.96290, 517.45170, 728.28327, 370.81311, 636.24565, 446.49462, 453.19891, 698.71587, 786.97788,2013.73229,1781.89821,1745.68118, 697.95412,1248.22899, 754.81962,1539.55235,1077.48885,1490.03854, 526.51400,  87.16744,Total.settlement1
 5081.3964,13000.9561, 8139.2236, 2333.0278, 5665.2474, 3454.0961, 4179.5640, 5860.7492, 1777.6404, 7138.7467, 5205.5215,10032.7878, 7769.5463,10408.7007, 3862.4014, 8841.9475, 7962.5921,11835.3857, 6873.7379,14444.8525,12231.2016, 3715.1036, 3891.4003,16076.1599,12928.6090, 6318.7350, 9542.4120, 6396.2514, 6762.6858, 9810.8215, 3426.8240,11240.2463, 8699.5444,17292.1646,14486.7648,11679.2555, 6545.0369,12368.7235, 6304.5835,18108.8691,11360.0817,11975.5851, 3284.5551,  317.1454,Total.fao_class_name0
 2180.0270, 5321.9758, 6572.3650, 4160.8855, 1258.2233,  750.2788,  838.3106, 2966.0937, 1727.0927, 5235.1539, 2470.6887, 2705.5747, 3003.0514,14530.4367, 3724.7188, 2456.7683,10212.6880,11926.5470, 5039.9140,12309.1869,11893.4392, 3751.3331,  588.4980, 4770.7696, 3932.8145, 3297.0330,  900.1624, 1510.7702,  417.4103,  668.0971, 1299.4584, 1818.8745, 6924.3862, 1802.5073, 1850.7267, 3944.5690, 2654.4191, 2049.3731, 1638.0569, 2593.3528, 2589.4192, 5151.6045, 2073.4261,  277.6824,Total.fao_class_name1
  13.158664,  97.573372,  15.934569,  21.342839,  43.255542,  16.840677,   7.866399,  27.634753,   8.934155,  49.670249, 189.092225,  12.055761,  42.933169, 328.566534,  38.832322,  12.337875, 577.656436, 162.392109,  51.261530, 426.505821,1070.456544, 483.180544,  11.837832,  15.093817,  40.026653,  63.546048,   0.000000,  12.101633,   4.046924,   8.155388,   0.000000,  14.422710,  17.979934,  32.698558,  18.625786, 173.328227,  46.645858,  12.153677, 296.898587, 104.114924,  55.396816,  76.681612, 121.867205,  17.421198,Total.fao_class_name2
286.05527,147.60904, 74.93151, 45.35638,108.88435,151.07398,163.63460,120.02689, 33.84694,201.00305, 24.70825,296.93483,190.40247,340.45559, 47.81054,117.86274,226.31236,306.30064, 75.82772,213.84510,537.87736, 83.12059, 17.62653, 98.86230, 50.09514, 68.07339,239.81503, 63.58726, 70.48141, 43.42151, 55.20338, 21.88260,137.07883,201.27642,108.94942,398.68780,136.13511,107.83322,424.21211,566.03766,126.36114,363.73852,626.17689, 81.01314,Total.fao_class_name3
 6034.352,16821.360,13891.337, 6070.178, 6325.546, 3322.415, 3962.548, 8058.444, 2945.000,11690.132, 7044.456,11463.726, 9637.320,23470.993, 7232.872,10465.111,17877.905,22744.228,11429.330,24963.711,23474.149, 7807.164, 4218.987,20507.538,16614.916, 9540.902,10299.231, 7795.963, 6982.679,10401.994, 4569.417,12876.852,15379.358,18232.673,15578.205,15218.423, 9078.461,14106.221, 8442.912,20690.541,13560.313,16887.957, 5687.752,  650.974,Total.lue0
1526.28576,1746.75455, 911.11751, 490.43472, 750.06453,1049.87495,1226.82765, 916.06065, 602.51372, 934.44229, 845.55453,1583.62728,1368.61301,2137.16675, 440.89084, 963.80584,1101.34361,1486.39790, 611.41161,2430.67890,2258.82531, 225.57435, 290.37597, 453.34784, 336.62938, 206.48522, 383.15814, 186.74740, 271.94497, 128.50147, 212.06850, 218.57424, 399.63154,1095.97362, 886.86192, 977.41710, 303.77563, 431.86240, 220.83888, 681.83394, 570.94600, 679.65292, 418.27352,  42.28816,Total.lue1
 6353.9731,17797.7202,14403.3482, 6342.3590, 6700.9786, 4051.4661, 4784.1708, 8596.0484, 3227.8054,12098.7558, 7353.3406,12098.0382,10236.2778,24639.2616, 7416.4906,10895.9614,18113.4759,23367.4773,11727.6158,25945.7696,24540.8830, 7892.9014, 4298.5796,20377.8532,16594.7903, 9428.5255,10365.5270, 7806.9794, 6968.9079,10240.4870, 4536.3519,12689.0354,15407.4152,18422.5512,15627.9668,15480.8557, 8969.0857,13728.4067, 8170.7200,20535.4450,13662.7308,16786.4461, 5951.8471,  656.5457,Total.lud0
1206.66428, 770.39415, 399.10651, 218.25357, 374.63208, 320.82345, 405.20477, 378.45605, 319.70881, 525.81816, 536.67012, 949.31484, 769.65551, 968.89793, 257.27244, 532.95503, 865.77291, 863.14816, 313.12541,1448.62066,1192.09172, 139.83644, 210.78303, 583.03243, 356.75500, 318.86200, 316.86234, 175.73100, 285.71655, 290.00849, 245.13393, 406.39062, 371.57414, 906.09566, 837.09986, 714.98480, 413.15132, 809.67684, 493.03120, 836.92946, 468.52799, 781.16362, 154.17822,  36.71644,Total.lud1
133.67882,893.93654,745.47241, 78.83822,244.56966,223.11171,198.86179,141.60701,433.08570,225.86684,647.05133,386.25854,349.38078,400.83245,187.03038,461.87877,241.22923,377.71471,143.12686,438.02652,300.28817, 62.35381,133.99846,897.90710,739.47521, 78.63670,241.52826,222.17236,197.93580,142.04128,433.74732,225.68648,648.11105,381.09691,347.05436,397.81872,187.24779,467.71461,239.65047,377.36678,142.89449,435.88440,299.25796, 62.09261,SE.Total.area
113.37075, 95.55104, 44.12107, 30.71329, 43.62302, 44.03346,100.77928, 42.12228, 63.14711, 71.00798, 33.05472, 66.26553,120.05019,127.69865, 29.32940, 87.11441,113.31654, 81.94230, 51.26263,182.48926, 73.07943, 17.90150,112.20134, 59.18249, 67.65204, 34.58952, 74.44132, 28.62619, 95.58985, 50.56232, 61.23108, 69.42124, 48.07172, 72.25538,117.46745,122.59697, 37.30052, 95.23037, 97.45923, 89.39997, 48.27786,149.06703, 41.86823,  0.00000,SE.Total.SURVEY_LC1_1A
  6.137570,241.475431,209.940556, 21.282628,116.059959, 83.278971, 89.818554,111.185773, 25.965680,148.182969,109.841810,158.909479,122.045511,186.706143,  1.765068,146.501203,110.160201,203.699168, 47.608283, 71.250606,100.885081,  8.558645, 28.236195,287.449965,279.661262, 39.562602,155.198020,122.565875,101.787215,131.926051, 38.131691,202.535873,202.192379,213.911494,180.429045,248.088318, 16.513035,187.338207,153.259143,307.825951, 88.900374,118.360099,106.450294, 10.342271,SE.Total.SURVEY_LC1_1B
 91.52239,844.07685,675.78617, 55.94951,174.01284,197.46717,135.88101, 56.19125,429.80956, 95.75758,588.93309,326.46859,274.67054,292.02731,183.76125,382.35374,191.15123,223.01650, 47.01740,405.39107,330.97670, 91.11587, 61.23376,846.45275,657.61666, 58.23205,169.72318,210.61446,125.07879, 31.76578,428.69356, 88.94866,590.31438,318.57663,269.02740,255.67046,195.85117,400.19572,163.81727,217.10350, 29.19543,385.70523,274.95942, 56.37451,SE.Total.SURVEY_LC1_1C
  7.004096, 19.091008,218.757040,  2.176884, 21.774342,  6.241007, 74.098114, 20.266367, 11.066445,  0.000000,  7.239450, 19.761064, 17.522059, 98.300190, 11.409780, 46.847709, 81.496560, 60.248528,  6.980279,139.023565, 92.116356, 78.338824,  3.682325,  9.009681, 22.598263, 12.537262, 11.186042, 27.563694,  3.805955,  3.584735,  0.000000,  1.222880,153.212834, 16.372071, 10.268945,103.210357, 17.927413, 19.146860, 54.330000, 44.839820, 41.030941, 27.945988, 46.646380, 12.892680,SE.Total.SURVEY_LC1_1D
 70.78353,165.29625,341.73504, 50.48283,119.59557, 75.96952,112.35268, 68.99081, 26.27955, 65.54231,240.00304,144.98560,145.84358,243.88285, 35.17777,282.47251,119.26752,222.39298,124.54878,165.91739,128.55343, 49.73693, 43.73044,152.84755,276.13002, 68.03754,149.84538,119.26441,100.21559, 55.03740, 38.73242, 87.87697,219.10737,177.77081,178.13169,245.98839,116.99986,184.93618,127.92330,271.41236,139.70935,174.93767, 69.98545, 22.08810,SE.Total.SURVEY_LC1_1E
 14.298949,177.899553,168.757700, 10.663903, 68.619174, 52.770605, 30.966655, 71.210994, 13.568870,158.640075, 70.701848, 82.257316, 88.033551,135.902742,  6.291131,108.342602, 51.091470,165.089860, 58.105686, 98.833175,164.597599, 42.117357, 12.380739, 63.008511,182.724093, 27.421394, 35.171977, 67.401697, 11.761217, 36.357450,  0.000000, 78.969568, 18.544770, 30.403573, 42.707585, 44.249824,  0.000000, 61.722076,  0.000000, 65.541718, 35.606323, 37.200361, 11.762306,  3.696157,SE.Total.SURVEY_LC1_1F
