HU1.No,HU2.No,HU3.No,HU1.Yes,HU2.Yes,HU3.Yes,variable
No,No,No,Yes,Yes,Yes,flag_two
  0.00000,  0.00000,  0.00000, 91.53871,836.69681,288.67554,Total.SURVEY_LC1_3B32
  0.0000,  0.0000,  0.0000,  0.0000,199.8240,192.5445,Total.SURVEY_LC1_3B33
0.000000,0.000000,0.000000,0.000000,0.000000,8.995613,Total.SURVEY_LC1_3B36
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,17.06497,Total.SURVEY_LC1_3B42
  0.000000,  0.000000,  0.000000,  0.000000,  5.364563,131.121940,Total.SURVEY_LC1_3B43
 0.00000, 0.00000, 0.00000, 0.00000,16.45652,23.71098,Total.SURVEY_LC1_3B44
0.000000,0.000000,0.000000,0.000000,4.187336,3.909073,Total.SURVEY_LC1_3B51
  0.00000,  0.00000,  0.00000, 29.68359,411.99046,604.16517,Total.SURVEY_LC1_3B52
0.000000,0.000000,0.000000,0.000000,0.000000,5.976176,Total.SURVEY_LC1_3B53
0.000000,0.000000,0.000000,0.000000,4.789838,6.451549,Total.SURVEY_LC1_3B54
  0.00000,  0.00000,  0.00000, 13.36444,141.36411,  8.95551,Total.SURVEY_LC1_3B55
  0.00000,  0.00000,  0.00000, 18.24337, 94.13905,153.77767,Total.SURVEY_LC1_3B71
 0.00000, 0.00000, 0.00000, 0.00000,38.20894, 8.40396,Total.SURVEY_LC1_3B72
 0.00000, 0.00000, 0.00000,21.44762,53.63956,95.14732,Total.SURVEY_LC1_3B73
 0.00000, 0.00000, 0.00000,13.81721,69.04927,88.98262,Total.SURVEY_LC1_3B74
  0.00000,  0.00000,  0.00000, 39.77898,103.61864,151.88802,Total.SURVEY_LC1_3B75
  0.00000,  0.00000,  0.00000, 30.41979,290.01704,286.14907,Total.SURVEY_LC1_3B82
 0.000000, 0.000000, 0.000000, 3.710834,19.759660,15.578208,Total.SURVEY_LC1_3B83
 0.000000, 0.000000, 0.000000, 0.000000, 3.864249,12.202477,Total.SURVEY_LC1_3B84
 458.3833,3306.5192,6694.9524,   0.0000,   0.0000,   0.0000,Total.SURVEY_LC1_3Bx1
 28.71835,115.74840,369.08323,  0.00000,  0.00000,  0.00000,Total.SURVEY_LC1_3Bx2
  0.000000,  3.952836,340.706641,  0.000000,  0.000000,  0.000000,Total.SURVEY_LC1_3Bxx
    0.000,    0.000,    0.000, 2173.767,10078.538,10636.765,Total.SURVEY_LC1_3C10
 0.00000, 0.00000, 0.00000,16.10862,60.07036,39.46046,Total.SURVEY_LC1_3C21
  0.0000,  0.0000,  0.0000,136.4574,406.6960,387.7957,Total.SURVEY_LC1_3C22
 0.000000, 0.000000, 0.000000, 3.669811,20.175916, 0.000000,Total.SURVEY_LC1_3C23
0.000000,3.088408,4.241827,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3C2x
 0.00000, 0.00000, 0.00000, 0.00000,11.03934, 0.00000,Total.SURVEY_LC1_3C31
  0.00000,  0.00000,  0.00000, 71.64561,645.91832,103.19966,Total.SURVEY_LC1_3C32
  0.000000,  0.000000,  0.000000,  7.582294,509.536567, 50.562433,Total.SURVEY_LC1_3C33
  0.00000,  0.00000,  0.00000, 73.10884,302.20093,520.12226,Total.SURVEY_LC1_3D10
  0.00000,  0.00000,  0.00000, 55.43054,184.53586,428.28957,Total.SURVEY_LC1_3D20
0.000000,0.000000,3.861248,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3Dxx
  0.0000,  0.0000,  0.0000,112.9287,557.4469,886.7283,Total.SURVEY_LC1_3E10
   0.0000,   0.0000,   0.0000, 803.2577,3261.5761,7824.1267,Total.SURVEY_LC1_3E20
   0.0000,   0.0000,   0.0000, 324.4499,1005.4363,1363.7390,Total.SURVEY_LC1_3E30
0.000000,0.000000,0.000000,3.896254,3.913089,8.646157,Total.SURVEY_LC1_3F20
   0.0000,   0.0000,   0.0000, 140.2994,1982.6305,1951.7550,Total.SURVEY_LC1_3F40
  0.00000,  0.00000,  0.00000, 49.13173,897.44441,377.15187,Total.SURVEY_LC1_3G11
0.000000,0.000000,0.000000,0.000000,0.000000,3.934766,Total.SURVEY_LC1_3G12
  0.0000,  0.0000,  0.0000,112.7533,159.8836,213.5912,Total.SURVEY_LC1_3G21
  0.00000,  0.00000,  0.00000, 57.21595,395.08112,591.61483,Total.SURVEY_LC1_3H11
  467.1504, 3359.4172, 7266.2497, 2512.8330,16023.8991,24739.7275,Total.SURVEY_LU1_3U111
  0.00000,  0.00000,  0.00000, 49.22484,395.76787,479.27846,Total.SURVEY_LU1_3U112
 16.03878, 66.80328,134.06469, 46.84875,266.52503,168.77831,Total.SURVEY_LU1_3U113
    0.000000,    3.088408,    4.241827, 1926.422273,10410.303541, 9520.083960,Total.SURVEY_LU1_3U120
  0.000000,  0.000000,  0.000000,  8.120131,166.114481,233.029274,Total.SURVEY_LU1_3U130
 0.00000, 0.00000, 0.00000,36.90799,24.44752,52.88254,Total.SURVEY_LU1_3U140
0.000000,0.000000,0.000000,0.000000,8.380451,7.039583,Total.SURVEY_LU1_3U150
 0.00000, 0.00000, 0.00000, 0.00000,29.84596,36.20117,Total.SURVEY_LU1_3U210
 0.000000, 0.000000, 0.000000,12.590952, 8.254739, 8.030620,Total.SURVEY_LU1_3U221
 0.00000, 0.00000, 0.00000, 0.00000,20.46171, 0.00000,Total.SURVEY_LU1_3U222
 0.000000, 0.000000, 0.000000, 3.990744,11.894956, 0.000000,Total.SURVEY_LU1_3U223
 0.00000, 0.00000, 0.00000, 4.68261, 0.00000,12.80640,Total.SURVEY_LU1_3U224
 0.000000, 0.000000, 0.000000, 3.990744, 8.760468,12.416471,Total.SURVEY_LU1_3U225
 0.00000, 0.00000, 0.00000,28.31811,26.66345,12.09148,Total.SURVEY_LU1_3U226
0.000000,0.000000,0.000000,4.249436,3.948752,4.012540,Total.SURVEY_LU1_3U227
 0.00000, 0.00000, 0.00000,21.86164,74.71608,71.89817,Total.SURVEY_LU1_3U311
  0.0000,  0.0000,  0.0000,267.2928,786.4535,912.9233,Total.SURVEY_LU1_3U312
  0.00000,  0.00000,  0.00000,100.20398, 72.18985,103.12974,Total.SURVEY_LU1_3U313
 0.00000, 0.00000, 0.00000,17.10941,12.64350,12.14374,Total.SURVEY_LU1_3U314
0.000000,0.000000,0.000000,0.000000,0.000000,4.191966,Total.SURVEY_LU1_3U315
 0.00000, 0.00000, 0.00000,15.78247,35.70956,82.10358,Total.SURVEY_LU1_3U317
  0.00000,  0.00000,  0.00000,  0.00000, 30.62884,106.00695,Total.SURVEY_LU1_3U318
 0.000000, 0.000000, 0.000000, 8.180647,21.155141,27.773901,Total.SURVEY_LU1_3U319
  0.00000,  0.00000,  0.00000, 33.64262, 43.41761,102.10935,Total.SURVEY_LU1_3U321
 0.000000, 0.000000, 0.000000, 4.016893,33.011427,42.855282,Total.SURVEY_LU1_3U322
 0.00000, 0.00000, 0.00000,18.22114,36.98727,38.14450,Total.SURVEY_LU1_3U330
 0.00000, 0.00000, 0.00000,44.83137,20.58060,31.94525,Total.SURVEY_LU1_3U341
0.000000,0.000000,0.000000,3.990744,0.000000,0.000000,Total.SURVEY_LU1_3U342
  0.0000,  0.0000,  0.0000,100.9535,141.8752,101.1223,Total.SURVEY_LU1_3U350
  0.00000,  0.00000,  0.00000, 71.45312,813.10555,276.28151,Total.SURVEY_LU1_3U361
 0.00000, 0.00000, 0.00000,19.61693,56.01818,71.07942,Total.SURVEY_LU1_3U362
   0.0000,   0.0000,   0.0000, 575.3544,1205.2956,1600.5868,Total.SURVEY_LU1_3U370
 0.00000, 0.00000, 0.00000,19.03202,44.02046,12.27379,Total.SURVEY_LU1_3U411
0.000000,0.000000,0.000000,4.445951,0.000000,0.000000,Total.SURVEY_LU1_3U412
 0.00000, 0.00000, 0.00000, 0.00000,15.88890, 8.63258,Total.SURVEY_LU1_3U413
 0.00000, 0.00000, 0.00000,45.86371,46.32130,80.75107,Total.SURVEY_LU1_3U414
  3.912483,  0.000000,  4.427882, 35.773054,267.252045,462.571012,Total.SURVEY_LU1_3U415
   0.000000,   0.000000,   3.861248, 383.092400,2019.152433,2637.252109,Total.SURVEY_LU1_3U420
  487.1016, 3429.3089, 7412.8454, 5220.7364,30439.9018,38606.1838,Total.settlement0
   0.000,   0.000,   0.000,1208.162,2741.789,3465.971,Total.settlement1
  487.1016, 3426.2205, 7408.6035, 4179.7722,21329.2809,30739.7372,Total.fao_class_name0
    0.000000,    3.088408,    4.241827, 2004.696044,11138.144115, 9870.006711,Total.fao_class_name1
  0.0000,  0.0000,  0.0000,102.5649,340.6293,571.3058,Total.fao_class_name2
  0.0000,  0.0000,  0.0000,141.8653,373.6368,891.1050,Total.fao_class_name3
  487.1016, 3429.3089, 7412.8454, 5612.6983,30944.8160,39991.1393,Total.lue0
   0.0000,   0.0000,   0.0000, 816.2001,2236.8751,2081.0153,Total.lue1
  487.1016, 3429.3089, 7412.8454, 5847.8562,31900.5008,40430.4330,Total.lud0
   0.0000,   0.0000,   0.0000, 581.0422,1281.1904,1641.7217,Total.lud1
155.3884,432.4353,623.1659,154.5952,439.8177,648.7839,SE.Total.area
 0.00000, 0.00000, 0.00000,22.58889,56.88746,45.76711,SE.Total.SURVEY_LC1_1A
155.3884,432.4353,623.1646,194.5443,548.0086,697.0015,SE.Total.SURVEY_LC1_1B
  0.000000,  0.000000,  1.272775, 36.738213,182.667894,333.545957,SE.Total.SURVEY_LC1_1C
 0.00000, 0.00000, 0.00000,28.98908,27.19792,91.22805,SE.Total.SURVEY_LC1_1D
  0.0000,  0.0000,  0.0000,138.8913,235.4603,401.1440,SE.Total.SURVEY_LC1_1E
  0.00000,  0.00000,  0.00000, 81.16046,394.06119,372.80659,SE.Total.SURVEY_LC1_1F
 0.000000, 0.000000, 0.000000, 0.000000,21.883992, 9.758849,SE.Total.SURVEY_LC1_1G
 0.00000, 0.00000, 0.00000,11.03183,24.98620,40.95072,SE.Total.SURVEY_LC1_1H
155.3884,432.4353,623.1659,164.9947,478.4562,712.6337,SE.Total.SURVEY_LU1_1U1
 0.00000, 0.00000, 0.00000,17.66601,18.88928,10.96387,SE.Total.SURVEY_LU1_1U2
  0.00000,  0.00000,  0.00000, 47.95174, 81.76732,292.44480,SE.Total.SURVEY_LU1_1U3
  0.00000,  0.00000,  0.00000, 49.93137,184.49497,179.61707,SE.Total.SURVEY_LU1_1U4
 0.00000, 0.00000, 0.00000,31.31758,43.57576,58.55884,SE.Total.SURVEY_LC1_2A1
 0.00000, 0.00000, 0.00000,32.49628,60.69922,58.37809,SE.Total.SURVEY_LC1_2A2
 0.000000, 0.000000, 0.000000, 2.619369, 9.860885,11.672583,SE.Total.SURVEY_LC1_2A3
  0.0000,  0.0000,  0.0000,199.5152,606.3948,703.2682,SE.Total.SURVEY_LC1_2B1
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,100.9269,SE.Total.SURVEY_LC1_2B2
  0.0000,  0.0000,  0.0000,187.6759,463.5541,490.2816,SE.Total.SURVEY_LC1_2B3
  0.000000,  0.000000,  0.000000,  0.000000,  3.181043,101.972631,SE.Total.SURVEY_LC1_2B4
  0.000000,  0.000000,  0.000000,  3.039434,229.548718,190.036014,SE.Total.SURVEY_LC1_2B5
 0.000000, 0.000000, 0.000000, 4.889098,25.748957,44.621686,SE.Total.SURVEY_LC1_2B7
 0.0000, 0.0000, 0.0000, 0.0000,18.5784,42.1304,SE.Total.SURVEY_LC1_2B8
155.3884,432.4353,623.1646,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_2Bx
  0.0000,  0.0000,  0.0000,103.2027,459.3718,336.8339,SE.Total.SURVEY_LC1_2C1
  0.000000,  0.000000,  1.272775, 84.244768,236.797359, 46.883335,SE.Total.SURVEY_LC1_2C2
  0.00000,  0.00000,  0.00000, 38.25827,374.85216, 33.12182,SE.Total.SURVEY_LC1_2C3
 0.00000, 0.00000, 0.00000,28.84662,19.55438,77.75484,SE.Total.SURVEY_LC1_2D1
 0.000000, 0.000000, 0.000000, 2.870389,19.079406,47.717106,SE.Total.SURVEY_LC1_2D2
0,0,0,0,0,0,SE.Total.SURVEY_LC1_2Dx
 0.00000, 0.00000, 0.00000,14.72969,52.88036,80.16779,SE.Total.SURVEY_LC1_2E1
  0.00000,  0.00000,  0.00000, 89.08521,159.94253,351.81509,SE.Total.SURVEY_LC1_2E2
  0.0000,  0.0000,  0.0000,114.3438,185.5555,217.8440,SE.Total.SURVEY_LC1_2E3
0,0,0,0,0,0,SE.Total.SURVEY_LC1_2F2
  0.00000,  0.00000,  0.00000, 81.16046,394.06119,372.80659,SE.Total.SURVEY_LC1_2F4
0.000000,0.000000,0.000000,8.226804,6.906796,8.324173,SE.Total.SURVEY_LC1_2G1
 0.000000, 0.000000, 0.000000, 8.226804,22.947362, 9.754156,SE.Total.SURVEY_LC1_2G2
 0.00000, 0.00000, 0.00000,11.03183,24.98620,40.95072,SE.Total.SURVEY_LC1_2H1
155.3884,432.4353,623.1646,156.9779,439.5684,673.4146,SE.Total.SURVEY_LU1_2U11
  0.000000,  0.000000,  1.272775, 54.457938,197.523199,391.011839,SE.Total.SURVEY_LU1_2U12
 0.000000, 0.000000, 0.000000, 0.000000, 3.906374,13.904668,SE.Total.SURVEY_LU1_2U13
0.000000,0.000000,0.000000,8.226804,0.000000,0.000000,SE.Total.SURVEY_LU1_2U14
0,0,0,0,0,0,SE.Total.SURVEY_LU1_2U15
 0.000000, 0.000000, 0.000000, 0.000000, 9.969593,10.963872,SE.Total.SURVEY_LU1_2U21
 0.00000, 0.00000, 0.00000,17.66601,16.04407, 0.00000,SE.Total.SURVEY_LU1_2U22
 0.00000, 0.00000, 0.00000,34.64469,56.41985,62.58697,SE.Total.SURVEY_LU1_2U31
 0.00000, 0.00000, 0.00000,11.40419,23.69166,32.08853,SE.Total.SURVEY_LU1_2U32
 0.000000, 0.000000, 0.000000, 3.000786, 5.204441,20.013633,SE.Total.SURVEY_LU1_2U33
 0.000000, 0.000000, 0.000000,18.615285, 5.683722, 0.000000,SE.Total.SURVEY_LU1_2U34
 0.00000, 0.00000, 0.00000,31.32682, 7.70980,25.26358,SE.Total.SURVEY_LU1_2U35
 0.00000, 0.00000, 0.00000,13.37063,36.80311,45.14682,SE.Total.SURVEY_LU1_2U36
  0.00000,  0.00000,  0.00000, 36.51981, 70.47662,293.93271,SE.Total.SURVEY_LU1_2U37
  0.00000,  0.00000,  0.00000, 16.73618, 51.86990,101.74289,SE.Total.SURVEY_LU1_2U41
  0.00000,  0.00000,  0.00000, 47.84799,177.27654,152.00507,SE.Total.SURVEY_LU1_2U42
 0.00000, 0.00000, 0.00000,31.31758,42.93336,56.08032,SE.Total.SURVEY_LC1_3A11
 0.00000, 0.00000, 0.00000, 0.00000,15.33336,23.51612,SE.Total.SURVEY_LC1_3A12
0.000000,0.000000,0.000000,0.000000,0.000000,3.777451,SE.Total.SURVEY_LC1_3A13
 0.00000, 0.00000, 0.00000,27.95398,42.87978,39.43332,SE.Total.SURVEY_LC1_3A21
 0.00000, 0.00000, 0.00000,21.60777,48.85088,55.75240,SE.Total.SURVEY_LC1_3A22
 0.000000, 0.000000, 0.000000, 2.619369, 9.860885,11.672583,SE.Total.SURVEY_LC1_3A30
  0.0000,  0.0000,  0.0000,138.2042,487.4796,514.4014,SE.Total.SURVEY_LC1_3B11
 0.00000, 0.00000, 0.00000, 0.00000,52.36229,62.41856,SE.Total.SURVEY_LC1_3B12
  0.00000,  0.00000,  0.00000, 81.88094,312.87594,268.51761,SE.Total.SURVEY_LC1_3B13
 0.000000, 0.000000, 0.000000, 0.000000, 2.347384,89.880477,SE.Total.SURVEY_LC1_3B14
  0.0000,  0.0000,  0.0000,  0.0000,140.8714,100.1231,SE.Total.SURVEY_LC1_3B15
  0.0000,  0.0000,  0.0000,166.0955,509.3703,588.9369,SE.Total.SURVEY_LC1_3B16
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B17
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,100.1231,SE.Total.SURVEY_LC1_3B18
  0.000000,  0.000000,  0.000000,  0.000000,130.288350,  3.622249,SE.Total.SURVEY_LC1_3B19
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,100.9269,SE.Total.SURVEY_LC1_3B21
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B22
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B23
  0.0000,  0.0000,  0.0000,179.0220,365.4636,456.6384,SE.Total.SURVEY_LC1_3B31
  0.00000,  0.00000,  0.00000, 81.85393,283.91373,173.85396,SE.Total.SURVEY_LC1_3B32
  0.0000,  0.0000,  0.0000,  0.0000,140.4327,106.9135,SE.Total.SURVEY_LC1_3B33
0.0000,0.0000,0.0000,0.0000,0.0000,6.7317,SE.Total.SURVEY_LC1_3B36
0.000000,0.000000,0.000000,0.000000,0.000000,8.985974,SE.Total.SURVEY_LC1_3B42
  0.000000,  0.000000,  0.000000,  0.000000,  2.751963,101.258127,SE.Total.SURVEY_LC1_3B43
0.000000,0.000000,0.000000,0.000000,1.595537,8.028784,SE.Total.SURVEY_LC1_3B44
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B51
  0.000000,  0.000000,  0.000000,  2.094281,189.595533,189.962513,SE.Total.SURVEY_LC1_3B52
0.000000,0.000000,0.000000,0.000000,0.000000,3.450347,SE.Total.SURVEY_LC1_3B53
0.000000,0.000000,0.000000,0.000000,1.768765,3.832791,SE.Total.SURVEY_LC1_3B54
  0.000000,  0.000000,  0.000000,  2.384185,129.397525,  1.162932,SE.Total.SURVEY_LC1_3B55
 0.000000, 0.000000, 0.000000, 2.754751,15.678072,34.138280,SE.Total.SURVEY_LC1_3B71
0.000000,0.000000,0.000000,0.000000,8.455511,0.000000,SE.Total.SURVEY_LC1_3B72
 0.000000, 0.000000, 0.000000, 1.930816,14.362753,19.049076,SE.Total.SURVEY_LC1_3B73
 0.000000, 0.000000, 0.000000, 2.366369, 5.992788,24.497402,SE.Total.SURVEY_LC1_3B74
 0.000000, 0.000000, 0.000000, 3.847174,11.606877,24.103684,SE.Total.SURVEY_LC1_3B75
 0.00000, 0.00000, 0.00000, 0.00000,18.46673,40.35255,SE.Total.SURVEY_LC1_3B82
0.000000,0.000000,0.000000,0.000000,2.882637,8.235016,SE.Total.SURVEY_LC1_3B83
0.000000,0.000000,0.000000,0.000000,0.000000,9.897516,SE.Total.SURVEY_LC1_3B84
155.3630,432.2083,611.0724,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_3Bx1
 3.183966,14.933135,49.579704, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3Bx2
  0.0000,  0.0000,165.7695,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_3Bxx
  0.0000,  0.0000,  0.0000,103.2027,459.3718,336.8339,SE.Total.SURVEY_LC1_3C10
 0.00000, 0.00000, 0.00000,13.40318,26.87583,14.23281,SE.Total.SURVEY_LC1_3C21
  0.00000,  0.00000,  0.00000, 83.17172,235.24249, 45.44045,SE.Total.SURVEY_LC1_3C22
0.000000,0.000000,0.000000,0.000000,3.596145,0.000000,SE.Total.SURVEY_LC1_3C23
0.000000,0.000000,1.272775,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3C2x
0.000000,0.000000,0.000000,0.000000,8.697218,0.000000,SE.Total.SURVEY_LC1_3C31
  0.00000,  0.00000,  0.00000, 38.25827,289.64914, 26.26918,SE.Total.SURVEY_LC1_3C32
  0.00000,  0.00000,  0.00000,  0.00000,266.66037, 20.17387,SE.Total.SURVEY_LC1_3C33
 0.00000, 0.00000, 0.00000,28.84662,19.55438,77.75484,SE.Total.SURVEY_LC1_3D10
 0.000000, 0.000000, 0.000000, 2.870389,19.079406,47.717106,SE.Total.SURVEY_LC1_3D20
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3Dxx
 0.00000, 0.00000, 0.00000,14.72969,52.88036,80.16779,SE.Total.SURVEY_LC1_3E10
