SE11.No,SE12.No,SE21.No,SE22.No,SE23.No,SE31.No,SE32.No,SE33.No,SE11.Yes,SE12.Yes,SE21.Yes,SE22.Yes,SE23.Yes,SE31.Yes,SE32.Yes,SE33.Yes,variable
No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,flag_two
   21.241897,   87.793769,   79.091892,    0.000000,    8.218338,  496.848089,  869.156794, 4781.263371,  736.488666, 3591.555942, 3346.926143,  790.469835, 2745.304026, 9009.804878,20021.286229,63143.017139,Total.SURVEY_LU1_1U4
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,183.61070,274.62540,209.05475,312.84062,212.21338,262.22036, 44.63317,108.06736,Total.SURVEY_LC1_2A1
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 374.1782, 694.4610, 759.7151, 427.9346,1097.4415,1007.5718, 641.9695, 849.6359,Total.SURVEY_LC1_2A2
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 25.81616,117.53952, 86.51998, 41.01404, 83.70575,108.12910,106.58472,245.50413,Total.SURVEY_LC1_2A3
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 250.73871,2300.67094, 866.40212,2155.27507,2078.58226, 335.45949,  87.13519, 130.71925,Total.SURVEY_LC1_2B1
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 17.153554, 24.331654,393.705835, 52.508968, 10.430959,  8.498063,  8.351976,Total.SURVEY_LC1_2B2
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 19.054963,287.972849,126.500935,417.053587,213.706145, 22.031344,  0.000000,  3.848526,Total.SURVEY_LC1_2B3
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,176.747074, 37.182502,122.170289,161.036662,  4.733516,  3.912299,  0.000000,Total.SURVEY_LC1_2B4
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,122.2580,759.7882,738.5342,524.2655,981.1034,360.2834,203.8827,230.0490,Total.SURVEY_LC1_2B5
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.473951, 8.288207, 8.019906,34.370499,36.766841, 8.199002, 0.000000, 0.000000,Total.SURVEY_LC1_2B7
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.320602,22.128150, 4.143863,16.439388, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_2B8
 43.91984,755.76132,285.61147, 98.38527,579.91450,275.54564,152.83619, 45.08036,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,Total.SURVEY_LC1_2Bx
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 736.6146,3455.5545,3078.7284,2329.6895,2942.6244,1702.1294,2664.9836,8106.6324,Total.SURVEY_LC1_2C1
   60.562436,  694.653636,  388.217497,    3.865959,   26.666312, 3914.442377, 3521.769431, 4949.799475, 1915.621838,14061.467715,12938.829306, 2258.180978, 8537.791484,30874.447414,25723.520764,47185.519944,Total.SURVEY_LC1_2C2
  107.86172,  817.55174,  759.30837,   20.82596,  120.82367, 2523.43114, 2764.39693, 8518.01470, 1331.44393, 6450.38620, 6789.86492, 1524.41177, 5840.88074,11801.97363,16069.71787,28571.58998,Total.SURVEY_LC1_2C3
  4.199141,  0.000000,  0.000000, 27.664231,  0.000000,  0.000000, 90.463108,151.777495,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,Total.SURVEY_LC1_2Cx
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  55.07455, 578.34543, 436.07264, 160.54682, 240.15567,1341.70041,1911.24512,3273.96734,Total.SURVEY_LC1_2D1
    0.000000,    0.000000,    4.132987,    0.000000,    0.000000,    0.000000,    0.000000,    5.754071,   40.047326,  330.169749,  453.785311,   82.082425,  365.655017, 1965.473419, 6608.485830,17103.091563,Total.SURVEY_LC1_2D2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,49.252781, 5.353917, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_2Dx
   0.000000,  11.400908,   0.000000,   0.000000,   4.140385,   0.000000,   0.000000,   0.000000, 179.590357, 754.725389,1009.697408, 271.608972,1237.878910, 359.419398, 273.507537, 337.580727,Total.SURVEY_LC1_2E1
   0.000000,   4.149324,   8.242466,   0.000000,   4.140385,   0.000000,   0.000000,   0.000000, 675.933943,3198.182704,2616.830690,1904.878502,3010.618421,2114.776837,1029.262551,1739.764905,Total.SURVEY_LC1_2E2
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 126.1607,1010.0283, 560.4160, 464.5703, 372.3405, 828.7924, 808.3318, 823.0526,Total.SURVEY_LC1_2E3
 0.00000,12.03221, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_2Ex
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  55.00817,  21.75650,  20.36549,  23.86269, 169.39309,  74.15558, 781.77971,5860.90417,Total.SURVEY_LC1_2F1
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 12.712733, 18.432298, 12.558279, 23.974513,  8.390614, 45.062468, 28.226817,106.704186,Total.SURVEY_LC1_2F2
   0.000000,   4.149324,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  36.210730, 125.444598,  55.317816,  20.069154,  33.334945, 321.148562,1639.415579,7196.787891,Total.SURVEY_LC1_2F3
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 73.11469,775.50822,245.52194,119.29665,185.57806,658.15826,204.88708,319.93973,Total.SURVEY_LC1_2F4
    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  591.2121, 4518.6878, 2565.9157,  415.1100, 5167.0034, 7611.5736, 5428.3713,10547.1768,Total.SURVEY_LC1_2G1
   0.000000,   0.000000,   0.000000,   0.000000,   4.067057,   0.000000,   0.000000,   0.000000,   3.999902,  78.339615,  62.259170,  21.867663,  87.950213, 201.658464, 419.785966,1329.941974,Total.SURVEY_LC1_2G2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.396725, 4.095740, 4.090344,12.343077, 8.298416, 4.046193, 0.000000, 3.981450,Total.SURVEY_LC1_2G4
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 50.93224,569.97403,Total.SURVEY_LC1_2G5
    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,   90.66405,  813.80185,  718.73844,  108.63570,  596.21097, 2903.00579, 5387.23946,15754.43412,Total.SURVEY_LC1_2H1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.199141,0.000000,0.000000,4.060433,4.077953,0.000000,3.972573,0.000000,Total.SURVEY_LC1_2H2
  43.91984, 775.46087, 293.85393,  98.38527, 588.12194, 275.54564, 152.83619,  45.08036,1020.84544,7073.63738,4748.17763,5756.46560,6610.69179,2612.86715, 934.74896,1189.31812,Total.SURVEY_LU1_2U11
  138.48717, 1412.41254, 1057.18463,   52.35615,  139.33408, 5904.35977, 5480.13473, 7999.96751, 3339.05828,23791.07709,22454.78862, 5732.36297,16361.30071,43845.02538,42697.43877,69665.01672,Total.SURVEY_LU1_2U12
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,248.87359,596.37712,  0.00000,  0.00000, 53.80559, 24.20980,  0.00000,113.36160,Total.SURVEY_LU1_2U13
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 21.18789, 54.57027, 34.96723, 30.53411, 29.38349, 27.80674, 55.27140,109.14622,Total.SURVEY_LU1_2U14
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,56.71321,11.51368,Total.SURVEY_LU1_2U15
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  23.104577,   6.358931,   3.942009,  15.858637,  37.826501, 444.027320,1059.430772,Total.SURVEY_LU1_2U21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,20.277387, 8.242165,94.333523,52.301950,16.033217,19.775390,27.731643,Total.SURVEY_LU1_2U22
   0.00000,  12.03221,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 406.89175,1916.35507,1399.40205, 405.73728,4061.31383,3717.81452,1196.40588,1747.87947,Total.SURVEY_LU1_2U31
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.349683,37.296097, 4.132987,18.562004, 4.200755, 0.000000, 4.075103, 3.943626,Total.SURVEY_LU1_2U32
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.287747,34.307267,29.130822,10.290933,24.541047, 4.280899, 0.000000, 0.000000,Total.SURVEY_LU1_2U33
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,54.24953,47.67844,20.33882,44.45200,55.75332,60.14557,26.42898,22.06099,Total.SURVEY_LU1_2U34
   8.69509,  11.99906,  15.38233,   0.00000,   0.00000,  36.66565,   0.00000, 668.21361,  44.67811, 208.88795, 102.70452,  58.12443, 406.20100,  98.24953,  23.46055,5596.74460,Total.SURVEY_LU1_2U35
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  76.59073, 181.25516, 415.63273,2425.28594,1451.18767, 640.05070,2792.46346,4810.26988,4283.66075,7158.73202,Total.SURVEY_LU1_2U36
   4.199141,   0.000000,   0.000000,   0.000000,   4.077953,   0.000000,   0.000000,   0.000000, 628.913454,1033.891031, 823.039282, 604.933204, 512.128080, 662.246791, 366.989021, 559.323383,Total.SURVEY_LU1_2U37
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.310499,16.775648,12.101096, 9.807251,20.222626,18.492820,16.308946,91.831951,Total.SURVEY_LU1_2U41
   21.241897,   87.793769,   79.091892,    0.000000,    8.218338,  496.848089,  869.156794, 4781.263371,  732.178167, 3574.780294, 3334.825046,  780.662584, 2725.081399, 8991.312058,20004.977283,63051.185188,Total.SURVEY_LU1_2U42
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,126.30448,274.62540,205.01332,292.62579,204.35954,250.19544, 44.63317, 99.72163,Total.SURVEY_LC1_3A11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,57.306225, 0.000000, 4.041429, 8.214115, 7.853835,12.024913, 0.000000, 8.345727,Total.SURVEY_LC1_3A12
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,12.00071, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3A13
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,193.38349,146.83797,158.50403,198.38987,404.20450,158.36573, 87.60446,140.04396,Total.SURVEY_LC1_3A21
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,180.7947,547.6231,601.2111,229.5447,693.2370,849.2061,554.3651,709.5919,Total.SURVEY_LC1_3A22
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 25.81616,117.53952, 86.51998, 41.01404, 83.70575,108.12910,106.58472,245.50413,Total.SURVEY_LC1_3A30
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000, 160.871077,1533.673000, 388.278512, 936.317390, 863.934425, 137.143136,  15.961893,   7.810417,Total.SURVEY_LC1_3B11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.508493, 0.000000,77.494391,16.105773, 0.000000,12.004774, 0.000000,Total.SURVEY_LC1_3B12
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 53.83415,329.40880,155.87761,785.05482,650.35005, 86.45203, 35.69715, 93.04678,Total.SURVEY_LC1_3B13
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  8.605467,147.384549, 33.399090, 62.858768, 20.069499, 11.452801,  0.000000,  0.000000,Total.SURVEY_LC1_3B14
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 27.42801,242.50146,145.82258,172.65939,397.63130,100.41152, 19.63201, 29.86205,Total.SURVEY_LC1_3B15
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  4.076046,112.306623,100.990202, 49.797227,  0.000000,  3.839372,  0.000000,Total.SURVEY_LC1_3B16
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,35.11859,30.71770,19.90011,80.69399, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3B18
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 17.153554, 10.173475,118.034755, 32.325242, 10.430959,  8.498063,  8.351976,Total.SURVEY_LC1_3B21
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,242.44976, 20.18373,  0.00000,  0.00000,  0.00000,Total.SURVEY_LC1_3B22
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,14.15818,33.22132, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3B23
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 19.054963,249.703843,126.500935,405.336606,213.706145, 22.031344,  0.000000,  3.848526,Total.SURVEY_LC1_3B32
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,38.26901, 0.00000,11.71698, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3B35
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,176.747074, 16.779469, 83.079301,156.958709,  4.733516,  3.912299,  0.000000,Total.SURVEY_LC1_3B41
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,10.201516,23.433961, 4.077953, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3B43
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.940046,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3B44
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,10.20152,11.71698, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3B45
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 19.337363,177.502345, 27.510915, 27.492130, 86.486969, 16.742202, 20.038259,  3.921301,Total.SURVEY_LC1_3B51
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,21.11545,14.53409, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3B52
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 15.05957, 61.50665, 21.52124, 77.39260,171.15887,136.93354, 79.56316, 76.49039,Total.SURVEY_LC1_3B53
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,25.685069, 0.000000,11.901836, 8.918383, 0.000000, 0.000000, 3.848526,Total.SURVEY_LC1_3B54
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 87.86111,473.97867,674.96796,407.47890,714.53918,206.60761,104.28132,145.78883,Total.SURVEY_LC1_3B55
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.473951, 4.138435, 8.019906,30.236936,36.766841, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3B71
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.149773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3B73
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.133563,0.000000,8.199002,0.000000,0.000000,Total.SURVEY_LC1_3B75
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.320602,22.128150, 4.143863,16.439388, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3B84
 43.91984,751.79942,285.61147, 98.38527,579.91450,270.36714,152.83619, 45.08036,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,Total.SURVEY_LC1_3Bx1
0.000000,0.000000,0.000000,0.000000,0.000000,5.178507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3Bx2
0.000000,3.961899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3Bxx
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 736.6146,3455.5545,3078.7284,2329.6895,2942.6244,1702.1294,2664.9836,8106.6324,Total.SURVEY_LC1_3C10
    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  562.6267, 5506.7675, 6110.4219, 1737.5119, 4739.6035, 9430.1209,10497.9744,12430.0046,Total.SURVEY_LC1_3C21
    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000, 1096.0804, 6805.7814, 5738.6444,  389.0131, 2754.6099,17928.2298,14471.4228,31506.6564,Total.SURVEY_LC1_3C22
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 256.9148,1748.9188,1089.7630, 131.6559,1043.5781,3516.0967, 754.1236,3248.8590,Total.SURVEY_LC1_3C23
  60.562436, 694.653636, 388.217497,   3.865959,  26.666312,3914.442377,3521.769431,4949.799475,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,Total.SURVEY_LC1_3C2x
    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  672.1239, 3665.7109, 4331.7969,  984.0656, 3704.4583, 5632.9769, 8258.0868,11296.1676,Total.SURVEY_LC1_3C31
    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  451.8460, 1720.6384, 1634.3330,  244.4224, 1394.9414, 3791.2664, 5554.3671,12570.4507,Total.SURVEY_LC1_3C32
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 207.4740,1064.0368, 823.7350, 295.9238, 741.4811,2377.7303,2257.2640,4704.9717,Total.SURVEY_LC1_3C33
 107.86172, 817.55174, 759.30837,  20.82596, 120.82367,2523.43114,2764.39693,8518.01470,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,Total.SURVEY_LC1_3C3x
  4.199141,  0.000000,  0.000000, 27.664231,  0.000000,  0.000000, 90.463108,151.777495,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,Total.SURVEY_LC1_3Cxx
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  55.07455, 578.34543, 436.07264, 160.54682, 240.15567,1341.70041,1911.24512,3273.96734,Total.SURVEY_LC1_3D10
    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,   40.04733,  330.16975,  453.78531,   82.08242,  365.65502, 1965.47342, 6608.48583,17103.09156,Total.SURVEY_LC1_3D20
0.000000,0.000000,4.132987,0.000000,0.000000,0.000000,0.000000,5.754071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3D2x
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,49.252781, 5.353917, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3Dxx
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 179.5904, 754.7254,1009.6974, 271.6090,1237.8789, 359.4194, 273.5075, 337.5807,Total.SURVEY_LC1_3E10
 0.000000,11.400908, 0.000000, 0.000000, 4.140385, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3E1x
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 675.9339,3198.1827,2616.8307,1904.8785,3010.6184,2114.7768,1029.2626,1739.7649,Total.SURVEY_LC1_3E20
0.000000,4.149324,8.242466,0.000000,4.140385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3E2x
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 126.1607,1010.0283, 560.4160, 464.5703, 372.3405, 828.7924, 808.3318, 823.0526,Total.SURVEY_LC1_3E30
 0.00000,12.03221, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3Exx
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  55.00817,  21.75650,  20.36549,  23.86269, 169.39309,  74.15558, 781.77971,5860.90417,Total.SURVEY_LC1_3F10
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 12.712733, 18.432298, 12.558279, 23.974513,  8.390614, 45.062468, 28.226817,106.704186,Total.SURVEY_LC1_3F20
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  36.21073, 125.44460,  55.31782,  20.06915,  33.33494, 321.14856,1639.41558,7196.78789,Total.SURVEY_LC1_3F30
0.000000,4.149324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3F3x
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 73.11469,775.50822,245.52194,119.29665,185.57806,658.15826,204.88708,319.93973,Total.SURVEY_LC1_3F40
    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  587.0799, 4518.6878, 2565.9157,  415.1100, 5167.0034, 7611.5736, 5428.3713,10547.1768,Total.SURVEY_LC1_3G11
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.132242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3G12
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   3.999902,  78.339615,  62.259170,  21.867663,  87.950213, 201.658464, 419.785966,1329.941974,Total.SURVEY_LC1_3G21
0.000000,0.000000,0.000000,0.000000,4.067057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3G2x
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.396725, 4.095740, 4.090344,12.343077, 8.298416, 4.046193, 0.000000, 3.981450,Total.SURVEY_LC1_3G40
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 50.93224,569.97403,Total.SURVEY_LC1_3G50
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  86.55194, 519.86371, 245.03856,  88.37700, 189.47918, 485.05222, 771.40624,2461.78589,Total.SURVEY_LC1_3H11
    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    4.112106,  293.938143,  473.699889,   20.258696,  406.731797, 2417.953570, 4615.833220,13292.648239,Total.SURVEY_LC1_3H12
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.199141,0.000000,0.000000,4.060433,4.077953,0.000000,3.972573,0.000000,Total.SURVEY_LC1_3H21
  43.91984, 775.46087, 293.85393,  94.32484, 588.12194, 275.54564, 152.83619,  45.08036, 972.02662,6905.19093,4718.29061,5650.18555,6528.61920,2578.82887, 914.74502,1159.22056,Total.SURVEY_LU1_3U111
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 36.45698,164.37040, 26.01098,100.14488, 45.30574, 25.83927, 20.00393, 25.70747,Total.SURVEY_LU1_3U112
 0.000000, 0.000000, 0.000000, 4.060433, 0.000000, 0.000000, 0.000000, 0.000000,12.361845, 4.076046, 3.876043, 6.135172,36.766841, 8.199002, 0.000000, 4.390085,Total.SURVEY_LU1_3U113
  138.48717, 1412.41254, 1057.18463,   52.35615,  139.33408, 5904.35977, 5480.13473, 7999.96751, 3339.05828,23791.07709,22454.78862, 5732.36297,16361.30071,43845.02538,42697.43877,69665.01672,Total.SURVEY_LU1_3U120
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,248.87359,596.37712,  0.00000,  0.00000, 53.80559, 24.20980,  0.00000,113.36160,Total.SURVEY_LU1_3U130
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 21.18789, 54.57027, 34.96723, 30.53411, 29.38349, 27.80674, 55.27140,109.14622,Total.SURVEY_LU1_3U140
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,56.71321,11.51368,Total.SURVEY_LU1_3U150
