PL21.No,PL22.No,PL41.No,PL42.No,PL43.No,PL51.No,PL52.No,PL61.No,PL62.No,PL63.No,PL71.No,PL72.No,PL81.No,PL82.No,PL84.No,PL91.No,PL92.No,PL21.Yes,PL22.Yes,PL41.Yes,PL42.Yes,PL43.Yes,PL51.Yes,PL52.Yes,PL61.Yes,PL62.Yes,PL63.Yes,PL71.Yes,PL72.Yes,PL81.Yes,PL82.Yes,PL84.Yes,PL91.Yes,PL92.Yes,variable
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,flag_two
  0.000000,  0.000000,  4.086093,  0.000000,  0.000000,  0.000000,  0.000000,  4.479180,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,103.621248,200.206652,366.486063,684.392638,157.865701,195.006919,140.789723,226.260752,849.135576,528.370730, 91.968291, 26.121859, 90.469479, 73.946541,189.043761, 97.709328, 88.669159,Total.SURVEY_LU1_3U361
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 16.358511,102.106237, 23.570981, 27.134374, 28.520768, 34.014016,  9.733433,  0.000000, 34.905558,  4.074461,  6.681746,  4.531677,  3.960046, 19.923695,  4.207588, 29.401819, 17.971401,Total.SURVEY_LU1_3U362
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   3.964426,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,1083.913243, 946.649593,1102.779964, 333.651905, 284.844185, 516.028885, 264.946828, 484.332082, 445.336099, 514.541938, 831.652429, 473.286684, 963.231265, 835.865785, 399.392134, 689.818826,1056.108721,Total.SURVEY_LU1_3U370
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.998857,68.186855, 0.000000, 4.050353, 0.000000, 3.715325, 0.000000, 4.033953, 0.000000,23.953022, 3.998153, 4.632985, 0.000000, 3.857985, 0.000000,17.354797, 0.000000,Total.SURVEY_LU1_3U411
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.174247,0.000000,0.000000,0.000000,8.163936,8.799502,0.000000,0.000000,3.880959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U413
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.504274,12.606059,12.076042, 0.000000, 4.083793,16.338156, 0.000000, 4.079081,34.662380, 4.542768,42.813254,25.568074,35.200405,21.332474, 0.000000,16.519182,41.526231,Total.SURVEY_LU1_3U414
12.535713, 4.503741, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.789548, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,25.759902, 8.576006,21.785443,13.158219,17.023531,20.382403, 5.462115,13.294649,12.213499,28.214385,19.041448,13.675465, 0.000000,27.220611,27.980463, 0.000000,21.128796,Total.SURVEY_LU1_3U415
   0.000000,   0.000000,   4.086093,   9.027057,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,1220.793644,1105.419680, 992.063888,1786.909808, 716.312373,1348.206744, 199.878224,1083.406793,1855.740204, 989.781857,1242.582317, 769.246012,1145.169549,1938.640507,1481.603382, 935.853335,1484.906317,Total.SURVEY_LU1_3U420
  309.1806,  597.9273, 6189.3674, 3679.2548, 1650.4019, 3821.0841, 2183.4165, 4883.1098, 3943.6350, 2168.7846,  682.7601,  230.8961, 2582.5806,  618.9549, 1041.0696,  225.8103, 2903.5535,12932.6446, 9667.8231,21156.4834,17262.9478,11384.4017,14566.6300, 6632.7943,11759.4152,18925.5821,14771.2396,15852.3139,10562.5639,20969.7993,15364.9103,18302.3617, 4634.2562,24429.7718,Total.settlement0
   0.000000,   0.000000,   0.000000,  22.432993,   0.000000,   3.964426,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,1941.174816,2067.249655,2480.149166,1478.364397, 953.196396,1555.321509, 595.789219,1329.474969,1141.782992,1229.975821,1683.925948, 915.540011,1570.620084,1862.134802, 843.568708,1243.933567,2121.674769,Total.settlement1
  309.1806,  589.9285, 6096.7711, 3606.4832, 1616.9212, 3733.0633, 2183.4165, 4879.0639, 3914.1004, 2160.6596,  682.7601,  230.8961, 2582.5806,  605.7695, 1041.0696,  225.8103, 2890.9332, 8453.8459, 6478.1381,15134.7378, 9092.3082, 5137.0952, 9246.7359, 4276.3540, 7985.2110,11275.1769, 8578.3503,11875.9213, 6653.8181,14701.5779, 8733.6641,12156.4502, 3442.0802,17344.4917,Total.fao_class_name0
   0.000000,   7.998766,  92.596294,  95.204626,  33.480740,  91.985225,   0.000000,   4.045859,  29.534572,   8.125020,   0.000000,   0.000000,   0.000000,  13.185361,   0.000000,   0.000000,  12.620303,6193.420519,4972.043334,8292.477052,9528.122849,7154.165401,6720.779788,2908.176980,5040.254260,8710.078485,7314.310403,5068.793831,4409.358957,7170.435203,8362.646772,6943.420874,2227.261049,8314.537242,Total.fao_class_name1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 36.48238,159.25047, 85.04892, 73.64212, 33.20928, 89.15149, 16.11238, 30.93022, 51.73551, 63.44468, 56.45625, 79.81325, 28.21150, 29.47410, 19.42612, 39.90978,119.40160,Total.fao_class_name2
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,190.07055,125.64077,124.36883, 47.23898, 13.12821, 65.28430, 27.94008, 32.49478, 30.37415, 45.11001,535.06845,335.11352,640.19478,101.26019, 26.63314,168.93869,773.01602,Total.fao_class_name3
  309.1806,  597.9273, 6185.2813, 3679.2548, 1650.4019, 3821.0841, 2183.4165, 4878.6306, 3943.6350, 2168.7846,  682.7601,  230.8961, 2582.5806,  618.9549, 1041.0696,  225.8103, 2903.5535,13566.4053,10234.0699,21834.1029,17096.5176,11791.5118,15150.8154, 6801.2425,12103.7585,18641.5231,14862.6231,16532.2041,10902.3938,21429.3955,16218.5117,18523.1792, 4996.1040,25267.6644,Total.lue0
   0.000000,   0.000000,   4.086093,  22.432993,   0.000000,   3.964426,   0.000000,   4.479180,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,1307.414088,1501.002785,1802.529639,1644.794562, 546.086348, 971.136108, 427.341031, 985.131706,1425.841924,1138.592289,1004.035756, 575.710087,1111.023872,1008.533442, 622.751117, 882.085714,1283.782125,Total.lue1
  309.1806,  597.9273, 6189.3674, 3701.6878, 1650.4019, 3825.0485, 2183.4165, 4883.1098, 3943.6350, 2168.7846,  682.7601,  230.8961, 2582.5806,  618.9549, 1041.0696,  225.8103, 2903.5535,14089.3842,10957.7402,22598.6975,18241.5874,11782.2288,15294.1318, 6899.5699,12415.6351,19556.6725,15330.7311,16773.3482,11103.5123,21943.1350,16257.1562,18775.9004, 5378.1369,25609.7401,Total.lud0
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 784.4352, 777.3325,1037.9350, 499.7247, 555.3693, 827.8197, 329.0136, 673.2551, 510.6925, 670.4843, 762.8916, 374.5916, 597.2844, 969.8890, 370.0299, 500.0528, 941.7064,Total.lud1
 28.46180, 47.17384,160.44759,104.41671, 42.00819,108.44360, 46.62782,100.29533,107.11138,104.40604, 57.76331, 32.24317,141.58828, 38.17292, 84.25463, 13.53003,100.47334,157.16904, 99.55614,161.50192,166.29029, 86.15472,112.62174, 69.19784,120.53323,185.08668,159.38623, 91.30202,104.54977,212.80914,193.24026,157.47804, 45.10419,132.91001,SE.Total.area
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 41.016120, 79.858469, 74.244935, 17.229830,192.550406, 25.295029,  9.442991, 30.706260, 30.375283, 62.213191, 46.845672, 24.490446, 56.494220,409.879434, 27.190371, 43.342113, 98.459281,SE.Total.SURVEY_LC1_1A
 28.46180, 47.17384,159.61981,103.02624, 41.99260,102.04949, 46.62782,100.29533,103.60416,104.40604, 57.76331, 32.24317,141.58828, 38.14250, 84.25463, 13.53003, 99.91033, 78.26543, 59.85825,160.72387, 97.48933, 39.49852,102.45024, 47.26015,100.99848, 92.35241, 98.93202, 94.67219, 59.92579,196.07145, 60.77802,122.35773, 18.41519,114.55031,SE.Total.SURVEY_LC1_1B
  0.000000,  0.000000, 16.337814, 21.026139,  3.908136, 36.696898,  0.000000,  0.000000, 27.185001,  0.000000,  0.000000,  0.000000,  0.000000,  1.531962,  0.000000,  0.000000, 10.621568,167.702134,110.240417, 66.076266,144.503176,379.481487, 64.513404,124.766299, 86.136362,187.394022,359.420758, 95.986067,308.193167,209.767601,510.403127,398.513267, 67.161217,257.433696,SE.Total.SURVEY_LC1_1C
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,22.967035,10.543431, 7.151035,35.205691, 5.280531, 0.000000, 5.045856, 0.000000,69.990861,66.517759,37.686006, 8.677420,30.703719, 3.308558,26.110125,23.221905,26.333120,SE.Total.SURVEY_LC1_1D
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 68.20983,109.07401,113.72095, 78.07730,281.52673, 66.46029,116.85343, 74.61344,110.38024,321.07188, 95.45964, 54.09725,163.43584, 57.17398,402.62196, 58.52214,264.76451,SE.Total.SURVEY_LC1_1E
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 38.79616, 26.27913, 74.82860, 57.70110,212.64259, 58.62292, 20.64800, 40.75502, 42.83599, 72.75337, 36.75473,274.11338,125.78371, 31.24855, 33.32839, 13.55293, 79.38238,SE.Total.SURVEY_LC1_1F
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.6594702, 7.9490689,10.5313858, 1.1433391, 0.0000000, 0.3299410, 0.5165560,33.3550074,50.5409851, 0.5101553, 4.2676759, 3.2497612,14.1515720, 0.0000000, 0.5263690, 7.0903104,11.1791026,SE.Total.SURVEY_LC1_1G
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.6923708,14.3153523, 1.2784620,15.4685546, 0.7711888, 0.0000000, 0.0000000, 4.9370208,72.4784784, 2.0451178,21.9402371, 7.9939931, 8.7441299, 1.3268642,25.6177866, 0.0000000,11.1524362,SE.Total.SURVEY_LC1_1H
 26.53475, 47.17384,160.44759,103.04740, 42.00819,108.44360, 46.62782,100.29533,107.11138,104.40604, 57.76331, 32.24317,141.58828, 38.17292, 84.25463, 13.53003,100.47334,175.27832,137.20055,175.51697,346.15207,215.77781,133.40999, 74.53095,279.09387,217.66917,186.16257,214.78629,117.38581,261.84133,670.59304,405.95311,150.82968,199.26228,SE.Total.SURVEY_LU1_1U1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,10.760573,17.648043,11.266035, 0.000000, 3.782887, 3.577611, 3.120276, 0.000000, 0.000000, 0.000000, 3.278844,14.987649, 1.086288,23.502981, 7.773118, 9.324837, 6.040107,SE.Total.SURVEY_LU1_1U2
  0.00000,  0.00000,  0.00000, 16.83304,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 53.07260, 60.96488, 93.76943,362.42909,193.99813, 57.06897, 31.88083,184.19509,119.07987, 84.23465,164.51873, 48.73527,116.53082,410.60268, 71.25629, 32.95044,120.31737,SE.Total.SURVEY_LU1_1U3
 10.294703,  0.000000,  0.000000,  6.344985,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 67.276761, 81.157258, 44.499546, 69.869098, 26.362996, 59.130963, 17.004711,215.711675,147.195410, 91.656115,102.204820, 36.079577,124.479706,510.757570,384.994799,160.432769,106.308975,SE.Total.SURVEY_LU1_1U4
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,38.93977,81.73025,67.24294,27.41555,16.20983,48.26954,20.08109,37.96549,29.44564,46.85756,44.51325,24.74239,53.74258,39.32282,26.51265,45.65287,61.85036,SE.Total.SURVEY_LC1_2A1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 46.67391, 99.61389, 90.08925, 32.41470,192.81239, 53.84311, 20.58640, 40.68643, 36.50384, 64.80988, 56.66599, 26.13336, 57.98531,411.56326, 32.52547, 47.68747, 85.31136,SE.Total.SURVEY_LC1_2A2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.098110,16.653213,21.569209, 0.000000, 6.330920,14.643390, 0.000000, 2.430182, 0.000000, 2.080549, 5.506245, 6.825710,14.342668, 5.855477, 7.773118, 3.405759,54.395468,SE.Total.SURVEY_LC1_2A3
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 57.83469, 62.77446,156.51046, 85.51377, 35.34133, 93.65223, 43.70023, 95.33493, 82.70141, 93.89628,104.85280, 66.83663,171.71216, 59.10622,124.50514, 16.98764, 76.91936,SE.Total.SURVEY_LC1_2B1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,23.627881,16.676766,60.490398,30.937484, 9.320651,24.109637, 9.725074,35.229428,16.626033,28.685933,46.913840,30.018884,46.902287,20.407815,12.266915, 8.106373,13.426710,SE.Total.SURVEY_LC1_2B2
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 24.067172, 35.686104, 57.523548, 53.519467, 17.880095, 64.865928, 26.363376, 43.293074, 41.620307, 58.629727, 52.238141, 39.174279,126.831335, 30.182912, 36.067979,  5.321177, 21.888000,SE.Total.SURVEY_LC1_2B3
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,20.413131,23.311569,30.612264,13.697114, 9.402004,14.631172, 5.965260,15.678374,14.473292,27.272347,43.630677,25.275696,51.923966,11.019279,17.929584, 3.366683,32.726649,SE.Total.SURVEY_LC1_2B4
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.164625,16.781976,40.496365,21.599604,13.070647,22.610070,18.722485,24.659006,27.003139,37.221875,39.234751,24.737345,45.373070,12.595676,40.200616, 5.318245,45.340097,SE.Total.SURVEY_LC1_2B5
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 43.097669,  0.000000, 14.927851,  8.532266,  0.000000,  3.475580,  0.000000,  8.490203,  0.000000,  0.000000, 47.348201, 33.306912,104.796272, 16.190289,  7.859236,  7.131952, 83.250312,SE.Total.SURVEY_LC1_2B7
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,30.008087, 0.000000, 6.682911,11.218640, 0.000000, 3.121476, 0.000000, 0.000000, 7.188962, 0.000000, 8.164086, 0.000000,24.700140, 6.190219, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2B8
 28.46180, 47.17384,159.61981,103.02624, 41.99260,102.04949, 46.62782,100.29533,103.60416,104.40604, 57.76331, 32.24317,141.58828, 38.14250, 84.25463, 13.53003, 99.91033,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,SE.Total.SURVEY_LC1_2Bx
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,535.52304,427.96737, 95.44552,654.46314,392.98838,105.26298,222.86732,379.97442,783.02972,533.68210,390.66123,452.65416,807.03647,973.65677,593.76891,215.27758,434.77902,SE.Total.SURVEY_LC1_2C1
  0.000000,  0.000000, 15.369301, 19.958117,  3.908136, 12.341450,  0.000000,  0.000000, 27.185001,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 10.621568,312.854250,502.636468, 91.963706,749.693609,544.979615, 95.041641,246.677427,368.878698,679.050420,673.283178,366.982168,471.892135,773.279124,755.706551,695.145001,170.015693,549.579960,SE.Total.SURVEY_LC1_2C2
  0.000000,  0.000000,  5.589352,  6.616047,  0.000000, 34.568004,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  1.531962,  0.000000,  0.000000,  0.000000,479.238336,491.515978, 77.564358,659.806550,430.995978, 54.311382,246.929475,238.438250,602.131779,642.393636,296.009898,459.817396,745.689032,786.580386,694.340219,182.422331,510.467639,SE.Total.SURVEY_LC1_2C3
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,21.516554, 6.960305, 0.000000, 6.344985, 0.000000, 0.000000, 5.045856, 0.000000,49.325866, 0.000000, 5.986777, 8.118831, 0.000000, 1.871069,11.056522, 0.000000,13.613873,SE.Total.SURVEY_LC1_2D1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.032595, 7.919475, 7.151035,34.629205, 5.280531, 0.000000, 0.000000, 0.000000,51.967728,66.517759,37.207440, 3.063037,30.703719, 2.759608,23.653583,23.221905,22.541797,SE.Total.SURVEY_LC1_2D2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.757812,96.286404,16.335378,23.609052, 9.956728,10.488099,14.442906, 4.100452,23.939684, 8.662865,47.179981,22.164823, 5.224896, 7.985165,15.180496,32.522550,39.588037,SE.Total.SURVEY_LC1_2E1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 65.71096, 93.43800,104.81339, 73.84913,281.43467, 53.49818,115.88399, 66.84081,109.95760, 86.43846, 85.24236, 50.76499,146.60814, 54.35540,402.38980, 53.32069,265.02018,SE.Total.SURVEY_LC1_2E2
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 38.22396, 22.71284, 42.82168, 28.68866, 20.28075, 39.87749, 13.50328, 36.38376, 31.58624,309.35159, 39.99933, 23.03891, 77.33702, 25.42019, 20.69839,  6.60229, 20.44398,SE.Total.SURVEY_LC1_2E3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2F1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,14.968443, 0.000000, 0.000000, 7.686581,14.279463, 0.000000, 6.626211,53.645949, 3.172343, 0.000000,15.635136, 0.000000, 0.000000, 7.962595, 0.000000,SE.Total.SURVEY_LC1_2F2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2F3
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 38.79616, 26.27913, 73.37442, 57.70110,212.64259, 59.09657, 14.91431, 40.75502, 42.34855, 49.14433, 36.81432,274.11338,124.80819, 31.24855, 33.32839, 10.96718, 79.38238,SE.Total.SURVEY_LC1_2F4
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,10.894472, 7.949069,10.531386, 1.143339,12.717365, 0.329941, 0.516556,52.636019,50.540985,26.112441, 4.267676, 4.922177,21.107112, 0.000000, 0.526369,10.635466,17.534556,SE.Total.SURVEY_LC1_2G1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,10.671471, 0.000000, 0.000000, 0.000000,12.717365, 0.000000, 0.000000,52.567322, 0.000000,26.290091, 0.000000, 4.111656,18.481914, 0.000000, 0.000000,11.210765,17.633550,SE.Total.SURVEY_LC1_2G2
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.6923708,14.3153523, 1.2784620,15.4685546, 0.7711888, 0.0000000, 0.0000000, 4.9370208,72.4784784, 2.0451178,21.9402371, 7.9939931, 8.7441299, 1.3268642,25.6177866, 0.0000000,11.1524362,SE.Total.SURVEY_LC1_2H1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2H2
 26.53475, 47.17384,159.61981,102.99260, 41.99260,102.04949, 46.62782,100.29533,103.60416,104.40604, 57.76331, 32.24317,141.58828, 38.14250, 84.25463, 13.53003, 99.91033, 75.61454, 94.98643,162.48211,110.35227, 44.71119,112.09684, 50.00977,119.71756,133.81966,129.02690,110.03660, 54.42893,172.44116, 45.14112,153.69059, 43.83302,152.34659,SE.Total.SURVEY_LU1_2U11
  0.000000,  0.000000, 16.337814,  8.424440,  3.908136, 36.696898,  0.000000,  0.000000, 27.185001,  0.000000,  0.000000,  0.000000,  0.000000,  1.531962,  0.000000,  0.000000, 10.621568,172.971633,111.516957, 57.931674,327.198500,210.853509, 79.571707, 55.087683,257.013136,190.914156,163.676937,195.461879,107.796327,219.701623,669.223271,402.530508,148.182898,166.438505,SE.Total.SURVEY_LU1_2U12
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.910779,16.222363,39.351473,49.999373,12.717365, 5.210074, 8.114517, 0.000000, 0.000000,26.290091, 5.771033, 5.160663,22.386350, 0.000000, 8.464804, 0.000000,16.545872,SE.Total.SURVEY_LU1_2U13
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,16.0989342, 9.2317512,10.5224038, 0.0000000, 0.0000000, 5.1110239, 0.0000000, 2.4103891,11.3716175,53.6459494, 0.4861352, 0.0000000, 1.0375279, 0.0000000, 8.4648035, 0.0000000, 1.3084025,SE.Total.SURVEY_LU1_2U14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_2U15
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.870391,0.000000,8.901174,0.000000,3.782887,0.000000,3.120276,0.000000,0.000000,0.000000,3.278844,3.312921,0.000000,5.682740,7.773118,0.000000,0.000000,SE.Total.SURVEY_LU1_2U21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.018228,17.648043, 6.905986, 0.000000, 0.000000, 3.577611, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,14.616914, 1.086288,22.805626, 0.000000, 9.324837, 6.040107,SE.Total.SURVEY_LU1_2U22
