HR02.No,HR03.No,HR06.No,HR02.Yes,HR03.Yes,HR05.Yes,HR06.Yes,variable
No,No,No,Yes,Yes,Yes,Yes,flag_two
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.522068,SE.Total.SURVEY_LC1_3B14
 0.00000, 0.00000, 0.00000,26.37967, 0.00000, 0.00000,22.38502,SE.Total.SURVEY_LC1_3B15
  0.000000,  0.000000,  0.000000,135.411118,  9.752691, 11.577396, 89.455411,SE.Total.SURVEY_LC1_3B16
 0.000000, 0.000000, 0.000000, 9.498722, 0.000000, 0.000000,10.698219,SE.Total.SURVEY_LC1_3B18
 0.00000, 0.00000, 0.00000,24.66332, 0.00000, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B19
 0.000000, 0.000000, 0.000000,10.877934, 7.994397, 0.000000,31.157413,SE.Total.SURVEY_LC1_3B21
 0.00000, 0.00000, 0.00000,34.18061, 0.00000, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B22
 0.00000, 0.00000, 0.00000,70.68810, 0.00000, 0.00000,22.56497,SE.Total.SURVEY_LC1_3B31
 0.00000, 0.00000, 0.00000,10.73633, 0.00000, 0.00000,23.94549,SE.Total.SURVEY_LC1_3B32
 0.00000, 0.00000, 0.00000,75.09272, 0.00000, 0.00000,23.96562,SE.Total.SURVEY_LC1_3B33
0.000000,0.000000,0.000000,9.498722,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3B36
 0.000000, 0.000000, 0.000000, 0.000000, 3.237767, 0.000000,13.157998,SE.Total.SURVEY_LC1_3B37
0.000000,0.000000,0.000000,9.498722,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3B41
 0.000000, 0.000000, 0.000000, 7.122780, 9.387757, 0.000000,10.698219,SE.Total.SURVEY_LC1_3B43
0.000000,0.000000,0.000000,7.016142,7.368007,0.000000,9.683217,SE.Total.SURVEY_LC1_3B51
 0.000000, 0.000000, 0.000000,24.235120,12.543001, 0.000000, 9.073428,SE.Total.SURVEY_LC1_3B52
0.000000,0.000000,0.000000,2.898939,4.802920,0.000000,9.382577,SE.Total.SURVEY_LC1_3B53
 0.00000, 0.00000, 0.00000,47.38741,10.98623,24.49688,25.33085,SE.Total.SURVEY_LC1_3B55
 0.000000, 0.000000, 0.000000,14.622721, 6.917032, 0.000000,12.026966,SE.Total.SURVEY_LC1_3B71
 0.000000, 0.000000, 0.000000,13.211853, 0.000000, 0.000000, 6.670246,SE.Total.SURVEY_LC1_3B72
0.000000,0.000000,0.000000,0.000000,4.870694,0.000000,7.912344,SE.Total.SURVEY_LC1_3B73
 0.000000, 0.000000, 0.000000,33.111493, 9.494743, 0.000000,21.163336,SE.Total.SURVEY_LC1_3B74
 0.000000, 0.000000, 0.000000,25.985079,38.990868, 3.234955, 6.966836,SE.Total.SURVEY_LC1_3B75
0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B77
 0.00000, 0.00000, 0.00000, 0.00000,54.33988, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B81
 0.00000, 0.00000, 0.00000,27.23199,40.25733, 0.00000,10.40464,SE.Total.SURVEY_LC1_3B82
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.265017,SE.Total.SURVEY_LC1_3B83
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.319008,SE.Total.SURVEY_LC1_3B84
136.34184, 16.93761, 25.38380,  0.00000,  0.00000,  0.00000,  0.00000,SE.Total.SURVEY_LC1_3Bx1
15.205349, 5.115942, 7.912344, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3Bx2
  0.00000,  0.00000,  0.00000,325.82112,221.87115, 97.46095,275.56091,SE.Total.SURVEY_LC1_3C10
 0.000000, 0.000000, 0.000000,42.579296,83.560332, 0.000000, 2.426413,SE.Total.SURVEY_LC1_3C21
  0.00000,  0.00000,  0.00000, 42.32452,100.53673,  0.00000,  0.00000,SE.Total.SURVEY_LC1_3C22
 0.00000, 0.00000, 0.00000, 0.00000,46.07074, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3C23
44.92526,64.96924, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3C2x
 0.00000, 0.00000, 0.00000,61.82229,77.03745, 0.00000,40.78080,SE.Total.SURVEY_LC1_3C31
 0.000000, 0.000000, 0.000000, 0.000000,66.989619, 0.000000, 5.724393,SE.Total.SURVEY_LC1_3C32
  0.0000,  0.0000,  0.0000,105.7715,128.3477,  0.0000, 43.9812,SE.Total.SURVEY_LC1_3C33
96.2614,97.1265, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,SE.Total.SURVEY_LC1_3C3x
  0.000000,  0.000000,  0.000000, 31.969068,105.188215,  3.133272, 19.549830,SE.Total.SURVEY_LC1_3D10
  0.00000,  0.00000,  0.00000, 53.49395,124.52181,  0.00000, 21.09392,SE.Total.SURVEY_LC1_3D20
0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3Dxx
 0.000000, 0.000000, 0.000000,32.138070,90.030571, 8.848825,46.956290,SE.Total.SURVEY_LC1_3E10
 0.00000, 0.00000, 0.00000,88.33975,89.65482,31.55448,80.40069,SE.Total.SURVEY_LC1_3E20
 0.0000000, 0.0000000, 0.0000000,90.1360203,23.8709494, 0.7966073,62.8066788,SE.Total.SURVEY_LC1_3E30
 0.00000, 0.00000, 0.00000, 0.00000,23.51771, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3F10
0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3F20
  0.00000,  0.00000,  0.00000,143.41193, 37.09188,  0.00000, 31.41967,SE.Total.SURVEY_LC1_3F40
 0.000000, 0.000000, 0.000000,14.681132, 0.000000, 0.000000, 8.955491,SE.Total.SURVEY_LC1_3G11
 0.000000, 0.000000, 0.000000,18.619180, 0.000000, 7.084537, 8.955491,SE.Total.SURVEY_LC1_3G21
0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3G30
0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3G40
0.0000000,0.0000000,0.0000000,7.7113867,0.0000000,0.0000000,0.7754028,SE.Total.SURVEY_LC1_3H11
0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3H21
0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3H22
136.65928, 17.69338, 25.34046,189.47081, 99.43510, 36.34348,137.78051,SE.Total.SURVEY_LU1_3U111
 0.00000, 0.00000, 0.00000,64.71135,26.51677, 0.00000,14.25761,SE.Total.SURVEY_LU1_3U112
11.685341, 0.000000, 8.050066,13.285342,31.476564, 0.000000,16.436150,SE.Total.SURVEY_LU1_3U113
 87.30993, 88.85403,  0.00000,331.42987,207.90769, 97.22772,272.71395,SE.Total.SURVEY_LU1_3U120
 0.000000, 0.000000, 0.000000,14.681132, 0.000000, 0.000000, 6.468687,SE.Total.SURVEY_LU1_3U130
0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U140
0.000000,0.000000,0.000000,2.698319,0.000000,0.000000,2.895334,SE.Total.SURVEY_LU1_3U150
0.000000,0.000000,0.000000,7.302320,0.000000,0.000000,3.218946,SE.Total.SURVEY_LU1_3U210
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.819003,SE.Total.SURVEY_LU1_3U221
0.000000,0.000000,0.000000,3.276205,0.000000,0.000000,0.000000,SE.Total.SURVEY_LU1_3U223
0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U224
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.966122,SE.Total.SURVEY_LU1_3U226
0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U227
0.000000,0.000000,0.000000,6.966782,0.000000,7.201488,0.000000,SE.Total.SURVEY_LU1_3U311
 0.00000, 0.00000, 0.00000,33.98217,49.24178,11.87394,45.62959,SE.Total.SURVEY_LU1_3U312
 0.00000, 0.00000, 0.00000,17.52051, 0.00000, 0.00000,21.34317,SE.Total.SURVEY_LU1_3U313
0.000000,0.000000,0.000000,2.745839,0.000000,0.000000,0.000000,SE.Total.SURVEY_LU1_3U314
0.000000,0.000000,0.000000,2.824148,4.977679,0.000000,6.611300,SE.Total.SURVEY_LU1_3U317
 0.000000, 0.000000, 0.000000,14.498913, 0.000000, 0.000000, 6.572875,SE.Total.SURVEY_LU1_3U318
0.000000,0.000000,0.000000,6.675944,5.357984,0.000000,3.041586,SE.Total.SURVEY_LU1_3U319
0.000000,0.000000,0.000000,3.096433,0.000000,0.000000,4.315652,SE.Total.SURVEY_LU1_3U321
0.000000,0.000000,0.000000,0.000000,5.999015,0.000000,0.000000,SE.Total.SURVEY_LU1_3U322
0.000000,0.000000,0.000000,7.128336,5.617169,0.000000,0.000000,SE.Total.SURVEY_LU1_3U330
 0.000000, 0.000000, 0.000000,39.661997,27.788951, 0.000000, 6.835399,SE.Total.SURVEY_LU1_3U341
 0.00000, 0.00000, 0.00000,23.21430,33.78856, 0.00000, 0.00000,SE.Total.SURVEY_LU1_3U350
 0.000000, 0.000000, 0.000000,31.246761, 0.000000, 0.000000, 8.955491,SE.Total.SURVEY_LU1_3U361
 0.000000, 0.000000, 0.000000, 7.008205, 8.032567,22.716168, 0.000000,SE.Total.SURVEY_LU1_3U362
 0.00000, 0.00000, 0.00000,74.16284,49.02310,42.79536,60.55218,SE.Total.SURVEY_LU1_3U370
0.000000,0.000000,0.000000,7.698715,0.000000,0.000000,2.697201,SE.Total.SURVEY_LU1_3U411
 0.00000, 0.00000, 0.00000, 0.00000,23.78967, 0.00000, 0.00000,SE.Total.SURVEY_LU1_3U412
0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U413
 0.000000, 0.000000, 0.000000, 9.450009,11.224781, 0.000000, 0.000000,SE.Total.SURVEY_LU1_3U414
 0.00000, 0.00000, 0.00000, 0.00000,23.85965, 0.00000, 0.00000,SE.Total.SURVEY_LU1_3U415
 60.932360, 76.273831,  0.000000,211.090894,228.930388,  9.972648,101.167434,SE.Total.SURVEY_LU1_3U420
173.19509,115.96247, 26.58839,359.02787,134.45169,104.01475,315.16771,SE.Total.settlement0
 0.00000, 0.00000, 0.00000,84.38171,61.39749,50.72707,71.31964,SE.Total.settlement1
137.12916, 18.40704, 26.58839,204.79380,159.32044, 62.34401,163.11223,SE.Total.fao_class_name0
105.79349,114.50165,  0.00000,308.18389,183.84332, 97.42711,279.95977,SE.Total.fao_class_name1
  0.00000,  0.00000,  0.00000, 33.13431,123.24394,  0.00000, 20.93131,SE.Total.fao_class_name2
 0.000000, 0.000000, 0.000000,63.867142,57.026921, 4.130554,24.269483,SE.Total.fao_class_name3
173.19509,115.96247, 26.58839,359.87853,130.03677,105.08876,318.50913,SE.Total.lue0
 0.00000, 0.00000, 0.00000,83.10105,49.03509,48.45067,61.43469,SE.Total.lue1
173.19509,115.96247, 26.58839,365.94802,130.68226,114.95333,319.81107,SE.Total.lud0
 0.00000, 0.00000, 0.00000,43.21368,50.42656,13.34295,52.88205,SE.Total.lud1
 1230.80492,  874.04899,   44.65394,20932.81569,23366.03768,  414.21584, 7299.74548,CI.l(95%).Total.area
  0.00000,  0.00000,  0.00000,424.31474,603.55303, 20.47494,254.29308,CI.l(95%).Total.SURVEY_LC1_1A
1003.29640,  55.29058,  40.74227,3593.66725, 855.59754,   6.07598,1490.75482,CI.l(95%).Total.SURVEY_LC1_1B
   90.845011,  782.465424,    3.911664,10216.347299,10836.632746,   89.204904, 2911.705390,CI.l(95%).Total.SURVEY_LC1_1C
   0.000000,   4.275766,   0.000000,1066.012474,5293.387443,  12.950658, 311.781742,CI.l(95%).Total.SURVEY_LC1_1D
   0.00000,   0.00000,   0.00000,2965.96011,4151.75740,  99.86037,1581.83457,CI.l(95%).Total.SURVEY_LC1_1E
   0.00000,   0.00000,   0.00000,1204.18633, 559.58340,   0.00000,  67.88561,CI.l(95%).Total.SURVEY_LC1_1F
  0.000000,  0.000000,  0.000000,287.747130,117.957519, -4.493212, 44.669849,CI.l(95%).Total.SURVEY_LC1_1G
 0.00000, 0.00000, 0.00000,83.36761,79.30885, 0.00000,14.59080,CI.l(95%).Total.SURVEY_LC1_1H
 1142.11027,  383.54393,   40.74227,15870.70870, 7514.62744,  228.23590, 5551.47926,CI.l(95%).Total.SURVEY_LU1_1U1
 0.000000, 0.000000, 0.000000, 4.199236,12.168437, 0.000000,14.066607,CI.l(95%).Total.SURVEY_LU1_1U2
  4.354262,  0.000000,  0.000000,958.941991,955.933798, 60.148588,468.102417,CI.l(95%).Total.SURVEY_LU1_1U3
  -14.250373,  390.723488,    3.911664, 3465.680045,14099.039513,   31.157691,  931.160675,CI.l(95%).Total.SURVEY_LU1_1U4
  0.00000,  0.00000,  0.00000, 86.69969, 83.92327,-29.51379, 13.07157,CI.l(95%).Total.SURVEY_LC1_2A1
  0.00000,  0.00000,  0.00000,253.33958,382.45701, 16.52909,159.02190,CI.l(95%).Total.SURVEY_LC1_2A2
 0.000000, 0.000000, 0.000000, 3.959172,29.892697, 8.975445, 8.990583,CI.l(95%).Total.SURVEY_LC1_2A3
   0.00000,   0.00000,   0.00000,2191.80138,   8.84292,  -8.56716, 949.47219,CI.l(95%).Total.SURVEY_LC1_2B1
 0.000000, 0.000000, 0.000000,12.358432, 8.474968, 0.000000,-9.162100,CI.l(95%).Total.SURVEY_LC1_2B2
  0.0000000,  0.0000000,  0.0000000,587.6905649, -0.5704906,  0.0000000, 65.0193690,CI.l(95%).Total.SURVEY_LC1_2B3
 0.000000, 0.000000, 0.000000,-2.056556,13.433022, 0.000000, 3.727945,CI.l(95%).Total.SURVEY_LC1_2B4
  0.00000,  0.00000,  0.00000,119.42690, 91.21229,-17.30798, 54.46201,CI.l(95%).Total.SURVEY_LC1_2B5
  0.00000,  0.00000,  0.00000,165.16321, 93.59652,  8.38862,124.07947,CI.l(95%).Total.SURVEY_LC1_2B7
  0.00000,  0.00000,  0.00000, 23.31529,457.32399,  0.00000, 31.86814,CI.l(95%).Total.SURVEY_LC1_2B8
1003.29640,  55.29058,  40.74227,   0.00000,   0.00000,   0.00000,   0.00000,CI.l(95%).Total.SURVEY_LC1_2Bx
   0.0000,   0.0000,   0.0000,9671.8528,7068.1726,  89.2049,2812.3843,CI.l(95%).Total.SURVEY_LC1_2C1
 -31.342144, 209.154200,   3.911664,  -6.116364,1392.465818,   0.000000,   4.625303,CI.l(95%).Total.SURVEY_LC1_2C2
  52.81782, 480.23050,   0.00000, 169.75776,1732.91565,   0.00000, -21.14382,CI.l(95%).Total.SURVEY_LC1_2C3
   0.000000,   0.000000,   0.000000, 592.249825,2362.928280,   4.367141, 133.785751,CI.l(95%).Total.SURVEY_LC1_2D1
   0.000000,   0.000000,   0.000000, 427.663952,2777.664627,   8.583517, 154.556323,CI.l(95%).Total.SURVEY_LC1_2D2
0.000000,4.275766,0.000000,0.000000,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_2Dx
   0.000000,   0.000000,   0.000000, 305.317709,1742.712265,   3.296025, 117.475293,CI.l(95%).Total.SURVEY_LC1_2E1
   0.00000,   0.00000,   0.00000,1624.24150,1957.45765,  73.05993,1057.04734,CI.l(95%).Total.SURVEY_LC1_2E2
  0.000000,  0.000000,  0.000000,869.584538,225.669816,  7.003608,251.693078,CI.l(95%).Total.SURVEY_LC1_2E3
  0.000000,  0.000000,  0.000000,  0.000000,370.749168,  0.000000,  7.704591,CI.l(95%).Total.SURVEY_LC1_2F1
 0.000000, 0.000000, 0.000000, 0.000000,20.647144, 0.000000, 4.186961,CI.l(95%).Total.SURVEY_LC1_2F2
   0.00000,   0.00000,   0.00000,1204.18633, 135.46967,   0.00000,  55.99406,CI.l(95%).Total.SURVEY_LC1_2F4
 0.00000, 0.00000, 0.00000,76.82072,65.75226, 0.00000,14.28661,CI.l(95%).Total.SURVEY_LC1_2G1
  0.000000,  0.000000,  0.000000,178.403604, 35.962891, -4.493212, 18.997461,CI.l(95%).Total.SURVEY_LC1_2G2
0.000000,0.000000,0.000000,0.000000,4.001862,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_2G3
 0.00000, 0.00000, 0.00000, 0.00000,12.24051, 0.00000, 0.00000,CI.l(95%).Total.SURVEY_LC1_2G4
 0.00000, 0.00000, 0.00000,83.36761,57.84475, 0.00000,14.59080,CI.l(95%).Total.SURVEY_LC1_2H1
 0.0000, 0.0000, 0.0000, 0.0000,21.4641, 0.0000, 0.0000,CI.l(95%).Total.SURVEY_LC1_2H2
1003.29640,  55.29058,  40.74227,7147.71454,2886.56963, 108.26865,2667.95964,CI.l(95%).Total.SURVEY_LU1_2U11
  17.54300, 296.99413,   0.00000,8364.23935,4442.80650,  61.58755,2650.52920,CI.l(95%).Total.SURVEY_LU1_2U12
 0.000000, 0.000000, 0.000000,52.293189,15.632731, 0.000000, 6.892035,CI.l(95%).Total.SURVEY_LU1_2U13
 0.00000, 0.00000, 0.00000, 0.00000,20.43147, 0.00000, 0.00000,CI.l(95%).Total.SURVEY_LU1_2U14
0.00000000,0.00000000,0.00000000,0.11855998,0.00000000,0.00000000,0.06745931,CI.l(95%).Total.SURVEY_LU1_2U15
 0.000000, 0.000000, 0.000000,-4.515194, 3.984560, 0.000000, 3.347764,CI.l(95%).Total.SURVEY_LU1_2U21
0.000000,0.000000,0.000000,3.667643,8.183877,0.000000,5.198893,CI.l(95%).Total.SURVEY_LU1_2U22
  0.00000,  0.00000,  0.00000,376.76769,278.79303, 19.51895,162.19040,CI.l(95%).Total.SURVEY_LU1_2U31
 0.0000000, 0.0000000, 0.0000000,-0.3354174,29.7701797, 4.6342459,-1.4997426,CI.l(95%).Total.SURVEY_LU1_2U32
 0.0000000, 0.0000000, 0.0000000,-0.3501424, 9.6100810, 0.0000000, 0.0000000,CI.l(95%).Total.SURVEY_LU1_2U33
  0.000000,  0.000000,  0.000000,-23.497943, 21.847279,  0.000000, -4.160271,CI.l(95%).Total.SURVEY_LU1_2U34
 4.354262, 0.000000, 0.000000,42.590535,33.125405, 4.341199, 4.282326,CI.l(95%).Total.SURVEY_LU1_2U35
 0.00000, 0.00000, 0.00000,53.92940,60.96259,-6.57980,15.99048,CI.l(95%).Total.SURVEY_LU1_2U36
  0.0000,  0.0000,  0.0000,252.2234,297.5583,-17.8212,176.3541,CI.l(95%).Total.SURVEY_LU1_2U37
 0.000000, 0.000000, 0.000000,44.522198,86.013537, 0.000000, 3.915138,CI.l(95%).Total.SURVEY_LU1_2U41
  -14.250373,  390.723488,    3.911664, 3397.886514,13945.628478,   31.157691,  922.019786,CI.l(95%).Total.SURVEY_LU1_2U42
  0.00000,  0.00000,  0.00000, 76.20344, 63.79192,-29.51379, 13.07157,CI.l(95%).Total.SURVEY_LC1_3A11
  0.00000,  0.00000,  0.00000,  0.00000,-20.61964,  0.00000,  0.00000,CI.l(95%).Total.SURVEY_LC1_3A12
 0.000000, 0.000000, 0.000000,-7.312847, 0.000000, 0.000000, 0.000000,CI.l(95%).Total.SURVEY_LC1_3A13
  0.0000000,  0.0000000,  0.0000000, 65.4772489,154.7128724, -0.5631632, 38.0586418,CI.l(95%).Total.SURVEY_LC1_3A21
  0.000000,  0.000000,  0.000000,138.598307,183.654935,  3.669542, 95.074024,CI.l(95%).Total.SURVEY_LC1_3A22
 0.000000, 0.000000, 0.000000, 3.959172,29.892697, 8.975445, 8.990583,CI.l(95%).Total.SURVEY_LC1_3A30
  0.0000,  0.0000,  0.0000,344.0893,  0.0000,  0.0000, 30.8762,CI.l(95%).Total.SURVEY_LC1_3B11
 0.000000, 0.000000, 0.000000, 4.590627, 0.000000, 0.000000,-3.768784,CI.l(95%).Total.SURVEY_LC1_3B12
 0.000000, 0.000000, 0.000000,55.461288,-5.009148, 0.000000,20.715842,CI.l(95%).Total.SURVEY_LC1_3B13
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05876247,CI.l(95%).Total.SURVEY_LC1_3B14
  0.000000,  0.000000,  0.000000,  8.089807,  0.000000,  0.000000,-15.579510,CI.l(95%).Total.SURVEY_LC1_3B15
   0.000000,   0.000000,   0.000000,1481.164698,   3.957102,  -8.567160, 743.769271,CI.l(95%).Total.SURVEY_LC1_3B16
 0.000000, 0.000000, 0.000000,-7.028962, 0.000000, 0.000000,-7.916578,CI.l(95%).Total.SURVEY_LC1_3B18
  0.000000,  0.000000,  0.000000,-15.345581,  0.000000,  0.000000,  4.282326,CI.l(95%).Total.SURVEY_LC1_3B19
 0.000000, 0.000000, 0.000000,-0.208828, 8.474968, 0.000000,-9.162100,CI.l(95%).Total.SURVEY_LC1_3B21
 0.000000, 0.000000, 0.000000,-5.442319, 0.000000, 0.000000, 0.000000,CI.l(95%).Total.SURVEY_LC1_3B22
  0.00000,  0.00000,  0.00000,180.48911,  0.00000,  0.00000,-10.90234,CI.l(95%).Total.SURVEY_LC1_3B31
 0.000000, 0.000000, 0.000000,-4.142591, 0.000000, 0.000000,-2.024618,CI.l(95%).Total.SURVEY_LC1_3B32
  0.0000000,  0.0000000,  0.0000000,288.9800059,  0.0000000,  0.0000000,  0.5253999,CI.l(95%).Total.SURVEY_LC1_3B33
 0.000000, 0.000000, 0.000000,-3.519823, 0.000000, 0.000000, 0.000000,CI.l(95%).Total.SURVEY_LC1_3B36
 0.0000000, 0.0000000, 0.0000000, 0.0000000,-0.5704906, 0.0000000,-3.0513118,CI.l(95%).Total.SURVEY_LC1_3B37
 0.000000, 0.000000, 0.000000,-7.028962, 4.275766, 0.000000, 3.631948,CI.l(95%).Total.SURVEY_LC1_3B41
 0.00000000, 0.00000000, 0.00000000,-4.33518155, 9.15725646, 0.00000000, 0.09599725,CI.l(95%).Total.SURVEY_LC1_3B43
 0.000000, 0.000000, 0.000000, 4.135544, 3.770581, 0.000000,-2.392365,CI.l(95%).Total.SURVEY_LC1_3B51
  0.000000,  0.000000,  0.000000,-13.320852, 29.423726,  0.000000, -2.823271,CI.l(95%).Total.SURVEY_LC1_3B52
 0.0000000, 0.0000000, 0.0000000,-0.3140241,-2.4146939, 0.0000000,-2.8448851,CI.l(95%).Total.SURVEY_LC1_3B53
  0.00000,  0.00000,  0.00000, 74.14733, 26.83893,-17.30798, 16.54608,CI.l(95%).Total.SURVEY_LC1_3B55
 0.0000000, 0.0000000, 0.0000000,22.1524435, 0.7469585, 0.0000000,22.7685510,CI.l(95%).Total.SURVEY_LC1_3B71
 0.000000, 0.000000, 0.000000,-2.787566, 0.000000, 0.000000,-4.179781,CI.l(95%).Total.SURVEY_LC1_3B72
 0.000000, 0.000000, 0.000000, 8.122431,-2.106277, 0.000000,-1.071056,CI.l(95%).Total.SURVEY_LC1_3B73
 0.000000, 0.000000, 0.000000,26.914630, 9.468258, 4.496145,24.128280,CI.l(95%).Total.SURVEY_LC1_3B74
 0.000000, 0.000000, 0.000000,30.082621,43.447700, 3.892475,28.755840,CI.l(95%).Total.SURVEY_LC1_3B75
0.000000,0.000000,0.000000,0.000000,4.035446,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3B77
  0.0000,  0.0000,  0.0000,  0.0000,323.0475,  0.0000,  0.0000,CI.l(95%).Total.SURVEY_LC1_3B81
 0.00000, 0.00000, 0.00000,19.02145,56.72472, 0.00000,22.17528,CI.l(95%).Total.SURVEY_LC1_3B82
 0.000000, 0.000000, 0.000000, 4.293837, 0.000000, 0.000000,-0.353679,CI.l(95%).Total.SURVEY_LC1_3B83
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-6.895975,CI.l(95%).Total.SURVEY_LC1_3B84
937.39693, 27.62043, 24.48235,  0.00000,  0.00000,  0.00000,  0.00000,CI.l(95%).Total.SURVEY_LC1_3Bx1
37.640658,19.124361, 3.112968, 0.000000, 0.000000, 0.000000, 0.000000,CI.l(95%).Total.SURVEY_LC1_3Bx2
   0.0000,   0.0000,   0.0000,9671.8528,7068.1726,  89.2049,2812.3843,CI.l(95%).Total.SURVEY_LC1_3C10
  0.000000,  0.000000,  0.000000,-29.849723,265.847310,  0.000000,  4.625303,CI.l(95%).Total.SURVEY_LC1_3C21
  0.00000,  0.00000,  0.00000,-25.28662,851.45505,  0.00000,  0.00000,CI.l(95%).Total.SURVEY_LC1_3C22
 0.0000, 0.0000, 0.0000, 0.0000,86.0467, 0.0000, 0.0000,CI.l(95%).Total.SURVEY_LC1_3C23
-31.342144,209.154200,  3.911664,  0.000000,  0.000000,  0.000000,  0.000000,CI.l(95%).Total.SURVEY_LC1_3C2x
  0.000000,  0.000000,  0.000000, -7.083982,187.500873,  0.000000,-37.294289,CI.l(95%).Total.SURVEY_LC1_3C31
  0.000000,  0.000000,  0.000000,  0.000000,285.965054,  0.000000, -3.165499,CI.l(95%).Total.SURVEY_LC1_3C32
   0.00000,   0.00000,   0.00000,  86.75805,1031.61713,   0.00000, -40.22107,CI.l(95%).Total.SURVEY_LC1_3C33
 52.81782,480.23050,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,CI.l(95%).Total.SURVEY_LC1_3C3x
   0.000000,   0.000000,   0.000000, 592.249825,2362.928280,   4.367141, 133.785751,CI.l(95%).Total.SURVEY_LC1_3D10
   0.000000,   0.000000,   0.000000, 427.663952,2777.664627,   8.583517, 154.556323,CI.l(95%).Total.SURVEY_LC1_3D20
0.000000,4.275766,0.000000,0.000000,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3Dxx
   0.000000,   0.000000,   0.000000, 305.317709,1742.712265,   3.296025, 117.475293,CI.l(95%).Total.SURVEY_LC1_3E10
   0.00000,   0.00000,   0.00000,1624.24150,1957.45765,  73.05993,1057.04734,CI.l(95%).Total.SURVEY_LC1_3E20
  0.000000,  0.000000,  0.000000,869.584538,225.669816,  7.003608,251.693078,CI.l(95%).Total.SURVEY_LC1_3E30
  0.000000,  0.000000,  0.000000,  0.000000,370.749168,  0.000000,  7.704591,CI.l(95%).Total.SURVEY_LC1_3F10
 0.000000, 0.000000, 0.000000, 0.000000,20.647144, 0.000000, 4.186961,CI.l(95%).Total.SURVEY_LC1_3F20
   0.00000,   0.00000,   0.00000,1204.18633, 135.46967,   0.00000,  55.99406,CI.l(95%).Total.SURVEY_LC1_3F40
 0.00000, 0.00000, 0.00000,76.82072,65.75226, 0.00000,14.28661,CI.l(95%).Total.SURVEY_LC1_3G11
  0.000000,  0.000000,  0.000000,178.403604, 35.962891, -4.493212, 18.997461,CI.l(95%).Total.SURVEY_LC1_3G21
0.000000,0.000000,0.000000,0.000000,4.001862,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3G30
 0.00000, 0.00000, 0.00000, 0.00000,12.24051, 0.00000, 0.00000,CI.l(95%).Total.SURVEY_LC1_3G40
 0.00000, 0.00000, 0.00000,83.36761,57.84475, 0.00000,14.59080,CI.l(95%).Total.SURVEY_LC1_3H11
 0.00000, 0.00000, 0.00000, 0.00000,13.46038, 0.00000, 0.00000,CI.l(95%).Total.SURVEY_LC1_3H21
0.000000,0.000000,0.000000,0.000000,8.003723,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_3H22
 965.68585,  50.99773,  32.90003,6779.53479,2611.55211, 104.02575,2543.82677,CI.l(95%).Total.SURVEY_LU1_3U111
  0.00000,  0.00000,  0.00000,185.53329, 74.78566,  0.00000, 30.76879,CI.l(95%).Total.SURVEY_LU1_3U112
15.628668, 4.292848,-5.489700,25.439766,75.838400, 4.242897,35.478780,CI.l(95%).Total.SURVEY_LU1_3U113
  17.54300, 296.99413,   0.00000,8364.23935,4442.80650,  61.58755,2650.52920,CI.l(95%).Total.SURVEY_LU1_3U120
 0.000000, 0.000000, 0.000000,52.293189,15.632731, 0.000000, 6.892035,CI.l(95%).Total.SURVEY_LU1_3U130
