FI19.No,FI1B.No,FI1C.No,FI1D.No,FI20.No,FI19.Yes,FI1B.Yes,FI1C.Yes,FI1D.Yes,FI20.Yes,variable
No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,flag_two
 280.664987, 163.044074, 168.463003,1268.064726,   4.260062, 648.102901, 197.556092, 321.458993,1753.434082,  14.026124,SE.Total.SURVEY_LU1_1U1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.716825, 0.000000,19.070862,36.032437, 0.000000,SE.Total.SURVEY_LU1_1U2
  7.239025,  0.000000,  3.963647, 21.229797,  0.000000,308.882842,109.506849,190.889139,743.345817, 11.695705,SE.Total.SURVEY_LU1_1U3
 137.47931,   0.00000,  48.94116, 619.36862,   0.00000, 478.67028, 112.40979, 238.14945,1252.89370,  10.01124,SE.Total.SURVEY_LU1_1U4
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,147.90672, 41.06219, 59.18889, 42.71174,  0.00000,SE.Total.SURVEY_LC1_2A1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,244.62509, 45.36359, 93.91821,401.79386,  0.00000,SE.Total.SURVEY_LC1_2A2
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.561398,  5.347537, 38.037906,110.272526,  0.000000,SE.Total.SURVEY_LC1_2A3
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,229.1521, 97.6479,173.6958,167.9264,  0.0000,SE.Total.SURVEY_LC1_2B1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,54.616208,84.365145,53.778956, 2.947712, 5.246391,SE.Total.SURVEY_LC1_2B2
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,80.63019, 0.00000,75.48871,53.34907, 0.00000,SE.Total.SURVEY_LC1_2B3
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.953184,23.515614,70.102174, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2B4
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,159.961818,  3.688079,120.606315,177.617006,  5.313208,SE.Total.SURVEY_LC1_2B5
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2B7
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,38.25864, 0.00000, 0.00000,SE.Total.SURVEY_LC1_2B8
138.390983,141.289018,104.700500, 98.090931,  4.260062,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,SE.Total.SURVEY_LC1_2Bx
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 734.67887, 103.20082, 274.20265,1126.87422,  10.01124,SE.Total.SURVEY_LC1_2C1
 142.84754,  69.42448, 128.40804,1263.37075,   0.00000,1524.02163, 166.14887, 455.62629,2434.12146,  14.20426,SE.Total.SURVEY_LC1_2C2
   0.00000,  44.68519,  58.28660, 592.82286,   0.00000,1426.13096, 168.49683, 432.71183,2351.29565,  10.58723,SE.Total.SURVEY_LC1_2C3
  0.0000,  0.0000,  0.0000,195.5396,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_2Cx
241.15194,  0.00000,  0.00000,  0.00000,  0.00000,481.53508, 20.56642,190.47654,607.80868,  0.00000,SE.Total.SURVEY_LC1_2D1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,217.90308, 38.65969, 80.71917,544.27127,  0.00000,SE.Total.SURVEY_LC1_2D2
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2Dx
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 23.59819, 12.07991,178.26925,361.70904,  0.00000,SE.Total.SURVEY_LC1_2E1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,189.58155, 50.05838,142.67455,301.75344, 11.69571,SE.Total.SURVEY_LC1_2E2
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,368.5826,139.1187,145.5933,515.0775,  0.0000,SE.Total.SURVEY_LC1_2E3
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.512398, 0.000000,19.244937,27.822331, 0.000000,SE.Total.SURVEY_LC1_2F1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.384530,24.241791,36.529544, 2.490578, 0.000000,SE.Total.SURVEY_LC1_2F2
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  1.267149, 27.220326,  6.250586,185.158054,  0.000000,SE.Total.SURVEY_LC1_2F3
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,369.331634,101.918241,166.197943,330.466599,  4.147636,SE.Total.SURVEY_LC1_2F4
0.0000,0.0000,0.0000,4.6286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,SE.Total.SURVEY_LC1_2Fx
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 79.494919,  1.068405, 33.700215,290.353874,  0.000000,SE.Total.SURVEY_LC1_2G1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 18.20420,  0.00000, 27.30166,211.32416,  0.00000,SE.Total.SURVEY_LC1_2G2
0.000000,0.000000,0.000000,0.000000,0.000000,5.518232,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_2G3
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 65.472676,  1.091369, 36.989930,453.225803,  0.000000,SE.Total.SURVEY_LC1_2H1
0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6070202,0.0000000,0.0000000,5.9439374,0.0000000,SE.Total.SURVEY_LC1_2H2
0.00000,0.00000,0.00000,3.85236,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,SE.Total.SURVEY_LC1_2Hx
138.390983,141.289018,104.700500, 98.090931,  4.260062,154.947736,153.356541,117.486902,209.015836,  4.170021,SE.Total.SURVEY_LU1_2U11
 244.1736,  81.3682, 131.9757,1264.2653,   0.0000, 628.4952, 141.0179, 306.8465,1759.9259,  13.3919,SE.Total.SURVEY_LU1_2U12
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,158.1131,  0.0000,SE.Total.SURVEY_LU1_2U13
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 53.06900, 24.24179, 37.46287,180.51263,  0.00000,SE.Total.SURVEY_LU1_2U14
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,180.8274,  0.0000,SE.Total.SURVEY_LU1_2U15
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,34.18447, 0.00000,SE.Total.SURVEY_LU1_2U21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.716825, 0.000000,19.070862,11.391156, 0.000000,SE.Total.SURVEY_LU1_2U22
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,244.0922, 46.8047,107.7195,390.5758,  0.0000,SE.Total.SURVEY_LU1_2U31
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.267149, 0.000000,18.009653, 0.000000, 0.000000,SE.Total.SURVEY_LU1_2U32
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  7.517967,  0.000000,157.472425,  0.000000,SE.Total.SURVEY_LU1_2U33
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.897858,34.288180, 7.836832, 0.000000,SE.Total.SURVEY_LU1_2U34
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 11.84616, 20.48447, 27.48786,183.33955,  0.00000,SE.Total.SURVEY_LU1_2U35
  0.000000,  0.000000,  2.808185,  0.000000,  0.000000, 86.340597, 82.200928,119.668427,562.930594,  0.000000,SE.Total.SURVEY_LU1_2U36
  7.239025,  0.000000,  2.857634, 21.229797,  0.000000,193.453477, 75.090054,146.897647,204.836229, 11.695705,SE.Total.SURVEY_LU1_2U37
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 60.11042, 58.00724,  0.00000,192.55516,  0.00000,SE.Total.SURVEY_LU1_2U41
 137.47931,   0.00000,  48.94116, 619.36862,   0.00000, 475.13665, 103.03910, 238.14945,1240.98286,  10.01124,SE.Total.SURVEY_LU1_2U42
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,147.90672, 39.93974, 53.84105, 42.71174,  0.00000,SE.Total.SURVEY_LC1_3A11
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,12.30991,34.76970, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3A12
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3A13
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 68.67492, 36.23749, 88.02595,164.61114,  0.00000,SE.Total.SURVEY_LC1_3A21
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,245.02887, 46.38279, 83.89969,368.43211,  0.00000,SE.Total.SURVEY_LC1_3A22
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.561398,  5.347537, 38.037906,110.272526,  0.000000,SE.Total.SURVEY_LC1_3A30
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,137.15917, 96.30965,131.61412, 16.72738,  0.00000,SE.Total.SURVEY_LC1_3B11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,46.731927, 0.000000, 0.000000, 2.631448, 0.000000,SE.Total.SURVEY_LC1_3B12
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,157.42809, 22.78438,114.61913,149.70209,  0.00000,SE.Total.SURVEY_LC1_3B13
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,22.77450, 0.00000,17.28089,47.49230, 0.00000,SE.Total.SURVEY_LC1_3B14
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,181.46049,  0.00000, 84.59590, 97.48385,  0.00000,SE.Total.SURVEY_LC1_3B15
0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5056748,0.0000000,2.9772188,0.0000000,0.0000000,SE.Total.SURVEY_LC1_3B18
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,19.715043, 0.000000, 0.000000, 2.947712, 4.147636,SE.Total.SURVEY_LC1_3B21
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,46.55732, 0.00000,53.77896, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B22
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,20.987020,84.365145, 0.000000, 0.000000, 4.147636,SE.Total.SURVEY_LC1_3B23
0.000000,0.000000,0.000000,0.000000,0.000000,7.401791,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3B31
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,80.28973, 0.00000,75.48871,51.23892, 0.00000,SE.Total.SURVEY_LC1_3B32
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.986101,0.000000,SE.Total.SURVEY_LC1_3B35
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,14.31736, 0.00000,SE.Total.SURVEY_LC1_3B37
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.953184,17.776133,56.831991, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B41
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,17.77613,17.39951, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B43
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,38.25864, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B45
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,63.144949, 2.566880, 8.784928,22.429576, 0.000000,SE.Total.SURVEY_LC1_3B51
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,47.22823, 0.00000,SE.Total.SURVEY_LC1_3B52
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,51.979004, 0.000000,49.964331,55.915780, 4.139561,SE.Total.SURVEY_LC1_3B53
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.223039,0.000000,SE.Total.SURVEY_LC1_3B54
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,143.336889,  2.837231,111.707295,172.286687,  4.260062,SE.Total.SURVEY_LC1_3B55
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B71
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B73
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B75
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,38.25864, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B83
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B84
138.390983,141.289018,104.700500, 97.946865,  4.260062,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,SE.Total.SURVEY_LC1_3Bx1
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3Bx2
0.000000,0.000000,0.000000,5.737856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3Bxx
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 734.67887, 103.20082, 274.20265,1126.87422,  10.01124,SE.Total.SURVEY_LC1_3C10
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1204.81660, 136.48926, 401.62153,1218.77554,  10.58723,SE.Total.SURVEY_LC1_3C21
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,1319.7306, 130.7256, 329.6655,2235.4939,  13.3919,SE.Total.SURVEY_LC1_3C22
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 971.5588,  76.1604, 237.1091,1232.6721,   0.0000,SE.Total.SURVEY_LC1_3C23
 142.84754,  69.42448, 128.40804,1263.37075,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,SE.Total.SURVEY_LC1_3C2x
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 914.0449, 143.1052, 348.5235,1487.0508,   0.0000,SE.Total.SURVEY_LC1_3C31
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 975.02335,  96.43404, 248.58510,1843.63220,  10.58723,SE.Total.SURVEY_LC1_3C32
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 931.9608, 100.8828, 234.0313,1442.8123,   0.0000,SE.Total.SURVEY_LC1_3C33
  0.00000, 44.68519, 58.28660,592.82286,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,SE.Total.SURVEY_LC1_3C3x
  0.0000,  0.0000,  0.0000,195.5396,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_3Cxx
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,481.53508, 20.56642,190.47654,607.80868,  0.00000,SE.Total.SURVEY_LC1_3D10
241.1519,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_3D1x
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,217.90308, 38.65969, 80.71917,544.27127,  0.00000,SE.Total.SURVEY_LC1_3D20
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3Dxx
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 23.59819, 12.07991,178.26925,361.70904,  0.00000,SE.Total.SURVEY_LC1_3E10
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,189.58155, 50.05838,142.67455,301.75344, 11.69571,SE.Total.SURVEY_LC1_3E20
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,368.5826,139.1187,145.5933,515.0775,  0.0000,SE.Total.SURVEY_LC1_3E30
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.512398, 0.000000,19.244937,27.822331, 0.000000,SE.Total.SURVEY_LC1_3F10
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.384530,24.241791,36.529544, 2.490578, 0.000000,SE.Total.SURVEY_LC1_3F20
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  1.267149, 27.220326,  6.250586,185.158054,  0.000000,SE.Total.SURVEY_LC1_3F30
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,369.331634,101.918241,166.197943,330.466599,  4.147636,SE.Total.SURVEY_LC1_3F40
0.0000,0.0000,0.0000,4.6286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,SE.Total.SURVEY_LC1_3Fxx
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 79.494919,  1.068405, 33.700215,290.353874,  0.000000,SE.Total.SURVEY_LC1_3G11
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3G12
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 17.83551,  0.00000, 27.30166,211.32416,  0.00000,SE.Total.SURVEY_LC1_3G21
0.000000,0.000000,0.000000,0.000000,0.000000,3.673538,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3G22
0.000000,0.000000,0.000000,0.000000,0.000000,5.518232,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3G30
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 43.435224,  1.091369, 36.776802,304.987920,  0.000000,SE.Total.SURVEY_LC1_3H11
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 67.63651,  0.00000, 15.26293,469.54090,  0.00000,SE.Total.SURVEY_LC1_3H12
0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6070202,0.0000000,0.0000000,5.9439374,0.0000000,SE.Total.SURVEY_LC1_3H21
0.00000,0.00000,0.00000,3.85236,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,SE.Total.SURVEY_LC1_3Hxx
138.390983,141.289018,104.700500, 98.090931,  4.260062,156.814015,153.356541,125.647012,125.047536,  4.170021,SE.Total.SURVEY_LU1_3U111
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 27.65456,  0.00000, 49.23284,173.16600,  0.00000,SE.Total.SURVEY_LU1_3U112
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,11.75251, 0.00000,SE.Total.SURVEY_LU1_3U113
 244.1736,  81.3682, 131.9757,1264.2653,   0.0000, 628.4952, 141.0179, 306.8465,1759.9259,  13.3919,SE.Total.SURVEY_LU1_3U120
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,158.1131,  0.0000,SE.Total.SURVEY_LU1_3U130
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 53.06900, 24.24179, 37.46287,180.51263,  0.00000,SE.Total.SURVEY_LU1_3U140
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,180.8274,  0.0000,SE.Total.SURVEY_LU1_3U150
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,34.18447, 0.00000,SE.Total.SURVEY_LU1_3U210
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.095044,0.000000,SE.Total.SURVEY_LU1_3U223
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U224
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,19.070862, 6.858469, 0.000000,SE.Total.SURVEY_LU1_3U225
0.000000,0.000000,0.000000,0.000000,0.000000,8.716825,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LU1_3U226
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U227
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U228
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,23.283688,18.686894, 5.332038, 6.445614, 0.000000,SE.Total.SURVEY_LU1_3U311
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,246.91447, 48.54657, 86.98555,368.67555,  0.00000,SE.Total.SURVEY_LU1_3U312
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,12.56753, 0.00000,32.32177,69.25976, 0.00000,SE.Total.SURVEY_LU1_3U313
0.000000,0.000000,0.000000,0.000000,0.000000,3.826756,0.000000,0.000000,8.850077,0.000000,SE.Total.SURVEY_LU1_3U314
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U316
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,37.46914,16.72560,22.83149,17.39572, 0.00000,SE.Total.SURVEY_LU1_3U317
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 24.395535,  5.347537, 53.234083,113.549303,  0.000000,SE.Total.SURVEY_LU1_3U319
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U321
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.267149, 0.000000,18.009653, 0.000000, 0.000000,SE.Total.SURVEY_LU1_3U322
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  7.517967,  0.000000,157.472425,  0.000000,SE.Total.SURVEY_LU1_3U330
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.897858,34.288180, 7.836832, 0.000000,SE.Total.SURVEY_LU1_3U341
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 11.84616, 20.48447, 27.48786,183.33955,  0.00000,SE.Total.SURVEY_LU1_3U350
  0.000000,  0.000000,  2.808185,  0.000000,  0.000000, 82.782864, 82.189531,114.049506,564.653059,  0.000000,SE.Total.SURVEY_LU1_3U361
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,24.53146, 1.52436,36.46904,56.43427, 0.00000,SE.Total.SURVEY_LU1_3U362
  7.239025,  0.000000,  2.857634, 21.229797,  0.000000,193.453477, 75.090054,146.897647,204.836229, 11.695705,SE.Total.SURVEY_LU1_3U370
0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U411
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,17.18314, 0.00000,SE.Total.SURVEY_LU1_3U413
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.375331, 0.000000, 0.000000,10.172554, 0.000000,SE.Total.SURVEY_LU1_3U414
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 60.09512, 58.00724,  0.00000,191.51992,  0.00000,SE.Total.SURVEY_LU1_3U415
 137.47931,   0.00000,  48.94116, 619.36862,   0.00000, 475.13665, 103.03910, 238.14945,1240.98286,  10.01124,SE.Total.SURVEY_LU1_3U420
 312.504943, 163.044074, 175.020822,1391.078759,   4.260062, 454.290381, 181.741832, 228.175060,1456.646554,  11.285876,SE.Total.settlement0
  7.239025,  0.000000,  2.857634, 21.229797,  0.000000,298.654817, 77.426601,146.721169,498.930187, 11.695705,SE.Total.settlement1
138.580992,141.289018,104.700500,220.308220,  4.260062,454.826363,179.278784,223.300340,991.251714, 12.416867,SE.Total.fao_class_name0
 280.09757,  81.36820, 140.22560,1364.53700,   0.00000, 742.42358, 140.41993, 325.75826,1704.13218,  10.48723,SE.Total.fao_class_name1
  0.00000,  0.00000,  0.00000,192.47364,  0.00000,542.15617, 20.94619,232.48950,632.86965,  0.00000,SE.Total.fao_class_name2
  7.239025,  0.000000,  3.963647, 21.229797,  0.000000, 54.819896, 52.505338, 87.567909,280.713795,  0.000000,SE.Total.fao_class_name3
 312.504943, 163.044074, 175.001185,1391.078759,   4.260062, 387.924122, 197.885335, 261.357423,1512.986812,  11.285876,SE.Total.lue0
  7.239025,  0.000000,  3.963647, 21.229797,  0.000000,210.792148,110.461016,191.390181,621.359366, 11.695705,SE.Total.lue1
 312.583336, 163.044074, 175.040231,1391.240747,   4.260062, 426.323510, 173.369837, 215.849438,1444.343116,   4.382346,SE.Total.lud0
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,249.7185, 52.9792,112.8926,458.6364,  0.0000,SE.Total.lud1
   620.64484,   523.15228,   892.66294, 13539.26805,    22.76053, 62814.79356,  8401.52558, 33774.49766,208135.22511,  1541.30066,CI.l(95%).Total.area
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1382.76063, 549.44077,1018.58837,2662.63199,  35.29908,CI.l(95%).Total.SURVEY_LC1_1A
 415.2717676, 202.0930867, 297.7325182, 240.4099347,  -0.9709242,3762.2558453, 216.7774001,2549.3472701,3168.2957225, 100.8367684,CI.l(95%).Total.SURVEY_LC1_1B
    23.61484,   204.21959,   453.68692, 13090.30533,    23.73145, 40398.48956,  4981.06458, 19072.97196,134643.46019,  1089.98465,CI.l(95%).Total.SURVEY_LC1_1C
 -229.456184,    0.000000,    4.174207,    0.000000,    0.000000,  862.225471,  101.839280,  690.788134,12453.692718,   17.302231,CI.l(95%).Total.SURVEY_LC1_1D
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,3252.3873,1045.3507,2747.5225,8054.9614, 106.9039,CI.l(95%).Total.SURVEY_LC1_1E
   0.000000,   0.000000,   0.000000,   7.697806,   0.000000, 922.551893, 179.783858,1211.279120,2204.761743,  50.018907,CI.l(95%).Total.SURVEY_LC1_1F
    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 6422.39958,  429.98349, 3985.67009,23007.20280,   63.05805,CI.l(95%).Total.SURVEY_LC1_1G
    0.000000,    0.000000,    0.000000,   -1.212603,    0.000000, 1071.682917,   65.752199,  318.282485,15190.268179,   24.529703,CI.l(95%).Total.SURVEY_LC1_1H
   484.7821,   519.1689,   799.5729, 10173.0245,    13.4513, 49592.3550,  5878.4674, 25522.9598,138257.0518,  1072.3765,CI.l(95%).Total.SURVEY_LU1_1U1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,19.230442, 4.235135,15.060394,45.675873, 0.000000,CI.l(95%).Total.SURVEY_LU1_1U2
   -4.628199,    0.000000,   10.984803,  -18.172576,    0.000000, 8612.036890, 1413.084281, 5250.440187,21369.894762,  128.836423,CI.l(95%).Total.SURVEY_LU1_1U3
  -80.592986,    3.983432,   -8.695152, 2370.286901,    9.309228, 2437.161980,  607.348940, 1837.477647,43760.480233,  278.641470,CI.l(95%).Total.SURVEY_LU1_1U4
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 79.41513, 44.16421,146.47849,191.32868,  0.00000,CI.l(95%).Total.SURVEY_LC1_2A1
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 990.82560, 398.65513, 674.13294,2119.41015,  35.29908,CI.l(95%).Total.SURVEY_LC1_2A2
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,75.42744,10.31984,16.10486,80.72426, 0.00000,CI.l(95%).Total.SURVEY_LC1_2A3
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,2254.41448,  68.96253,1308.95368,1009.23942,  23.98411,CI.l(95%).Total.SURVEY_LC1_2B1
  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-13.54226789,-78.92447838,-20.74680190, -0.03126082, 18.45292976,CI.l(95%).Total.SURVEY_LC1_2B2
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,15.32509, 0.00000,40.83933,15.91314, 0.00000,CI.l(95%).Total.SURVEY_LC1_2B3
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-4.445449, 2.084227,43.848098, 0.000000, 0.000000,CI.l(95%).Total.SURVEY_LC1_2B4
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 885.45023,  49.23996, 508.22334,1657.29865,  43.05111,CI.l(95%).Total.SURVEY_LC1_2B5
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,28.34628, 8.39738,33.71779,14.54044, 5.00183,CI.l(95%).Total.SURVEY_LC1_2B7
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,-34.66538,  3.98279,  0.00000,CI.l(95%).Total.SURVEY_LC1_2B8
